performRequestedBillingNumber,performRequestedLineNumber,performRequestedServiceNumber,performRequestedRoomServiceNumber
155,27435,11524,8
15,27723,11525,3
38,17247,11526,6
339,77006,11527,5
308,84451,11528,3
30,186,11529,5
230,17770,11530,2
323,27572,11531,1
199,129147,11532,8
133,15878,11533,7
300,10449,11534,4
288,53878,11535,2
238,6510,11536,6
311,19775,11537,3
348,15242,11538,6
309,3692,11539,6
95,78267,11540,1
314,37900,11541,7
367,129051,11542,4
110,41728,11543,5
160,34575,11544,2
194,3707,11545,1
326,52882,11546,7
242,76944,11547,6
40,22482,11548,7
415,130416,11549,2
278,101347,11550,3
221,77472,11551,7
411,77609,11552,8
404,42557,11553,5
322,10502,11554,5
308,28164,11555,7
325,10441,11556,4
252,52072,11557,3
346,1351,11558,4
217,127175,11559,6
244,126552,11560,3
54,63933,11561,1
303,42971,11562,5
59,85580,11563,4
88,128781,11564,2
170,5651,11565,3
221,86321,11566,4
374,29389,11567,2
99,13509,11568,5
107,84112,11569,2
299,34858,11570,3
24,126226,11571,4
354,10860,11572,7
410,8210,11573,4
5,130186,11574,1
370,43130,11575,3
38,101247,11576,6
84,76936,11577,6
145,2883,11578,8
386,29455,11579,1
383,101622,11580,5
140,41869,11581,1
88,13146,11582,7
147,127049,11583,6
274,14252,11584,1
243,62908,11585,5
414,10429,11586,1
17,125982,11587,3
91,43681,11588,6
155,85650,11589,1
361,6850,11590,7
343,84348,11591,6
218,18483,11592,6
240,126374,11593,8
327,43591,11594,5
149,15074,11595,2
114,128959,11596,8
251,10059,11597,1
40,1482,11598,7
299,19113,11599,5
61,42981,11600,1
24,63226,11601,4
191,63250,11602,2
240,374,11603,6
395,11512,11604,7
222,18333,11605,5
71,101722,11606,7
347,10338,11607,4
208,17924,11608,3
45,4271,11609,7
276,6929,11610,3
108,126641,11611,1
23,13473,11612,4
22,126662,11613,4
65,126172,11614,1
233,23640,11615,5
92,249,11616,7
265,42233,11617,2
167,84507,11618,4
353,8907,11619,8
34,29513,11620,6
190,6099,11621,6
298,7726,11622,7
228,129794,11623,3
422,63341,11624,8
126,3645,11625,3
400,8046,11626,5
14,21879,11627,3
68,3681,11628,4
228,27761,11629,8
82,34878,11630,7
170,102095,11631,8
236,66378,11632,8
2,52986,11633,1
292,77675,11634,3
181,36305,11635,5
179,84204,11636,5
297,84596,11637,6
123,18207,11638,1
190,10551,11639,2
426,84916,11640,1
61,126981,11641,4
37,21386,11642,6
194,106249,11643,5
306,6679,11644,6
377,17963,11645,5
140,125869,11646,7
375,10462,11647,1
300,2918,11648,3
84,42931,11649,8
373,1278,11650,4
266,84605,11651,3
381,28744,11652,3
325,127196,11653,4
139,52180,11654,8
402,63141,11655,7
272,106211,11656,5
385,34951,11657,8
398,796,11658,3
248,17675,11659,5
398,7159,11660,8
210,5994,11661,5
92,8388,11662,3
141,17743,11663,8
382,105038,11664,5
19,43001,11665,3
15,86003,11666,3
408,46291,11667,1
196,235,11668,2
181,103963,11669,5
5,107186,11670,1
53,7896,11671,3
279,10187,11672,6
437,10386,11673,7
238,27510,11674,7
277,1627,11675,7
3,107114,11676,1
189,359,11677,8
284,13913,11678,4
276,127656,11679,5
153,14743,11680,5
280,105666,11681,8
7,51965,11682,2
393,126843,11683,5
224,3620,11684,2
219,105062,11685,1
59,52208,11686,5
121,21317,11687,3
371,17707,11688,7
100,129141,11689,5
52,105459,11690,2
49,105742,11691,8
89,18065,11692,5
415,2416,11693,4
377,101963,11694,3
299,5850,11695,8
90,125709,11696,8
109,8248,11697,8
31,62663,11698,5
250,27926,11699,2
101,127076,11700,4
188,34834,11701,2
193,128297,11702,8
7,27448,11703,1
405,128476,11704,1
394,22790,11705,3
31,21016,11706,5
358,11613,11707,4
212,41952,11708,3
88,2727,11709,2
85,64608,11710,2
246,84778,11711,3
164,755,11712,1
327,10312,11713,6
100,106141,11714,1
21,3654,11715,4
224,10434,11716,5
314,85065,11717,6
324,36167,11718,5
360,3014,11719,5
381,106621,11720,1
433,3207,11721,5
115,125961,11722,2
134,105221,11723,5
320,105239,11724,5
320,13906,11725,8
114,4870,11726,6
113,28341,11727,4
286,15476,11728,4
174,128761,11729,8
170,13980,11730,3
2,63244,11731,1
272,18368,11732,6
241,126398,11733,5
350,22203,11734,4
42,101326,11735,7
320,84239,11736,7
85,51967,11737,2
269,4034,11738,5
197,6670,11739,7
120,10823,11740,2
260,13864,11741,2
147,13686,11742,1
196,52757,11743,8
261,42632,11744,3
214,18455,11745,2
155,2826,11746,7
390,23487,11747,1
131,84143,11748,4
131,6908,11749,6
128,17163,11750,1
179,63204,11751,1
238,77365,11752,3
250,6926,11753,3
23,34473,11754,4
353,5341,11755,3
41,4450,11756,7
91,101617,11757,2
113,129453,11758,8
367,52510,11759,6
8,84964,11760,2
284,105318,11761,3
78,126162,11762,5
295,35424,11763,8
337,78352,11764,8
252,23828,11765,5
238,43786,11766,1
63,3079,11767,3
60,13398,11768,2
61,35335,11769,3
211,106618,11770,1
25,4358,11771,4
62,675,11772,4
6,63121,11773,1
221,11513,11774,5
87,10043,11775,1
158,105247,11776,3
56,27458,11777,7
29,3032,11778,5
53,127442,11779,1
4,13481,11780,1
438,10549,11781,4
112,128988,11782,7
222,84050,11783,4
70,13939,11784,5
358,15992,11785,8
176,42399,11786,4
379,23247,11787,5
88,34569,11788,8
311,42218,11789,2
12,128610,11790,2
109,128527,11791,5
120,7094,11792,3
79,64057,11793,1
436,101637,11794,4
207,105005,11795,4
304,21883,11796,7
45,127407,11797,7
154,53814,11798,2
382,84038,11799,6
2,244,11800,1
375,17496,11801,5
382,16685,11802,5
191,18069,11803,2
342,21225,11804,1
29,131032,11805,5
394,64790,11806,1
105,139,11807,6
173,4698,11808,8
261,126632,11809,1
96,128570,11810,8
358,29586,11811,7
327,5054,11812,6
297,5069,11813,8
283,44679,11814,3
163,13854,11815,3
251,128152,11816,8
32,44440,11817,6
144,105576,11818,6
256,127201,11819,3
142,10225,11820,7
64,17131,11821,6
110,20728,11822,8
70,127816,11823,7
349,7471,11824,2
122,3214,11825,2
384,126471,11826,8
354,128626,11827,3
321,6716,11828,1
185,126150,11829,5
8,63964,11830,2
417,63737,11831,1
210,64237,11832,7
46,42502,11833,8
287,19927,11834,1
287,7607,11835,1
113,85453,11836,4
293,7759,11837,3
407,64133,11838,3
330,130910,11839,2
350,55315,11840,1
26,17635,11841,5
317,21670,11842,1
56,21449,11843,6
373,14206,11844,3
69,6982,11845,1
284,10253,11846,5
68,129778,11847,5
216,105962,11848,6
14,13772,11849,3
194,17412,11850,7
9,126575,11851,2
387,64434,11852,6
10,22363,11853,2
237,126485,11854,7
180,14045,11855,8
336,44104,11856,1
303,62939,11857,3
119,105043,11858,3
76,35198,11859,3
142,107726,11860,5
130,2827,11861,8
184,76989,11862,1
201,77150,11863,1
63,51875,11864,8
395,17833,11865,1
129,129667,11866,1
304,128883,11867,2
15,2003,11868,3
328,3114,11869,1
290,17597,11870,2
332,3315,11871,8
212,77133,11872,2
98,15469,11873,3
285,101750,11874,1
21,62867,11875,4
392,28771,11876,5
350,41956,11877,2
13,27494,11878,2
244,63552,11879,5
161,128444,11880,1
433,85570,11881,3
86,29157,11882,8
352,63659,11883,8
158,127247,11884,6
349,10361,11885,1
36,3763,11886,6
5,52956,11887,1
296,106491,11888,3
101,52343,11889,2
223,63098,11890,4
344,76803,11891,1
20,63181,11892,4
61,84981,11893,1
151,35051,11894,7
304,103337,11895,2
67,42107,11896,7
214,76639,11897,3
261,11005,11898,5
274,63010,11899,7
176,19249,11900,2
232,77049,11901,3
129,76535,11902,2
152,10210,11903,5
160,42381,11904,3
330,34853,11905,3
323,77535,11906,2
13,127323,11907,3
23,28326,11908,4
267,63775,11909,2
19,27773,11910,3
12,42610,11911,2
256,52301,11912,4
220,6702,11913,5
29,125664,11914,5
8,125637,11915,2
149,21116,11916,2
111,105252,11917,6
277,3210,11918,2
156,102536,11919,2
4,34481,11920,1
150,17954,11921,6
263,2635,11922,7
30,126186,11923,5
44,105650,11924,7
135,3301,11925,1
13,17754,11926,2
18,35260,11927,3
49,742,11928,8
322,76893,11929,1
332,8746,11930,3
128,10674,11931,4
35,128388,11932,6
154,85486,11933,5
318,19321,11934,4
117,14490,11935,2
249,27771,11936,6
198,129851,11937,2
44,27886,11938,7
153,128384,11939,6
127,28322,11940,4
406,101953,11941,5
105,21139,11942,3
21,14784,11943,4
55,1154,11944,4
204,1449,11945,8
177,27525,11946,5
291,126472,11947,3
326,21084,11948,8
8,42964,11949,2
146,42984,11950,3
397,613,11951,2
93,42677,11952,2
415,52431,11953,4
240,21374,11954,5
58,42134,11955,5
351,7126,11956,1
271,103071,11957,5
187,105099,11958,3
144,84576,11959,2
106,37540,11960,5
248,6502,11961,4
23,76473,11962,4
95,8188,11963,4
333,10255,11964,8
20,101053,11965,4
170,54371,11966,1
137,106155,11967,4
21,35784,11968,4
16,3144,11969,3
66,3506,11970,2
137,6420,11971,1
320,63239,11972,3
235,128438,11973,2
392,64304,11974,3
142,44726,11975,8
121,127317,11976,7
313,42924,11977,3
7,13998,11978,1
415,18880,11979,5
351,38273,11980,7
104,42782,11981,6
237,128485,11982,3
191,128250,11983,1
112,127988,11984,2
99,66405,11985,7
55,37185,11986,7
294,52330,11987,1
367,64051,11988,6
371,24794,11989,2
62,42675,11990,6
150,76671,11991,8
165,41840,11992,8
296,35876,11993,1
335,84480,11994,3
5,65186,11995,1
379,86247,11996,3
237,21485,11997,6
199,85147,11998,2
331,129651,11999,5
103,7051,12000,2
85,1608,12001,3
320,52498,12002,4
218,77457,12003,7
121,128317,12004,5
81,42378,12005,2
251,101848,12006,4
329,24052,12007,7
307,1319,12008,3
143,84744,12009,8
256,105201,12010,1
368,106142,12011,1
21,125867,12012,4
9,63575,12013,2
5,86186,12014,1
13,3049,12015,2
256,77369,12016,8
23,43478,12017,4
347,42426,12018,4
192,54119,12019,6
5,34724,12020,1
100,101929,12021,6
370,22130,12022,3
41,21424,12023,7
372,43349,12024,5
73,105968,12025,3
244,78884,12026,5
151,105178,12027,6
256,18376,12028,5
106,51912,12029,6
182,127741,12030,1
243,4931,12031,8
263,6696,12032,3
153,102223,12033,2
208,27456,12034,3
161,17538,12035,1
188,126031,12036,1
120,28094,12037,4
365,43045,12038,3
178,52688,12039,8
114,18161,12040,6
391,128340,12041,6
209,129509,12042,1
64,4081,12043,7
86,3188,12044,2
59,16563,12045,8
187,10230,12046,1
147,49,12047,6
411,126051,12048,4
66,7451,12049,7
317,126670,12050,8
60,20773,12051,7
408,67291,12052,4
364,17608,12053,4
33,21024,12054,6
366,17633,12055,1
90,27561,12056,6
79,3846,12057,6
249,126912,12058,4
260,4910,12059,4
203,63184,12060,5
211,3119,12061,1
50,7209,12062,8
74,3120,12063,2
269,77135,12064,7
242,126258,12065,8
72,6821,12066,5
259,126784,12067,2
56,18160,12068,6
80,18514,12069,4
273,27654,12070,1
270,44116,12071,2
421,3122,12072,6
30,15276,12073,5
40,103257,12074,7
41,52095,12075,7
230,63683,12076,7
304,127883,12077,5
240,7455,12078,2
220,70,12079,6
44,34891,12080,7
246,18111,12081,5
126,34809,12082,1
93,126677,12083,1
245,76871,12084,5
160,52162,12085,8
161,127444,12086,3
175,64258,12087,6
192,27897,12088,7
139,35279,12089,6
184,102798,12090,5
58,7605,12091,8
182,84741,12092,4
112,3048,12093,1
14,34772,12094,3
408,36694,12095,2
333,128095,12096,3
434,77551,12097,3
118,6430,12098,3
260,52388,12099,1
366,22132,12100,5
129,106667,12101,2
419,14020,12102,2
335,12070,12103,2
40,19257,12104,7
17,42190,12105,3
398,17706,12106,7
177,35237,12107,4
272,76902,12108,8
74,128598,12109,8
30,4826,12110,5
271,42356,12111,1
311,14258,12112,2
103,63368,12113,8
37,28153,12114,6
153,384,12115,5
293,78691,12116,2
229,105405,12117,7
377,63876,12118,8
207,21005,12119,2
151,9992,12120,5
339,8174,12121,3
259,3121,12122,3
309,52317,12123,8
355,36868,12124,4
288,65256,12125,4
191,102069,12126,6
242,3695,12127,7
251,3787,12128,8
103,14040,12129,1
263,14235,12130,7
419,84339,12131,7
42,126494,12132,7
266,128605,12133,2
105,79363,12134,7
16,126312,12135,3
99,53635,12136,4
357,84336,12137,1
64,21155,12138,3
201,129529,12139,1
177,106184,12140,4
258,105505,12141,3
48,42978,12142,8
183,21493,12143,4
309,34865,12144,2
74,84598,12145,6
116,29176,12146,2
136,13918,12147,6
346,3777,12148,5
59,22580,12149,4
127,3863,12150,4
20,10094,12151,4
242,42258,12152,6
242,17444,12153,7
28,86230,12154,5
150,111,12155,7
14,42879,12156,3
364,8182,12157,2
61,63981,12158,4
383,10700,12159,3
169,10115,12160,3
308,127451,12161,4
14,76772,12162,3
249,77249,12163,6
378,28285,12164,1
83,65989,12165,4
317,127670,12166,4
59,37563,12167,3
173,34950,12168,6
240,102233,12169,7
164,6393,12170,6
247,52152,12171,1
124,84400,12172,4
180,41888,12173,1
17,84190,12174,3
21,63546,12175,4
188,63031,12176,1
372,13982,12177,1
153,127384,12178,7
356,65065,12179,3
271,7596,12180,7
94,14183,12181,2
202,64792,12182,2
317,4617,12183,5
319,129425,12184,8
45,42407,12185,7
344,103702,12186,2
190,19312,12187,6
6,36061,12188,1
41,128424,12189,7
76,62897,12190,2
204,129449,12191,3
119,20096,12192,6
206,27797,12193,6
292,35675,12194,4
309,102140,12195,8
92,105249,12196,1
385,28230,12197,4
205,1573,12198,7
130,54337,12199,2
412,14433,12200,1
39,66081,12201,7
128,79225,12202,7
319,22425,12203,4
192,15528,12204,1
243,42219,12205,6
377,8489,12206,8
338,84047,12207,3
78,128162,12208,8
403,17805,12209,3
323,35535,12210,2
260,101977,12211,3
19,15287,12212,3
22,21662,12213,4
292,52402,12214,8
39,28448,12215,7
239,20884,12216,2
410,77318,12217,3
75,479,12218,4
348,22091,12219,6
357,103453,12220,3
8,964,12221,2
104,126782,12222,6
227,101942,12223,4
344,21039,12224,2
329,6639,12225,3
212,22813,12226,5
96,10257,12227,8
182,52612,12228,5
369,101996,12229,4
58,34988,12230,1
401,63406,12231,2
158,42247,12232,3
223,52125,12233,8
430,7156,12234,4
172,29134,12235,4
95,128456,12236,3
282,53333,12237,7
237,8657,12238,6
341,11057,12239,4
89,80116,12240,8
354,21626,12241,2
313,127924,12242,3
236,108378,12243,7
35,12066,12244,6
163,42288,12245,8
118,10021,12246,5
363,64554,12247,6
113,101552,12248,6
275,18282,12249,3
349,126986,12250,2
31,10126,12251,5
420,14231,12252,3
94,35183,12253,7
340,76743,12254,8
312,11390,12255,3
285,28787,12256,4
44,128650,12257,7
191,42250,12258,5
129,17822,12259,6
386,129276,12260,6
240,34840,12261,8
31,84016,12262,5
65,84172,12263,1
12,10231,12264,2
1,126836,12265,1
9,21575,12266,2
88,17532,12267,1
317,63670,12268,3
127,84692,12269,8
7,1195,12270,1
16,6258,12271,3
210,102834,12272,3
92,21249,12273,3
249,128912,12274,2
136,65811,12275,4
302,35485,12276,6
165,35930,12277,3
313,21924,12278,7
147,2790,12279,7
3,23114,12280,1
186,1645,12281,6
195,35431,12282,8
227,129563,12283,5
208,106819,12284,1
372,53695,12285,3
254,55128,12286,7
402,141,12287,6
34,127211,12288,6
23,1478,12289,4
257,76849,12290,8
323,127568,12291,4
247,27953,12292,3
245,84241,12293,7
355,3274,12294,6
372,34982,12295,8
211,76674,12296,8
197,14776,12297,3
102,21254,12298,2
143,21744,12299,7
110,52249,12300,1
377,126876,12301,1
414,4263,12302,3
211,1618,12303,5
14,27830,12304,3
132,85286,12305,6
337,85406,12306,5
346,76879,12307,7
389,84182,12308,7
286,54384,12309,3
292,10402,12310,1
360,65129,12311,5
133,10154,12312,8
192,129954,12313,8
229,21405,12314,3
2,35614,12315,1
260,27810,12316,8
80,3566,12317,2
258,76687,12318,3
72,13587,12319,7
319,15393,12320,6
396,78737,12321,5
53,125930,12322,6
324,811,12323,4
62,84675,12324,5
196,18572,12325,4
220,52101,12326,8
98,36469,12327,5
39,131081,12328,7
33,42024,12329,6
43,27437,12330,7
187,17358,12331,7
246,105778,12332,5
291,128472,12333,7
107,3754,12334,3
261,63632,12335,6
405,102872,12336,5
220,128070,12337,7
249,19038,12338,5
190,105081,12339,7
70,76939,12340,8
235,127438,12341,4
307,28057,12342,1
251,29861,12343,1
249,20912,12344,5
364,101608,12345,2
337,64406,12346,6
346,52459,12347,4
15,11541,12348,3
180,125888,12349,6
224,19531,12350,4
178,3171,12351,2
255,5915,12352,4
38,35109,12353,6
221,31076,12354,1
79,22057,12355,6
11,13514,12356,2
39,24081,12357,7
304,14841,12358,2
2,17030,12359,1
41,424,12360,7
225,18350,12361,3
141,10176,12362,1
1,127836,12363,1
348,78242,12364,8
158,53047,12365,5
342,102189,12366,1
82,3450,12367,4
423,77867,12368,8
265,126233,12369,6
244,53458,12370,3
285,129923,12371,8
273,132001,12372,5
189,6952,12373,1
220,3302,12374,8
118,127538,12375,4
135,84416,12376,4
180,10201,12377,7
235,84438,12378,7
331,101658,12379,4
338,47,12380,8
111,84252,12381,3
159,28600,12382,2
354,3671,12383,6
165,14930,12384,6
305,127338,12385,8
306,85391,12386,8
68,53246,12387,7
387,1434,12388,8
295,42092,12389,3
292,63011,12390,7
306,129391,12391,3
172,53554,12392,5
23,19279,12393,4
175,5338,12394,7
338,128047,12395,7
18,42506,12396,3
230,6971,12397,3
238,85786,12398,1
363,101649,12399,8
38,10442,12400,6
4,24251,12401,1
193,17654,12402,1
147,126049,12403,2
276,34691,12404,7
204,43449,12405,2
217,21175,12406,3
410,42434,12407,2
235,27950,12408,8
121,55264,12409,6
120,63307,12410,5
340,129445,12411,1
25,106402,12412,4
195,18158,12413,2
82,21030,12414,4
29,41664,12415,5
65,76479,12416,2
145,52389,12417,8
351,21661,12418,1
72,127176,12419,5
134,52583,12420,3
128,22207,12421,1
293,126534,12422,1
116,84851,12423,1
196,63235,12424,2
369,14766,12425,1
44,17436,12426,7
103,42368,12427,7
204,22449,12428,4
130,684,12429,7
38,77109,12430,6
384,471,12431,1
168,27754,12432,3
168,35132,12433,1
63,105124,12434,4
183,126493,12435,5
277,106627,12436,1
2,20874,12437,1
41,7068,12438,7
152,101202,12439,5
54,126933,12440,4
3,2681,12441,1
214,6428,12442,7
376,42562,12443,7
234,52104,12444,3
303,3484,12445,7
368,52242,12446,2
406,67456,12447,7
75,105479,12448,1
19,106001,12449,4
336,23104,12450,3
67,84107,12451,5
119,127043,12452,3
199,10692,12453,1
203,184,12454,8
248,2943,12455,1
11,929,12456,2
277,22627,12457,6
231,128177,12458,1
58,76988,12459,2
9,20911,12460,2
209,52548,12461,4
223,13882,12462,6
197,105763,12463,6
55,79185,12464,8
437,13962,12465,8
181,28150,12466,7
352,10426,12467,2
216,8806,12468,7
30,63186,12469,5
180,101337,12470,1
81,30127,12471,8
131,41810,12472,3
197,126763,12473,1
160,127381,12474,3
53,3486,12475,3
214,128946,12476,1
373,7538,12477,5
250,52647,12478,8
222,13631,12479,5
189,36370,12480,5
116,10557,12481,6
308,17703,12482,3
17,53818,12483,3
384,42471,12484,5
92,126249,12485,5
304,27666,12486,1
75,28076,12487,8
185,27719,12488,4
30,42186,12489,5
377,21876,12490,5
215,84798,12491,4
268,14157,12492,4
209,85509,12493,1
200,18447,12494,2
206,52955,12495,2
271,126356,12496,6
319,43425,12497,7
8,52004,12498,2
348,64091,12499,1
307,13957,12500,8
203,77127,12501,5
16,17196,12502,3
14,127879,12503,3
303,17482,12504,2
27,106899,12505,5
333,63095,12506,5
156,127164,12507,7
208,11177,12508,2
34,3427,12509,6
280,21666,12510,7
131,27908,12511,3
58,28605,12512,2
220,127070,12513,8
331,53297,12514,7
104,127782,12515,7
140,18427,12516,2
381,43621,12517,1
277,78467,12518,6
399,13876,12519,2
97,52785,12520,4
363,22554,12521,7
70,128816,12522,2
83,7066,12523,6
388,84129,12524,4
219,63062,12525,1
30,10155,12526,5
398,42796,12527,7
319,54133,12528,6
303,41939,12529,4
233,8700,12530,2
265,10842,12531,6
156,78663,12532,4
96,570,12533,4
17,3607,12534,3
435,1777,12535,7
289,106999,12536,1
208,6456,12537,5
341,63265,12538,8
167,63507,12539,8
404,128557,12540,2
340,34743,12541,2
421,84197,12542,4
230,2841,12543,8
200,53201,12544,6
178,35098,12545,5
284,21318,12546,5
362,105903,12547,7
155,10608,12548,5
350,85203,12549,3
11,6223,12550,2
124,127400,12551,1
72,101859,12552,1
140,20869,12553,6
376,28157,12554,5
216,35377,12555,1
97,16127,12556,1
74,14427,12557,3
253,101305,12558,8
201,43529,12559,4
215,63798,12560,3
79,37804,12561,8
107,28363,12562,1
269,19698,12563,8
44,76891,12564,7
139,85294,12565,8
53,14709,12566,6
426,3031,12567,5
414,1410,12568,6
285,77023,12569,2
87,34648,12570,4
275,76738,12571,2
73,125765,12572,5
319,85425,12573,4
148,17370,12574,7
136,107811,12575,6
304,63883,12576,4
211,64618,12577,5
7,106195,12578,2
277,85627,12579,6
73,28098,12580,1
70,21816,12581,4
182,10612,12582,7
180,128401,12583,7
127,52009,12584,5
244,4758,12585,8
85,27490,12586,6
2,27583,12587,1
361,21122,12588,3
285,52373,12589,5
320,10498,12590,8
393,80931,12591,5
152,63603,12592,5
112,27975,12593,8
355,15868,12594,1
59,2698,12595,1
203,14127,12596,5
251,34742,12597,1
39,108081,12598,7
292,3546,12599,7
232,17365,12600,4
246,21778,12601,4
321,18256,12602,5
12,17593,12603,2
58,102154,12604,5
14,126879,12605,3
229,128405,12606,6
206,42300,12607,8
134,10583,12608,4
93,11259,12609,8
294,126751,12610,6
161,80538,12611,2
293,10576,12612,2
238,35365,12613,2
12,101593,12614,2
49,126742,12615,8
184,1663,12616,2
256,5583,12617,7
67,18547,12618,6
331,2968,12619,3
229,42405,12620,5
256,126201,12621,8
33,34623,12622,6
216,126962,12623,7
30,52155,12624,5
51,7050,12625,8
279,21192,12626,6
328,10515,12627,4
426,128916,12628,2
327,129591,12629,2
316,22301,12630,8
243,12668,12631,2
396,64533,12632,8
165,125840,12633,6
38,105860,12634,6
142,20367,12635,8
314,79900,12636,7
298,42033,12637,2
169,3735,12638,7
25,14048,12639,4
15,35207,12640,3
145,44883,12641,1
70,52003,12642,5
75,17502,12643,8
130,102407,12644,4
31,126016,12645,5
80,66566,12646,4
18,84506,12647,3
52,27672,12648,8
149,27770,12649,5
422,127341,12650,1
361,53865,12651,4
311,63218,12652,3
1,53244,12653,1
323,42568,12654,8
208,64819,12655,1
52,128459,12656,4
248,22201,12657,1
215,798,12658,1
170,43394,12659,5
371,3459,12660,2
389,127182,12661,4
205,101884,12662,7
289,13997,12663,8
322,64053,12664,2
391,34908,12665,8
61,9973,12666,6
325,105196,12667,4
215,53315,12668,8
101,21076,12669,2
60,6991,12670,8
19,129001,12671,4
215,27534,12672,2
77,76537,12673,4
171,35846,12674,1
154,1486,12675,1
389,101479,12676,2
90,5046,12677,7
196,13736,12678,6
208,85819,12679,4
5,27460,12680,1
10,3001,12681,2
259,7998,12682,1
438,7192,12683,4
241,10316,12684,7
178,29290,12685,4
26,106962,12686,5
12,6325,12687,2
305,103192,12688,8
223,34882,12689,1
198,7128,12690,1
222,7143,12691,2
244,102214,12692,6
95,84456,12693,8
162,14502,12694,7
416,126412,12695,2
266,29415,12696,7
60,126522,12697,5
52,53044,12698,8
61,18251,12699,5
351,42661,12700,3
125,7816,12701,3
27,1899,12702,5
319,29450,12703,1
359,28027,12704,6
67,11335,12705,1
175,85258,12706,2
47,52265,12707,8
162,6468,12708,5
61,5484,12709,2
305,128338,12710,2
82,84030,12711,8
241,35151,12712,6
172,64309,12713,3
75,51979,12714,2
257,64335,12715,1
241,52316,12716,4
153,105384,12717,5
186,29641,12718,7
410,105434,12719,5
332,21892,12720,3
11,17679,12721,2
333,18097,12722,1
379,44247,12723,7
129,64667,12724,6
88,76569,12725,7
278,62905,12726,8
99,102247,12727,2
97,18119,12728,5
334,129060,12729,3
333,52255,12730,5
131,34608,12731,5
375,52462,12732,5
57,43492,12733,3
388,127129,12734,6
232,101365,12735,3
414,106410,12736,7
31,41663,12737,5
294,14607,12738,5
311,52895,12739,1
76,128685,12740,6
218,102483,12741,7
357,127336,12742,3
405,42476,12743,3
152,84603,12744,6
191,127250,12745,1
190,21081,12746,6
164,128755,12747,7
93,677,12748,4
325,17461,12749,4
378,11257,12750,3
437,106718,12751,8
346,10459,12752,1
146,984,12753,5
272,64211,12754,2
298,37687,12755,7
180,52201,12756,7
155,22650,12757,8
205,35298,12758,7
109,63527,12759,7
42,78066,12760,7
184,43663,12761,2
430,22162,12762,3
359,125963,12763,2
359,106617,12764,4
80,53182,12765,4
275,13738,12766,6
52,104955,12767,5
111,3659,12768,4
154,13827,12769,1
89,44055,12770,2
210,1237,12771,7
71,17722,12772,4
197,127763,12773,3
227,1563,12774,8
82,126030,12775,2
229,13784,12776,7
35,37007,12777,6
254,13128,12778,6
392,129304,12779,7
101,6690,12780,1
189,15370,12781,2
225,84392,12782,2
31,27465,12783,5
52,34699,12784,8
10,17094,12785,2
162,52374,12786,3
55,43154,12787,6
281,53187,12788,7
367,22051,12789,5
228,106794,12790,3
188,31,12791,7
72,84176,12792,8
15,65003,12793,3
353,11930,12794,6
371,53268,12795,1
302,105171,12796,8
346,106351,12797,8
394,43790,12798,1
400,84690,12799,3
347,76985,12800,1
53,20930,12801,8
327,52312,12802,3
223,101782,12803,8
168,129757,12804,6
350,106203,12805,8
359,62963,12806,4
18,14260,12807,3
256,102376,12808,5
17,77095,12809,3
246,126778,12810,8
77,28615,12811,6
352,27922,12812,1
289,64999,12813,4
30,8931,12814,5
60,35597,12815,2
442,64462,12816,6
112,10308,12817,7
90,128271,12818,3
260,84773,12819,4
395,9568,12820,5
168,43757,12821,3
335,76740,12822,8
167,2965,12823,5
167,77071,12824,8
234,44394,12825,4
39,87081,12826,7
294,21751,12827,2
124,63400,12828,3
167,105507,12829,7
144,18754,12830,7
213,130717,12831,6
362,126903,12832,8
230,101770,12833,2
236,45378,12834,2
370,35891,12835,6
60,21522,12836,6
395,53512,12837,4
256,21201,12838,4
439,77310,12839,7
119,104096,12840,7
89,17116,12841,8
238,22786,12842,3
159,77909,12843,3
134,27616,12844,6
293,63534,12845,5
317,28022,12846,8
258,21505,12847,8
149,6770,12848,8
256,84201,12849,1
242,84258,12850,3
43,3553,12851,7
142,2726,12852,8
198,1851,12853,6
441,85137,12854,1
33,127024,12855,6
3,2114,12856,1
266,8415,12857,6
379,2247,12858,8
94,128110,12859,5
223,42098,12860,8
57,13737,12861,8
119,53834,12862,5
143,14783,12863,5
332,76970,12864,6
29,78014,12865,5
71,3169,12866,5
175,76943,12867,7
407,1133,12868,4
158,126247,12869,8
356,2065,12870,3
384,21471,12871,8
264,127156,12872,8
262,76861,12873,8
410,21434,12874,8
76,685,12875,7
234,17249,12876,1
175,129258,12877,7
12,127610,12878,2
141,52176,12879,4
400,52774,12880,6
128,101163,12881,3
215,36710,12882,6
201,11705,12883,3
278,28327,12884,1
376,17601,12885,1
346,129351,12886,2
316,28362,12887,3
87,42065,12888,4
40,106482,12889,7
182,17855,12890,6
359,20963,12891,8
84,52775,12892,2
25,35048,12893,4
199,43147,12894,2
131,52715,12895,8
393,843,12896,7
288,77312,12897,2
42,5397,12898,7
210,52390,12899,8
294,19563,12900,4
130,42684,12901,3
325,101461,12902,2
92,29388,12903,7
170,18095,12904,8
142,23726,12905,2
234,130394,12906,2
196,29724,12907,5
181,78305,12908,3
133,27439,12909,3
319,102728,12910,7
266,127605,12911,1
383,17622,12912,6
158,28309,12913,7
174,105761,12914,3
320,6533,12915,6
415,10431,12916,6
117,42393,12917,4
54,27315,12918,3
198,81430,12919,4
359,3477,12920,8
82,13878,12921,3
