actionFeedbackNumber,actionEmployeeNum,progressStartTime,progressFinishTime
4953,9,2018-12-23 01:13:41.630,2019-01-10 17:05:43.300
4954,5,2018-08-17 04:25:34.720,2018-09-17 05:17:19.710
4955,48,2017-03-18 11:59:53.440,2017-04-28 09:14:44.760
4956,13,2018-12-22 21:52:18.650,2019-02-04 02:16:22.270
4957,46,2018-08-12 08:24:27.090,
4958,5,2017-11-03 19:05:45.750,2017-11-30 17:26:02.300
4959,16,2017-02-15 16:05:50.220,2017-03-27 14:26:39.120
4960,27,2019-05-07 12:06:09.830,2019-06-22 12:24:10.740
4961,11,2019-08-06 09:33:07.880,2019-08-28 16:42:44.630
4962,38,2019-08-08 04:19:54.450,2019-09-10 22:37:49.880
4963,17,2018-12-09 00:22:50.470,2018-12-13 20:29:13.910
4964,47,2017-03-27 07:32:02.370,2017-04-22 04:50:53.950
4965,33,2019-07-07 20:17:19.980,2019-07-29 19:33:27.760
4966,13,2018-11-14 02:38:06.830,2018-12-02 19:15:44.070
4967,15,2017-12-05 10:14:06.130,2018-01-18 22:50:47.040
4968,4,2018-04-05 16:41:02.360,2018-05-10 22:07:09.690
4969,9,2018-11-20 08:05:59.530,2018-11-23 02:10:28.690
4970,45,2017-12-13 12:01:17.760,2017-12-13 16:43:41.480
4971,6,2018-12-20 15:14:51.590,2019-01-09 13:10:06.400
4972,50,2018-09-16 20:09:16.460,2018-10-11 20:46:17.830
4973,8,2019-08-08 07:58:03.290,
4974,6,2018-10-26 03:01:35.370,2018-11-03 22:16:02.320
4975,19,2019-01-30 08:45:39.420,
4976,15,2017-05-20 14:35:18.300,2017-06-16 21:47:58.700
4977,2,2018-12-30 15:54:48.220,2019-02-02 17:54:00.420
4978,10,2017-11-10 12:53:28.540,
4979,12,2018-08-20 07:18:30.380,2018-09-22 08:22:08.400
4980,47,2017-09-24 19:32:44.690,2017-10-07 11:38:26.400
4981,24,2017-09-17 19:14:39.400,2017-09-20 07:53:01.830
4982,11,2018-08-01 20:19:23.140,2018-09-07 08:23:47.240
4983,47,2017-12-24 20:01:59.900,2018-02-06 20:44:32.110
4984,14,2017-09-17 02:51:40.380,2017-09-28 13:16:19.900
4985,37,2019-07-05 01:56:30.530,2019-07-16 22:47:31.930
4986,41,2017-07-14 07:06:08.610,2017-07-25 19:50:01.910
4987,10,2017-09-05 07:39:02.320,2017-09-17 13:51:12.970
4988,15,2018-10-03 03:54:50.530,2018-11-15 21:27:49.000
4989,17,2018-09-09 04:44:20.450,2018-10-17 21:48:50.760
4990,8,2017-01-25 15:11:41.650,
4991,8,2018-01-11 19:46:12.030,2018-01-27 13:02:50.050
4992,37,2018-02-06 07:59:07.420,
4993,31,2017-11-25 09:18:27.230,2017-12-06 11:44:49.150
4994,46,2018-01-26 08:13:37.920,2018-02-23 01:24:06.080
4995,11,2019-08-12 05:56:23.360,2019-08-23 05:32:32.210
4996,8,2017-09-28 14:00:54.830,
4997,16,2018-04-04 11:54:48.450,2018-04-25 00:07:44.260
4998,37,2019-09-26 06:43:26.720,
4999,10,2018-08-11 16:59:37.870,2018-09-01 10:59:15.880
5002,16,2017-12-25 17:17:34.530,2017-12-27 09:06:38.820
5003,37,2017-03-09 07:11:08.150,2017-04-04 17:35:35.760
5004,33,2019-12-08 06:07:57.350,2020-01-25 02:07:50.900
5005,11,2019-06-06 23:41:11.200,2019-07-04 02:11:50.090
5006,19,2017-02-13 23:35:51.140,2017-03-27 19:01:26.430
5007,35,2018-11-05 14:23:29.390,
5008,40,2017-02-15 00:38:37.230,2017-02-23 13:14:51.780
5009,10,2018-04-20 02:13:04.620,2018-05-17 17:38:13.950
5010,5,2019-06-25 17:32:33.010,2019-07-26 06:14:54.960
5011,11,2018-09-01 09:05:30.940,
5012,36,2018-02-05 05:31:13.580,
5013,28,2018-10-14 11:36:18.580,
5014,19,2017-12-22 21:50:42.730,2018-02-01 22:46:02.090
5015,10,2017-12-23 06:56:47.360,2018-01-21 17:33:49.470
5016,50,2019-12-11 00:47:15.360,2019-12-20 22:48:16.030
5017,42,2018-05-06 08:23:18.710,2018-05-14 10:30:17.570
5018,3,2017-02-26 22:28:23.070,2017-03-26 23:56:48.320
5019,10,2019-06-25 23:39:42.780,2019-07-26 05:39:14.230
5020,43,2017-02-08 10:23:09.970,2017-03-14 06:34:37.670
5021,3,2019-04-27 17:07:48.880,2019-05-24 03:45:31.060
5022,50,2018-10-13 23:05:50.850,2018-11-07 02:22:07.510
5023,37,2017-11-29 09:50:05.790,2017-12-16 05:07:47.280
5024,50,2017-12-05 00:41:43.220,2017-12-10 09:12:04.060
5025,38,2019-07-22 02:09:05.510,2019-09-08 04:53:46.460
5026,19,2019-09-05 21:16:22.830,2019-10-06 07:34:40.400
5027,19,2019-01-10 12:37:31.180,
5028,12,2017-04-12 22:34:00.700,2017-04-14 10:47:57.370
5029,46,2018-08-31 00:05:47.710,2018-10-19 18:41:04.080
5030,11,2019-12-05 16:13:54.990,2019-12-31 10:08:35.410
5031,50,2018-08-02 06:40:58.770,2018-08-20 13:31:32.390
5032,16,2017-02-21 09:26:22.590,2017-03-06 17:10:49.860
5033,48,2018-07-27 14:32:17.570,
5034,36,2017-01-29 13:49:49.940,2017-02-16 11:40:39.660
5035,34,2019-05-02 18:20:33.530,2019-05-03 02:05:26.050
5036,8,2018-02-01 03:12:21.280,2018-03-22 20:56:51.270
5037,25,2019-04-08 14:17:18.420,2019-04-09 17:32:27.900
5038,14,2018-06-27 06:08:47.710,2018-07-09 09:36:38.820
5039,4,2018-09-13 16:56:28.120,
5040,19,2019-06-28 22:53:37.390,2019-08-06 02:10:06.740
5041,7,2018-01-07 22:28:59.370,2018-01-30 11:01:38.070
5042,20,2017-06-23 05:24:18.930,2017-06-30 11:02:58.360
5043,1,2017-04-30 13:52:39.200,2017-05-17 23:34:16.170
5044,34,2018-11-08 01:41:50.690,2018-12-13 20:46:43.550
5045,47,2018-03-15 07:20:18.120,2018-03-25 06:13:17.160
5046,23,2019-07-15 13:16:49.000,2019-09-02 22:37:06.340
5047,10,2018-10-26 08:36:16.330,2018-12-13 02:33:51.670
5048,13,2017-11-11 11:28:32.280,2017-12-12 10:48:12.180
5049,10,2018-03-18 06:31:21.800,
5050,11,2018-05-06 04:55:46.820,
5051,6,2017-05-01 21:33:25.990,
5052,13,2019-10-30 22:57:16.220,2019-12-16 07:19:06.040
5053,27,2017-07-24 00:15:29.990,2017-08-08 01:01:29.130
5054,21,2019-12-02 17:28:53.400,2019-12-27 09:55:33.480
5055,10,2019-04-28 11:50:30.420,2019-05-03 05:56:58.570
5056,14,2019-04-07 00:03:25.890,2019-04-07 22:05:26.060
5057,30,2019-07-09 05:03:38.880,
5058,37,,
5059,46,2017-02-04 23:54:20.510,2017-03-10 21:17:47.390
5060,42,2018-01-07 22:33:29.690,2018-01-16 06:55:22.580
5061,50,2017-02-25 14:34:33.970,2017-04-03 23:17:08.450
5062,23,2018-04-21 17:10:47.050,
5063,45,2019-03-02 22:31:06.490,2019-03-20 02:01:01.570
5064,4,2017-09-02 02:20:10.140,2017-09-05 14:33:44.180
5065,34,,
5066,46,2019-03-26 11:55:24.800,
5067,39,2017-06-21 20:00:38.360,2017-07-29 09:35:30.630
5068,43,2019-04-22 07:47:52.020,
5069,10,2019-01-17 16:37:46.170,2019-02-04 02:19:19.660
5070,46,2018-09-05 08:09:13.950,
5071,10,2018-04-09 12:24:31.910,
5072,29,2017-11-18 20:35:06.390,2017-11-28 18:52:00.900
5073,50,2019-08-22 02:28:44.250,
5074,42,2019-06-03 12:39:51.550,2019-07-12 09:02:54.170
5075,36,2017-09-04 04:08:24.630,2017-09-29 13:07:13.900
5076,33,2019-05-11 22:18:39.130,2019-06-19 01:23:23.250
5077,50,2019-02-05 12:39:02.100,
5078,3,2017-06-19 18:06:55.340,2017-06-25 20:31:58.650
5079,3,2018-10-16 15:46:39.830,
5080,15,2018-03-01 17:09:44.370,2018-03-17 04:07:20.270
5081,10,2019-05-16 18:09:04.750,2019-06-01 13:05:42.790
5082,7,2019-04-04 13:23:08.730,
5083,20,2017-11-29 07:37:59.800,2017-12-22 21:12:16.500
5084,35,2019-07-28 11:25:25.470,2019-08-08 08:27:42.340
5085,10,2019-12-04 22:20:10.020,
5086,38,2019-06-06 20:42:06.540,2019-07-15 16:07:46.300
5088,27,2018-11-27 08:39:40.360,2018-12-27 20:00:43.630
5089,12,2018-03-08 19:49:54.950,2018-03-14 22:06:46.410
5091,11,2017-06-05 10:04:47.200,2017-06-22 09:40:04.520
5092,6,2019-05-15 14:04:40.730,2019-06-24 01:32:15.360
5093,18,2019-11-16 19:51:49.550,2019-12-28 15:29:23.740
5094,12,2018-10-19 08:24:23.510,2018-10-31 10:45:23.610
5095,19,2018-09-16 13:01:17.090,2018-09-27 15:08:21.440
5096,35,2017-03-02 05:41:34.220,2017-03-12 23:27:49.450
5097,26,2019-10-22 23:48:23.550,2019-11-13 13:52:01.520
5098,48,2018-08-22 10:45:22.170,2018-09-30 02:29:34.990
5099,1,2017-06-26 02:57:47.760,2017-07-01 08:17:32.950
5100,2,2019-02-06 06:22:20.300,2019-03-18 19:03:50.810
5101,35,2019-11-23 14:42:53.920,
5102,17,2019-02-14 09:38:39.290,2019-03-27 19:45:35.990
5103,11,2018-08-17 07:58:22.280,
5104,48,2018-12-23 01:36:12.640,2019-01-04 02:31:08.510
5105,36,2017-04-27 07:12:33.790,2017-06-15 08:08:00.710
5106,39,2019-04-10 05:43:29.710,2019-04-15 23:59:52.650
5107,13,2019-11-30 16:01:09.220,2019-12-28 21:55:45.690
5108,36,2018-01-14 14:47:39.040,2018-02-18 11:20:10.120
5109,35,2017-10-03 14:39:36.960,2017-10-28 01:29:42.210
5110,41,2018-12-28 09:19:16.360,2019-01-14 13:48:54.540
5111,15,2019-11-08 19:57:43.440,
5112,28,2017-05-12 09:58:41.580,
5113,35,2018-08-22 18:42:02.560,2018-09-28 15:25:47.530
5114,31,2017-07-31 05:17:38.160,2017-09-06 12:12:48.030
5115,33,2019-11-01 05:18:09.230,
5116,43,2019-05-13 09:24:37.720,2019-06-10 14:17:55.990
5117,4,2018-04-21 08:03:50.310,
5118,11,2019-09-05 09:07:39.890,
5119,9,2019-07-17 14:08:06.410,2019-07-30 00:40:54.230
5120,6,2017-01-16 05:09:26.190,2017-02-14 14:32:52.860
5121,8,2017-05-07 10:20:57.740,2017-05-10 18:21:56.990
5122,12,2018-10-26 04:35:59.610,2018-12-14 02:17:57.530
5123,31,2017-08-26 12:48:04.120,
5124,16,2018-07-10 06:23:18.520,2018-07-23 15:15:52.290
5125,17,2018-06-21 09:04:33.430,2018-07-31 03:06:59.410
5126,38,2019-06-13 10:45:51.830,2019-07-04 21:36:19.500
5127,11,2017-09-29 00:49:52.510,2017-10-11 01:58:13.420
5128,39,2017-07-14 09:51:33.600,2017-08-03 15:56:37.830
5129,23,2017-06-05 23:52:50.520,
5130,2,2018-02-27 12:10:05.820,2018-03-20 10:42:07.810
5131,8,2018-02-02 17:59:51.250,
5132,2,2017-11-25 12:41:03.750,2017-12-29 12:49:20.490
5133,2,2019-11-03 11:41:11.110,2019-12-11 11:54:43.130
5134,1,2017-09-27 08:25:39.900,2017-11-01 14:16:53.080
5135,31,2018-02-02 10:28:18.440,2018-02-13 23:55:45.840
5136,43,2018-11-17 01:37:49.240,2019-01-05 06:58:04.500
5137,11,2019-06-09 21:33:35.660,
5138,22,2017-04-09 18:05:24.270,2017-05-02 08:29:55.460
5139,49,2018-05-25 04:49:35.280,2018-06-03 22:10:47.360
5140,7,2019-05-26 23:38:24.870,2019-06-07 09:48:18.680
5141,26,2019-03-30 03:20:54.060,2019-05-10 09:26:36.790
5142,4,2019-08-21 05:39:56.040,2019-08-28 20:28:10.070
5143,43,2018-03-04 10:23:55.200,
5144,21,2019-09-18 22:44:21.090,
5145,5,2018-06-09 01:35:51.830,2018-07-24 17:54:36.270
5146,1,2019-04-02 04:44:44.500,2019-04-27 23:55:17.540
5147,4,2018-10-01 19:11:15.400,2018-10-19 12:24:01.900
5148,6,2019-10-26 23:55:16.720,2019-12-12 16:26:47.680
5149,29,2017-11-29 21:15:06.120,2018-01-06 20:09:42.990
5150,27,2017-08-25 19:21:45.190,2017-09-02 10:17:53.100
5151,31,2019-01-17 19:20:20.590,2019-02-24 15:07:42.650
5152,15,2019-10-25 01:31:50.090,
5153,39,2017-12-25 08:28:54.060,2018-01-08 21:51:00.060
5154,11,2017-03-07 22:55:44.660,2017-04-18 03:23:14.980
5155,45,2018-11-14 06:58:04.460,2018-11-22 14:53:54.390
5156,23,2019-02-27 04:02:41.910,2019-03-09 11:28:00.210
5157,37,2017-03-08 18:29:28.680,2017-03-29 15:32:38.730
5158,13,2018-01-03 18:51:18.940,2018-01-09 21:08:00.690
5159,31,2018-01-09 08:29:21.480,2018-02-03 04:29:33.240
5160,49,2017-03-21 00:13:15.770,
5161,28,2017-10-25 17:44:12.170,2017-12-01 00:23:43.870
5162,12,2017-05-06 16:02:12.730,2017-06-22 01:02:32.170
5163,14,2017-02-03 06:44:20.540,2017-03-06 18:38:01.080
5164,33,2019-03-15 01:20:15.860,
5165,34,2017-11-25 06:56:24.930,
5166,14,2017-11-28 22:10:46.320,2018-01-14 07:20:07.530
5167,26,2018-06-07 17:21:25.050,2018-06-21 05:40:31.980
5168,11,2019-11-26 12:03:25.800,2019-12-14 12:39:45.640
5169,1,2018-02-07 05:23:20.930,2018-02-12 18:01:53.300
5170,41,2017-10-28 14:59:04.740,
5171,14,2019-12-08 07:29:38.710,2020-01-25 18:17:40.670
5172,32,2017-09-13 21:24:12.090,2017-09-30 13:14:40.650
5173,12,2017-04-14 05:38:26.370,2017-04-29 15:35:33.610
5174,12,2019-10-18 04:53:53.730,2019-11-23 04:26:36.500
5175,21,2018-12-03 15:50:31.080,2019-01-17 01:47:49.260
5176,5,2018-08-04 07:43:37.980,2018-08-21 02:35:22.300
5177,19,2019-10-27 21:59:47.190,2019-12-14 03:52:04.350
5178,11,2018-08-22 07:23:39.750,2018-09-23 07:09:21.230
5179,11,2018-06-02 11:41:05.560,2018-06-19 10:31:43.240
5180,16,2018-08-15 21:50:38.420,2018-08-30 10:05:10.930
5181,12,2017-10-22 02:01:25.520,2017-10-23 11:36:45.910
5182,24,2018-04-25 08:38:15.970,2018-04-30 06:42:41.560
5183,11,2017-10-25 17:00:46.350,2017-12-04 23:42:03.210
5185,21,2017-03-17 18:28:03.760,
5187,13,2017-12-14 00:01:52.870,2018-01-29 12:48:20.990
5188,47,2018-03-19 16:10:22.590,2018-04-09 02:41:06.870
5189,7,2018-05-10 04:54:08.070,2018-06-01 06:35:51.540
5190,6,2018-02-16 17:38:54.110,
5191,7,2019-08-05 06:35:37.730,2019-09-08 18:14:46.770
5192,17,2018-01-05 14:46:56.250,
5193,41,2017-12-24 23:52:24.760,2018-01-19 08:54:21.860
5194,1,2019-11-11 06:32:07.530,2019-12-08 10:42:09.680
5195,29,2018-03-14 15:30:40.120,2018-04-19 07:19:24.750
5196,2,2019-07-26 18:07:36.630,2019-08-25 16:03:46.650
5197,40,2018-04-14 21:09:45.090,2018-04-26 04:27:10.900
5198,10,2017-03-16 19:54:33.160,2017-04-16 08:44:52.600
5199,38,2017-04-10 01:07:45.820,2017-05-23 01:16:26.000
5200,42,2019-11-09 18:02:49.670,
5201,26,2019-05-10 18:59:27.650,2019-06-10 23:59:55.280
5202,21,2018-11-06 06:51:28.490,2018-11-08 17:11:35.750
5204,12,2019-01-11 13:16:40.400,2019-01-22 01:45:49.410
5205,13,2017-07-16 20:00:16.630,
5206,50,2019-04-15 20:46:28.950,2019-05-16 11:58:56.720
5207,3,2019-07-17 15:05:33.600,
5208,36,2019-03-24 19:42:42.160,2019-05-09 13:49:22.980
5209,36,2017-10-27 22:44:24.470,
5210,41,2017-08-19 15:39:58.050,2017-09-11 04:58:43.950
5211,5,2018-11-25 05:25:11.390,2018-12-06 06:24:53.630
5212,26,2018-05-20 00:20:10.640,2018-06-05 00:58:14.120
5214,15,2019-01-09 22:18:27.570,2019-02-05 07:17:05.800
5216,5,2018-07-23 18:21:14.330,
5217,14,2017-08-28 01:43:28.570,2017-09-13 15:40:25.690
5218,12,2019-06-17 16:57:23.600,2019-07-21 11:53:36.750
5219,12,2019-09-14 03:42:33.670,2019-10-22 07:08:17.930
5220,40,2018-11-30 01:47:19.710,2018-12-17 15:19:06.350
5221,1,2018-12-16 03:57:24.730,2018-12-30 04:02:56.720
5222,7,2018-10-07 23:48:08.740,2018-10-22 18:58:17.620
5223,27,2017-07-21 20:07:52.970,2017-09-07 09:51:19.510
5224,43,2019-04-05 09:57:08.550,2019-05-14 22:55:56.370
5225,6,2017-03-31 02:45:23.950,2017-05-06 14:17:11.290
5226,47,2019-05-29 22:04:08.820,2019-07-09 13:22:56.600
5227,41,2017-01-29 15:14:30.660,2017-03-13 08:26:49.040
5228,11,2017-03-11 01:31:40.110,2017-04-23 12:00:31.210
5229,25,2019-06-24 11:35:35.850,2019-06-29 03:04:29.930
5230,19,2018-09-20 18:54:40.550,2018-10-26 02:56:49.910
5231,15,2018-05-06 16:39:57.420,2018-05-22 00:01:02.500
5232,10,2019-11-24 20:50:33.990,2019-12-18 11:58:48.170
5233,23,2018-12-01 18:26:27.390,
5234,19,2018-06-28 10:49:22.390,2018-07-28 07:57:22.140
5235,41,2017-08-25 07:22:15.050,2017-08-29 14:00:32.130
5236,14,2017-11-26 23:28:43.330,
5237,37,2017-06-24 09:40:47.830,2017-06-29 05:31:34.190
5238,23,2019-03-30 21:00:19.890,2019-04-18 04:15:45.890
5240,22,2018-06-28 21:34:31.420,2018-07-10 20:33:35.380
5241,41,2017-11-15 04:17:19.570,2017-11-29 14:50:02.470
5242,7,2017-07-24 15:25:35.140,2017-09-02 00:23:49.860
5243,12,2018-03-24 03:30:45.500,
5245,4,2019-09-16 09:59:22.230,2019-10-31 10:16:40.450
5246,31,2019-08-07 10:03:45.200,2019-09-06 21:23:31.480
5247,16,2018-12-14 04:18:01.870,2018-12-29 13:09:35.220
5248,26,2017-11-27 17:06:14.330,2017-12-11 03:29:57.990
5249,37,2018-03-04 18:22:14.990,
5250,25,2017-04-01 20:07:00.760,
5251,39,2017-08-01 21:58:03.320,
5252,24,2018-04-15 11:45:40.310,2018-05-02 22:40:03.910
5253,13,2018-10-25 19:05:14.300,2018-11-19 14:41:31.270
5254,48,2018-05-31 12:47:35.240,
5255,42,2018-12-03 19:54:47.370,2019-01-18 14:24:54.630
5256,47,2017-12-30 16:16:41.510,2018-01-05 16:09:19.200
5257,44,2019-03-27 07:35:07.310,2019-05-06 10:33:05.070
5258,45,2019-03-16 16:02:54.820,2019-04-20 23:13:28.950
5259,4,2018-05-02 08:06:44.820,2018-06-17 16:24:04.640
5260,16,2017-07-21 10:16:18.420,2017-08-01 03:34:00.960
5261,9,2018-05-13 00:53:02.060,2018-06-07 09:20:58.140
5262,42,2017-10-26 13:28:19.400,2017-11-02 20:36:57.150
5263,12,2019-02-03 00:59:15.620,2019-02-20 00:59:22.180
5264,18,2018-12-20 14:05:46.320,2019-01-05 05:17:21.140
5265,26,2019-09-17 01:13:18.220,2019-10-17 02:46:17.490
5266,13,2018-08-22 08:08:31.690,
5267,4,2017-06-01 07:48:31.570,2017-07-17 05:05:23.410
5268,34,2018-05-20 13:48:27.410,2018-05-25 15:54:53.970
5269,25,2019-09-03 13:38:09.650,2019-09-17 09:25:20.700
5270,1,2019-01-13 18:18:28.200,2019-02-17 20:29:13.700
5271,18,2017-10-22 07:27:54.280,2017-11-12 17:42:15.620
5272,42,2018-12-27 09:07:17.070,2019-02-08 09:47:03.940
5273,33,2017-07-07 07:30:48.120,
5274,40,2019-07-09 19:24:53.080,2019-08-01 05:51:32.480
5275,50,2019-02-24 07:30:47.460,
5276,24,2017-10-17 19:48:19.370,2017-10-24 01:09:12.110
5277,13,2017-12-12 07:17:27.060,2017-12-12 21:57:47.890
5278,13,2017-08-17 19:27:21.430,
5279,39,2017-12-14 09:02:44.520,2017-12-30 15:19:31.930
5280,13,2018-01-19 14:08:56.540,
5281,32,2019-08-02 06:03:49.470,
5282,15,2019-06-04 10:04:02.280,2019-06-21 11:48:36.070
5284,50,,
5285,13,2018-03-22 00:22:50.030,
5286,7,2019-03-08 15:11:34.920,2019-03-11 09:27:34.550
5287,12,2019-06-12 02:16:47.230,
5288,25,2019-08-07 18:01:39.850,2019-09-22 21:00:17.450
5289,27,2018-02-12 18:42:10.240,2018-02-26 06:34:24.010
5290,44,2017-05-01 21:12:04.920,
5291,21,2018-02-28 04:45:10.540,2018-03-11 15:32:00.910
5292,43,2017-08-06 16:56:49.460,2017-09-07 00:14:14.800
5293,19,2018-07-14 11:28:40.180,2018-08-17 01:00:27.610
5294,19,2019-02-25 18:22:27.930,2019-04-08 02:16:02.590
5295,14,2018-07-29 20:32:38.520,2018-09-13 07:41:11.870
5296,49,2019-09-09 10:29:02.040,2019-10-05 13:50:33.210
5297,16,2018-04-25 23:36:12.090,2018-05-17 13:03:32.030
5298,45,2017-07-30 23:51:48.460,2017-09-12 03:48:57.670
5299,41,2018-07-06 13:44:45.580,
5300,9,2017-09-19 13:13:12.950,2017-10-12 12:41:28.570
5301,28,2018-01-05 11:31:51.120,
5302,32,2017-03-25 21:37:51.830,2017-04-05 08:46:53.270
5303,2,2018-04-15 03:11:24.370,2018-05-02 01:42:31.350
5304,13,2017-05-07 00:29:49.180,2017-06-15 09:32:15.330
5305,7,2018-05-25 19:03:19.750,2018-07-12 05:47:52.200
5306,47,2019-11-07 06:45:03.270,2019-11-08 15:14:55.080
5307,41,2018-07-08 20:55:59.830,
5308,9,2018-06-19 22:09:08.630,2018-07-14 06:10:56.270
5309,49,2017-03-15 03:03:35.490,2017-05-02 00:51:29.320
5310,19,2018-09-22 15:34:31.990,2018-09-27 23:59:53.650
5311,30,2019-08-25 19:55:51.750,2019-10-13 23:20:40.260
5312,34,2017-09-20 04:05:10.820,2017-10-30 08:03:34.970
5313,6,2017-11-20 13:06:59.820,2018-01-04 07:58:06.620
5314,50,2017-08-27 12:45:14.330,
5315,34,2017-07-10 13:11:57.470,2017-08-13 21:56:50.060
5316,7,2017-08-18 16:12:54.520,
5317,18,2018-07-13 00:01:42.870,2018-08-16 14:48:22.090
5318,13,2019-04-29 00:08:48.740,2019-05-20 13:23:25.030
5319,38,2018-11-24 13:41:57.080,2018-12-26 11:45:26.540
5320,35,2017-10-08 13:52:40.250,2017-11-07 20:53:01.130
5321,34,2018-12-25 02:07:21.790,2019-01-05 09:01:49.770
5322,29,2017-12-11 01:31:19.500,2017-12-15 08:36:57.710
5323,7,2017-08-21 01:20:04.660,
5324,31,2018-06-13 09:26:18.960,2018-07-11 02:17:34.900
5325,30,2019-02-28 14:40:30.820,
5326,26,2019-06-06 11:00:02.950,2019-07-01 22:25:14.240
5327,23,2019-12-02 23:10:59.240,2020-01-13 06:44:13.950
5328,15,2017-02-02 12:19:29.400,2017-02-05 13:20:56.660
5329,26,2017-06-06 10:45:31.710,2017-06-11 18:43:03.660
5330,1,2017-07-03 12:31:17.580,2017-07-14 08:09:40.870
5331,9,2017-05-06 23:58:01.040,2017-06-04 23:50:17.030
5332,23,2017-07-14 01:18:54.720,2017-07-15 03:26:05.890
5333,19,2018-08-07 00:52:47.910,2018-08-27 00:07:50.420
5334,14,2017-09-06 22:07:49.930,
5335,14,2017-10-31 16:40:31.880,2017-11-13 00:27:05.550
5336,50,2019-06-12 02:49:41.580,2019-07-17 03:57:58.770
5337,14,2017-09-14 11:53:20.720,2017-09-15 15:24:37.090
5338,38,2017-11-09 09:28:33.250,2017-11-11 12:19:48.280
5339,43,2017-07-04 16:31:12.700,
5340,33,2018-01-09 19:55:51.830,
5341,2,2019-06-19 03:24:35.510,
5342,4,2017-04-02 03:59:53.570,2017-05-22 01:01:00.480
5343,27,2019-03-01 10:19:17.240,2019-04-01 01:39:28.680
5344,9,2018-12-15 23:00:04.200,2018-12-28 11:27:01.880
5345,15,2018-04-10 06:03:17.990,2018-05-20 13:26:50.400
5346,37,2017-04-21 03:31:50.130,2017-06-01 04:36:23.010
5347,37,2018-04-02 11:39:47.520,2018-05-21 01:02:30.590
5348,20,2019-03-29 10:55:12.850,
5349,7,2018-12-25 00:18:17.130,
5350,21,2018-12-14 20:40:50.830,2019-01-19 22:57:14.110
5351,31,2018-06-25 22:50:36.980,2018-06-27 02:40:19.610
5352,3,2017-02-16 02:13:02.550,2017-02-17 18:03:29.690
5353,8,2017-02-26 06:30:38.690,
5355,26,2018-01-18 19:17:42.330,2018-02-10 12:29:29.030
5356,49,2018-12-31 08:52:28.050,2019-02-05 00:10:53.070
5357,26,2019-04-17 10:29:07.270,2019-05-08 09:51:20.450
5358,22,2018-01-12 15:13:57.850,2018-01-18 03:07:23.180
5359,7,2019-02-05 20:05:29.640,2019-03-16 20:25:07.040
5360,14,2018-11-16 14:02:35.500,2018-11-27 22:26:31.030
5362,26,2019-03-24 18:40:11.930,2019-05-11 14:12:52.240
5363,14,2018-01-12 19:10:51.960,2018-01-17 21:45:10.860
5364,49,2019-10-22 00:54:22.120,2019-10-26 14:00:16.130
5365,11,,
5366,7,2017-08-08 20:30:26.300,
5367,15,2018-05-14 03:02:47.540,2018-06-09 15:53:03.900
5368,27,2019-11-08 19:55:21.250,2019-12-24 11:01:42.560
5369,15,2017-06-26 02:28:30.290,2017-07-25 15:40:59.090
5370,34,2018-11-26 05:59:07.460,2018-12-20 05:40:50.580
5371,30,2019-08-17 06:35:27.030,
5372,31,2017-08-05 18:13:13.980,2017-08-11 22:07:22.270
5373,20,2019-03-04 04:03:08.960,2019-03-05 01:52:01.490
5374,5,2018-01-05 14:14:36.810,2018-01-30 02:48:23.250
5375,34,2017-08-15 13:19:22.150,
5376,31,2018-06-28 20:27:56.520,2018-07-02 10:00:37.790
5377,3,2017-10-04 13:13:35.010,2017-11-12 05:29:45.440
5378,49,2019-10-24 04:04:37.380,2019-11-20 12:34:25.250
5379,14,2018-04-26 18:14:36.370,2018-05-13 21:58:52.700
5380,44,2019-02-07 06:37:15.650,2019-03-22 20:57:08.640
5381,15,2017-09-15 09:09:22.420,2017-10-16 12:14:02.460
5382,4,2018-08-22 01:49:47.820,2018-09-27 18:23:02.250
5383,30,2019-03-19 08:32:20.080,2019-04-08 11:43:39.120
5384,6,2019-11-05 08:09:14.460,2019-11-26 19:18:52.680
5385,20,2018-07-26 16:23:58.710,2018-08-25 04:51:06.460
5386,6,2017-08-01 21:04:45.340,
5387,16,2017-06-14 17:20:24.260,2017-08-01 18:25:15.520
5388,13,2018-08-09 07:25:58.440,
5389,4,2018-11-04 03:05:56.530,2018-12-17 04:50:54.420
5390,29,2018-06-01 13:49:49.130,2018-06-26 22:39:54.410
5391,25,2017-10-01 06:44:38.940,
5392,43,2017-12-20 08:56:33.810,2018-01-21 19:39:28.410
5393,32,2017-08-17 07:40:05.850,2017-09-19 19:01:11.230
5394,11,2019-02-15 07:47:44.150,2019-03-09 05:23:35.520
5395,10,2017-04-09 08:48:19.000,2017-04-25 14:48:16.620
5396,26,2018-06-22 08:20:28.350,
5397,22,2017-03-27 17:27:34.270,2017-05-11 07:12:57.870
5398,28,2019-09-24 20:24:23.240,2019-10-30 00:32:00.050
5399,48,2019-09-13 19:23:40.090,2019-09-23 16:46:26.540
5400,9,2018-09-16 22:33:08.390,2018-10-24 00:44:39.800
5401,22,2018-10-22 17:50:18.240,2018-12-03 17:23:07.140
5402,11,2019-10-17 21:21:09.490,2019-11-17 19:15:01.920
5403,48,2017-06-27 07:40:24.930,2017-06-30 07:39:20.980
5404,15,2017-07-05 18:16:56.640,2017-07-14 16:10:43.380
