requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
296,14876,1803.7192,8929
296,18241,3375.5610,10060
296,22491,3376.6201,13224
296,30396,4041.4341,8183
296,35876,3381.6465,11993
296,41902,2041.4085,13583
296,43491,1628.7410,7882
296,52580,4594.2430,11260
296,62902,4476.5907,7662
296,64491,3801.4347,9907
296,77876,2389.6103,9652
296,85491,2923.4117,10665
296,102241,231.6356,9841
296,106491,1080.0968,11888
296,125902,1614.2908,13458
296,129491,4227.6798,11439
297,596,3922.3722,13373
297,5069,2482.8197,11813
297,7416,3609.0044,8250
297,13654,3771.8039,9054
297,14527,384.7203,9335
297,18199,585.5651,8101
297,21596,1288.3190,10404
297,28416,2107.2738,11297
297,35527,3851.4466,10184
297,42596,1686.0331,13929
297,55654,2088.1114,10787
297,63596,4026.5212,10080
297,77527,4124.3680,13136
297,84596,3212.3522,11637
297,102199,1381.6514,9699
297,105596,3532.5754,13997
297,126596,2772.3279,13022
297,127596,3505.0178,9428
297,128596,1309.2559,13414
298,3613,2479.7186,14591
298,7726,1420.4358,11622
298,11644,840.6472,10553
298,16687,3042.9325,13540
298,17867,4732.4435,8367
298,21033,3996.7585,14280
298,28726,4826.8581,10595
298,37687,4591.0872,12755
298,42033,3448.4433,12637
298,53644,928.0130,11515
298,63033,3358.2321,13922
298,79687,2355.7052,10855
298,84033,4014.4742,13670
298,101867,3131.0312,9961
298,105033,3721.5584,9459
298,126033,4801.0123,8369
298,127033,1845.1225,14043
298,128033,659.8863,12940
299,1862,3191.1144,7990
299,5850,3768.5874,11695
299,8351,752.2363,7782
299,10137,4967.1657,7454
299,13858,237.9974,8484
299,19113,744.9755,11599
299,22862,3574.5770,8471
299,29351,4794.5493,13902
299,34858,782.0161,11570
299,43862,712.3470,9324
299,52137,3801.1663,13364
299,64862,1035.7776,8256
299,76858,4419.2052,13213
299,85862,1535.0245,8351
299,106862,3661.8932,13735
299,129862,2564.2325,7913
300,346,4791.9724,8661
300,2918,3044.5275,11648
300,10449,2949.7470,11534
300,10541,1022.7102,9975
300,13804,921.0937,13975
300,18739,4741.3699,14211
300,21346,4737.3275,8141
300,31449,2741.0417,13059
300,34804,3664.5166,9760
300,42346,1352.2816,10189
300,52541,489.3142,7605
300,63346,1097.1888,7554
300,76804,2491.1598,9197
300,84346,4959.5917,11288
300,102739,713.2874,10852
300,105346,4055.0268,10524
300,126346,4181.8824,11498
300,127346,3059.2883,8246
300,128346,3592.2543,11477
301,874,4158.0590,13433
301,3769,1866.5840,14030
301,10664,3229.3252,9864
301,14123,4721.8232,13648
301,18610,4374.9679,14157
301,28712,4638.0259,8292
301,35123,2460.0305,10127
301,42874,3904.4462,9964
301,63874,4200.0090,9889
301,77123,1575.2235,14160
301,84874,737.5341,13343
301,102610,2163.1430,7742
301,126874,761.2278,9771
301,127874,246.5964,13071
301,128874,1314.2291,7897
302,171,2383.5427,7919
302,3823,2582.4632,13061
302,6721,2517.2752,8566
302,12871,1213.2459,10535
302,14485,2748.3695,7476
302,18816,4066.1606,9573
302,21171,1980.0260,9466
302,27721,359.7770,14347
302,35485,4230.7812,12276
302,42171,3230.3566,7688
302,54871,4524.6595,9827
302,63171,4820.1021,13635
302,84171,2797.8445,10384
302,102816,3588.9045,11082
302,105171,454.1605,12796
302,126171,967.0737,13477
302,127171,471.5541,11422
302,128171,534.8789,10605
303,971,4875.6856,13109
303,3484,2621.3609,12445
303,6892,2232.9197,10590
303,10205,4531.2744,10214
303,14924,471.6400,9935
303,17482,1076.9118,12504
303,20939,2342.0323,9173
303,21971,1945.7354,9379
303,27892,2455.7880,10911
303,35924,2404.8653,7829
303,41939,1783.9679,12529
303,42971,3760.2744,11562
303,52205,2770.6250,10748
303,62939,2900.0676,11857
303,63971,1789.5394,7760
303,77924,2127.5090,10647
303,84971,4641.7223,7571
303,101482,1405.6425,14332
303,105971,1818.1482,9476
303,125939,4120.5117,8071
303,126971,1686.0164,14004
303,127971,4026.9539,10969
304,883,2623.5420,14355
304,3391,2796.0145,13550
304,6666,4350.2926,13401
304,11327,4543.7446,8173
304,14841,3990.7950,12358
304,19337,4528.3420,8569
304,21883,300.5296,11796
304,27666,677.6899,12486
304,35841,4274.7617,11440
304,42883,694.7591,10268
304,53327,3367.7272,7669
304,63883,986.5116,12576
304,103337,3487.8737,11895
304,105883,1357.8290,7712
304,127883,453.3074,12077
304,128883,1229.1441,11867
305,338,2266.6688,11389
305,4936,3898.2627,7604
305,6658,2204.4618,10651
305,10504,212.0716,11462
305,14125,4491.2603,7749
305,21338,3771.9024,7449
305,27658,265.2881,13998
305,35125,3862.3581,10619
305,42338,1736.3205,10602
305,63338,2471.1912,8990
305,77125,2283.5788,13112
305,103192,2695.4769,12688
305,105338,3195.6195,10563
305,126338,4872.2021,9604
305,127338,4130.9259,12385
305,128338,4442.3848,12710
306,1391,2966.2712,14277
306,3172,2453.1690,14115
306,6679,4108.6964,11644
306,10618,4776.8124,7846
306,14056,3412.2792,13361
306,17372,3664.7464,14076
306,22391,1957.3323,11512
306,27679,4477.0072,12923
306,43391,1658.8216,10122
306,52618,3999.5839,11507
306,64391,1273.4384,14333
306,77056,3689.3823,7854
306,85391,596.3626,12386
306,101372,2187.7141,8858
306,106391,2588.9409,14364
306,129391,368.9744,12391
307,1319,665.8139,12008
307,4747,1238.0485,14613
307,7057,568.1626,13047
307,11741,1198.5840,7813
307,13957,3842.6844,12500
307,17820,2685.5560,8050
307,22319,4223.3572,13544
307,28057,316.3931,12342
307,34957,3532.7185,9358
307,43319,4715.5618,14467
307,53741,1612.9316,9049
307,85319,2215.0201,8427
307,101820,4761.5732,14092
307,129319,867.0893,9299
308,451,2605.8119,10279
308,3239,4169.4096,7884
308,7164,449.8040,10470
308,10522,2976.8695,13629
308,14501,4164.3696,10410
308,17703,4888.7799,12482
308,21451,3692.7683,14570
308,28164,1560.3759,11555
308,35501,4757.6654,10418
308,42451,1292.7918,13959
308,52522,3285.6328,11447
308,77501,667.7581,13917
308,84451,4883.8697,11528
308,105451,1884.9559,13808
308,126451,1168.8152,8894
308,127451,4450.8408,12161
308,128451,4565.6102,11504
309,1708,3492.8535,9683
309,3692,2065.5887,11539
309,6905,1726.3032,10993
309,10317,444.0966,10364
309,18140,3190.4648,13898
309,22708,1266.2431,10248
309,27905,4496.7603,13618
309,34865,388.0554,12144
309,43708,2987.3578,9522
309,52317,4295.4640,12123
309,64708,572.6918,7549
309,76865,1531.5097,13293
309,85708,4599.1202,9425
309,102140,2219.0343,12195
309,129708,796.7222,8106
310,2816,4393.3318,10648
310,3072,986.6086,10139
310,7380,1690.3503,11373
310,10717,3922.6508,13269
310,14011,2962.7624,10694
310,17937,1541.5750,8131
310,23816,4681.3095,11004
310,28380,2856.1936,8052
310,35011,4832.9770,9663
310,44816,2982.2681,10453
310,52717,3809.9698,11399
310,65816,4721.6422,13791
310,77011,1004.0291,10030
310,86816,4519.1021,9434
310,101937,4849.7375,14274
310,107816,2487.9142,8553
310,130816,4104.9796,14145
311,218,2587.7867,8339
311,3828,839.0029,10682
311,7029,1721.6758,9127
311,10895,2457.7877,9140
311,14258,3558.5397,12112
311,19775,4330.6201,11537
311,21218,4741.3326,11510
311,28029,4989.2956,9467
311,35258,4603.3240,10738
311,42218,739.0544,11789
311,52895,4884.3002,12739
311,63218,3648.3504,12652
311,77258,3604.3216,10325
311,84218,710.4298,13719
311,103775,925.6716,11293
311,105218,1421.2785,13504
311,126218,2962.3771,9536
311,127218,2387.3863,11303
311,128218,4026.2120,8219
312,3328,4666.2486,14254
312,6707,1852.1301,10258
312,11390,1294.4447,12255
312,13713,2882.9579,13816
312,18970,3210.5765,8510
312,24021,2182.9365,9744
312,27707,3549.9272,12997
312,45021,2469.7692,9365
312,53390,4186.2891,14267
312,66021,1852.4215,10276
312,76713,3161.8266,14643
312,102970,964.5409,11471
312,108021,4012.6743,14557
312,131021,988.6368,9470
313,924,4885.6489,13643
313,4209,4281.2732,7474
313,8353,1357.6475,7787
313,11763,2038.4958,9053
313,14688,2280.8322,8121
313,17583,3708.5554,7403
313,21924,3745.2718,12278
313,29353,3287.7586,13919
313,35688,3426.5210,13970
313,42924,2130.9232,11977
313,63924,402.5125,10564
313,77688,661.4206,10918
313,84924,3916.1365,7901
313,101583,2367.8653,13378
313,105924,1324.4369,11346
313,126924,769.3946,13174
313,127924,1482.8812,12242
313,128924,4636.6010,13809
314,1065,2741.6483,14070
314,6653,1569.3013,8951
314,10364,2491.9737,9722
314,16900,833.7486,10881
314,18373,4458.7561,9545
314,22065,2718.7177,13913
314,27653,1535.8713,14105
314,37900,2368.6212,11541
314,43065,4764.1312,11175
314,52364,1857.6850,9738
314,64065,2049.4590,9044
314,79900,4175.7487,12636
314,85065,1079.2390,11717
314,102373,1110.2360,9426
314,106065,247.1275,13232
315,20,4554.0316,10981
315,4982,1224.9514,9719
315,8525,695.5300,14342
315,10573,4618.9007,7547
315,18544,2783.2477,9931
315,21020,3320.9936,13277
315,29525,4783.9441,13336
315,35015,1123.6638,14081
315,42020,3491.7037,9642
315,52573,1439.2594,8641
315,63020,3568.1823,14673
315,84020,3228.6509,9617
315,102544,1869.9035,8791
315,105020,2814.1469,11284
315,126020,4978.6382,9146
315,127020,2753.8217,8062
315,128020,2456.3330,13860
316,1301,2226.0119,7663
316,7362,4732.6147,7654
316,10248,360.7896,7506
316,14250,3048.1722,14399
316,17725,1612.3195,9840
316,22301,4006.2341,12630
316,28362,1762.0997,12887
316,35250,3149.1751,13004
316,43301,1406.4375,8221
316,52248,3289.5469,11162
316,64301,676.0269,13227
316,77250,4624.2857,7982
316,85301,4755.7555,8317
316,101725,3823.9005,13396
316,106301,3913.9571,12959
316,129301,3422.2073,7411
317,670,1893.8016,9796
317,4617,1932.1076,12183
317,7022,3869.2734,14678
317,13593,4984.4837,10151
317,14564,4893.9287,8376
317,19796,462.3815,10541
317,21670,3626.0701,11842
317,28022,1629.2338,12846
317,35564,2231.9542,9924
317,42670,3274.5071,11455
317,63670,2835.9918,12268
317,77564,627.8277,9869
317,84670,4987.6558,14512
317,103796,4354.4583,9755
317,105670,2251.9431,13366
317,126670,4892.8584,12050
317,127670,3446.8544,12166
317,128670,1568.9804,14014
318,1986,3066.4524,13172
318,5877,2764.1114,7364
318,6745,3878.8280,8996
318,10206,1741.1520,13557
318,14019,289.7734,14268
318,19321,3507.1101,11934
318,22986,4855.4008,14596
318,27745,3644.1247,9914
318,43986,3525.9777,10917
318,52206,2958.9435,8123
318,77019,4987.3915,7599
318,85986,2530.1760,10812
318,103321,1400.5219,12999
318,106986,4552.6606,8845
318,129986,883.9293,10568
319,1425,1286.3362,11139
319,3084,333.8784,13626
319,8450,3781.8727,10297
319,12133,1788.7895,8738
319,15393,2830.1390,12320
319,18728,4761.2737,13171
319,22425,3299.4142,12203
319,29450,682.9722,12703
319,36393,648.3184,13874
319,43425,1478.8218,12497
319,54133,3255.4624,12528
319,64425,1490.8042,13495
319,78393,4881.2859,10000
319,85425,3520.8380,12573
319,102728,1974.7439,12910
319,106425,4136.5653,14377
319,129425,1467.4834,12184
320,239,3054.9585,9773
320,4503,1097.2583,14656
320,6533,4931.2694,12915
320,10498,666.6075,12590
320,13906,2087.3461,11725
320,21239,1557.6983,14156
320,27533,1308.6502,14369
320,34906,1554.4659,13144
320,42239,892.2895,10414
320,52498,1499.2308,12002
320,63239,572.8672,11972
320,76906,4433.0439,8870
320,84239,597.4138,11736
320,102557,1212.7940,8179
320,105239,4324.4275,11724
320,126239,4589.5670,10883
320,127239,1339.2252,8502
320,128239,553.1884,11277
321,526,2842.4980,10679
321,3920,2769.6003,14566
321,6716,3194.1106,11828
321,10771,2715.3976,14536
321,15153,2301.9939,10834
321,18256,2847.1846,12602
321,21526,2397.8526,7447
321,27716,2126.7759,13005
321,42526,4003.9343,7401
321,52771,2301.5067,11517
321,63526,1165.3318,14158
321,78153,1773.9747,8608
321,84526,842.3037,10668
321,102256,3681.7453,12988
321,105526,1744.1127,14057
321,126526,1726.5012,7515
322,5611,2610.2132,10055
322,6527,2384.8613,13576
322,10502,3116.3625,11554
322,13893,2405.6763,10136
322,17875,2613.4607,13597
322,22053,3067.2978,14257
322,27527,1235.4640,9280
322,34893,2008.0568,10197
322,43053,3997.3354,7358
322,52502,1733.6411,9747
322,64053,1476.3514,12664
322,76893,1621.4951,11929
322,85053,3497.9655,14175
322,101875,4745.3051,10046
322,106053,4418.7169,9233
322,129053,3081.4563,10886
323,568,2784.8487,10448
323,3482,1845.1801,12970
323,6572,3530.9212,9779
323,10433,1635.5234,11431
323,14535,3411.8245,7621
323,18169,4915.4047,14022
323,21568,718.7633,10342
323,27572,2560.3421,11531
323,35535,1869.5202,12210
323,42568,4597.6990,12654
323,52433,2258.9903,13389
323,63568,1267.2030,10031
323,77535,4889.2356,11906
323,84568,1961.8878,13548
323,102169,3304.9984,9548
323,105568,4748.1050,9937
323,126568,3320.5575,8440
323,127568,613.1854,12291
323,128568,3172.4083,11413
324,811,2503.7616,12323
324,4772,854.3689,14668
324,10070,360.3013,10388
324,10218,3698.3897,9989
324,15167,3477.9350,13985
324,18445,4210.0179,10480
324,21811,875.9872,10068
324,31070,3209.5238,13246
324,36167,937.6000,11718
324,42811,784.9425,10319
324,52218,630.3010,12928
324,63811,2166.8374,14002
324,78167,1802.7051,13205
324,84811,4527.8559,14486
324,102445,739.3868,11154
324,105811,4645.7805,8592
324,126811,1596.4675,7731
324,127811,3556.4580,8760
325,196,2557.0916,7873
325,6569,2734.3458,8519
325,6727,1681.1170,10697
325,10441,3564.6535,11556
325,17461,253.3568,12749
325,21196,2504.7485,11190
325,27569,3158.8470,14584
325,34832,1209.1944,8441
325,42196,4240.9558,7925
325,52441,4657.3592,9047
325,63196,3995.9896,8466
325,84196,2562.4651,8708
325,101461,2207.1345,12902
325,105196,1050.6513,12667
325,126196,4394.9322,13748
325,127196,835.8826,11653
325,128196,2803.2868,10607
326,3516,4870.3235,10624
326,6895,1086.2256,8385
326,10882,4442.8804,9208
326,13739,3773.1572,8532
326,21084,1578.5171,11948
326,27895,2849.9982,8632
326,34739,2694.1515,10196
326,42084,2319.8726,13684
326,52882,755.9783,11546
326,63084,4885.7448,9813
326,76739,2283.6764,11302
326,84084,4556.4602,13690
326,102436,2895.2840,14405
326,105084,2119.1397,10482
326,126084,4295.0412,10952
326,127084,2835.1129,9826
327,1591,3783.2926,8817
327,5054,1259.2796,11812
327,7648,4689.1441,14496
327,10312,729.9944,11713
327,14175,4141.4460,14417
327,19525,489.9725,8972
327,22591,3270.5303,8342
327,35175,3703.7778,13210
327,43591,3779.0016,11594
327,52312,4187.8373,12802
327,64591,2945.1209,13265
327,77175,4150.2881,8857
327,85591,2117.4361,10815
327,103525,4533.7048,9414
327,129591,3781.3662,12629
328,358,1343.2839,13134
328,3114,2111.8890,11869
328,7757,2979.4686,14571
328,10515,4073.1073,12627
328,13823,1551.1491,10628
328,19067,3617.4705,13703
328,21358,4592.5941,8178
328,28757,1462.0221,14206
328,34823,1626.7977,9322
328,42358,2805.5435,7943
328,52515,2598.1778,7684
328,63358,2066.5682,14172
328,76823,4101.2162,9651
328,84358,252.7067,8853
328,103067,2692.2395,9507
328,126358,2337.9172,7652
328,127358,2288.3254,7565
328,128358,4703.6795,8505
329,4356,3622.9913,13672
329,6639,1138.5079,12225
329,10736,1563.3740,11071
329,14118,325.7124,13893
329,17416,2198.7209,7708
329,24052,3625.2184,12007
329,27639,2513.2144,10830
329,35118,1257.2394,10779
329,45052,2818.2985,8146
329,52736,1050.7552,7747
329,66052,4922.7597,9094
329,77118,491.5610,8696
329,87052,457.9954,8557
329,101416,2355.8999,10701
329,108052,3298.1855,14272
330,2910,3525.0603,7738
330,2993,4875.2730,13065
330,8003,2897.2696,9697
330,13036,2764.0790,9626
330,13853,2887.0676,7366
330,23910,1351.2028,8193
330,29003,1780.8477,8388
330,34853,4347.0565,11905
330,44910,479.5386,14456
330,55036,2101.8508,9222
330,65910,4381.1415,13598
330,76853,3827.8924,8732
330,86910,3310.9809,8828
330,101775,1666.7760,7580
330,107910,940.5547,13191
330,130910,608.2407,11839
331,2968,1461.0371,12619
331,6542,4770.9496,14563
331,11297,3349.4777,13838
331,15812,573.8056,9798
331,17658,1205.6992,8298
331,22651,3556.0143,14077
331,27542,1020.3307,10101
331,36812,1725.0284,12958
331,43651,1924.3925,13779
331,53297,1416.5816,12514
331,64651,4211.6664,14255
331,78812,249.5360,10559
331,85651,1786.5701,8072
331,101658,2919.8978,12379
331,106651,2527.8065,9489
331,129651,3512.4209,11999
332,892,3123.5922,14382
332,3315,2146.2726,11871
332,8746,395.2152,11930
332,11474,3297.4124,9217
332,13970,3243.1712,8763
332,17871,2218.9391,7588
332,21892,2204.7556,12720
332,29746,2216.2198,8228
332,34970,4990.1329,13064
332,42892,3059.5738,8004
332,53474,2515.8624,14392
332,63892,4633.4393,13462
332,76970,2929.4451,12864
332,84892,3711.4054,9017
332,101871,664.7461,7502
332,105892,3061.0501,9579
332,126892,2521.0865,8898
332,127892,2929.0147,8413
332,128892,4010.6245,10742
333,95,2232.2638,9440
333,2964,3652.5638,8419
333,7855,983.4257,10078
333,10255,2646.5713,11964
333,18097,945.1124,12722
333,21095,645.1894,10705
333,28855,1113.7525,9587
333,42095,2482.1339,13506
333,52255,1707.4349,12730
333,63095,498.2424,12506
333,84095,4712.3011,13829
333,102097,3354.2340,10678
333,105095,713.8141,14470
333,126095,2861.6256,14330
333,127095,2824.3762,10285
333,128095,3513.6996,12096
334,2949,4241.7208,13591
334,9333,4959.1412,8547
334,13238,1670.6584,7363
334,17530,1427.9755,10194
334,22060,1568.1823,8662
334,30333,4409.4326,11040
334,34838,4766.8209,8897
334,43060,4480.0629,8980
334,55238,1838.8082,10385
334,64060,4522.3002,8617
334,76838,2104.3015,8044
334,85060,2525.3234,10778
334,101530,2257.0957,10862
334,106060,1820.7219,8886
334,129060,4809.5936,12729
335,480,2898.5542,11250
335,2957,313.9290,11326
335,7303,2187.9115,9319
335,12070,4498.1916,12103
335,13740,3655.6817,14188
335,28303,1889.4737,8033
335,34740,707.2777,13217
335,54070,422.3231,11490
335,76740,1847.2016,12822
335,84480,4107.5029,11994
335,102135,3521.5286,7934
335,105480,1367.6899,13790
335,126480,4547.1189,8307
335,127480,3002.9209,10118
335,128480,1969.5838,10069
336,2104,4830.7825,10464
336,3591,1971.6972,7720
336,6731,384.4193,7443
336,11547,1615.2490,13050
336,23104,2189.8998,12450
336,27731,2194.0331,8118
336,35115,4757.3908,14087
336,44104,2319.3202,11856
336,53547,1032.4105,10609
336,65104,2835.5967,13640
336,77115,1623.1792,8856
336,86104,4213.3900,7698
336,107104,1745.1643,9916
337,1406,1741.9180,9027
337,4103,993.2812,14535
337,8877,1803.4209,10699
337,10889,3237.7899,11107
337,15352,1704.4884,10312
337,17462,919.7043,9602
337,29877,4363.1581,9543
337,43406,1429.9896,13914
337,52889,4241.6657,8889
337,64406,4190.6232,12346
337,78352,2289.8325,11764
337,85406,1167.2133,12306
337,101462,3475.8335,8945
337,129406,1871.3467,7751
338,47,4399.0584,12380
338,2954,592.4977,10722
338,6607,3670.7260,7773
338,11054,507.8941,14464
338,14882,4286.6109,11022
338,27607,1422.1557,13872
338,35882,2828.0954,10795
338,42047,254.5148,10057
338,77882,864.6824,10154
338,84047,1540.6964,12207
338,105047,719.6602,8189
338,126047,4350.2538,14051
338,128047,3720.7969,12395
339,833,2322.8396,7842
339,8174,1973.5745,12121
339,10729,705.2215,13641
339,14006,3691.1716,10320
339,18683,955.2714,12937
339,21833,3846.0328,13727
339,29174,4172.1101,10971
339,35006,3911.4114,8636
339,42833,2324.7448,12967
339,52729,477.4981,13992
339,77006,4248.9656,11527
339,84833,4048.8911,13792
339,102683,4444.2360,10185
339,105833,2652.6036,8280
339,126833,3427.2892,11066
339,127833,1422.8274,11444
339,128833,2928.7247,7352
340,1445,4427.9195,10803
340,4371,2311.5621,11030
340,6571,429.4238,8247
340,13743,1092.3045,9976
340,22445,3172.6996,13234
340,27571,3533.5925,14283
340,34743,4853.5524,12541
340,53983,1165.5352,14375
340,64445,4901.5065,10654
340,76743,4140.6227,12254
340,85445,3927.4274,13526
340,104575,1842.1025,11113
340,106445,2734.0901,13119
340,129445,3840.3970,12411
341,265,2641.1766,8356
341,7123,1652.6347,7558
341,11057,813.2865,12239
341,13845,4202.8244,9942
341,21265,4724.4490,14192
341,28123,347.3392,11403
341,34845,1607.8928,13454
341,42265,4942.5157,13145
341,53057,1989.8458,8565
341,63265,4086.6576,12538
341,76845,2506.6967,13434
341,84265,2154.1506,10838
341,101846,2376.6850,9460
341,105265,699.6689,14247
341,126265,3684.5958,11388
341,127265,936.6948,9177
341,128265,2358.7183,8416
342,225,1952.3454,10283
342,3453,3065.3832,9509
342,7342,3046.6384,7539
342,12142,4942.0156,13048
342,13900,1394.3565,14582
342,21225,1253.5418,11804
342,28342,2646.3530,14219
342,42225,4636.3946,10729
342,54142,2236.3645,10957
342,63225,445.0394,11456
342,76900,1069.3742,8875
342,84225,1029.6880,9781
342,102189,1387.1234,12366
342,105225,3210.3152,10318
342,126225,2555.3367,8986
342,127225,1144.8305,7665
342,128225,1462.0142,7927
343,3033,3094.3711,10702
343,15112,2235.0662,8774
343,17452,4933.2773,10332
343,21348,4771.3989,7795
343,30648,2169.9446,13655
343,36112,4990.7427,13238
343,42348,3464.9135,13467
343,63348,1795.4366,13673
343,84348,702.0359,11591
343,101452,1687.9519,10152
343,105348,1181.1218,8979
343,126348,1034.6323,11217
343,127348,1102.7457,9493
343,128348,1152.7744,9672
344,39,223.2332,14400
344,7213,2688.7645,10533
344,13803,3342.8017,9096
344,13920,1762.7220,7420
344,19702,465.5342,9163
344,21039,3511.2589,12224
344,34803,3446.4850,14485
344,42039,4596.2971,8918
344,55920,4412.1372,13869
344,63039,2635.3607,7469
344,76803,3106.2514,11891
344,103702,3603.3384,12186
344,127039,2398.9976,8492
344,128039,486.6586,7750
345,2674,983.5422,10215
345,5929,251.5987,8049
345,7181,2016.9382,11145
345,10416,1643.0870,8397
345,14187,1193.1626,13177
345,17918,2656.5029,7718
345,23674,3858.0236,8470
345,28181,2527.3681,11001
345,44674,2943.7177,7525
345,52416,3364.6693,11427
345,65674,1328.0725,14614
345,77187,765.3827,13486
345,86674,2178.6316,10497
345,107674,2687.7459,9372
345,130674,4287.3276,11412
346,1351,3975.9268,11558
346,3777,888.1847,12148
346,7846,2084.6440,14659
346,10459,4298.4008,12752
346,13879,1308.8312,13316
346,17642,4303.3824,8915
346,28846,4599.3942,14641
346,34879,246.5815,10749
346,43351,2016.2904,13030
346,52459,2942.7626,12347
346,64351,3135.6208,10488
346,76879,1809.9307,12307
346,101642,2001.6976,8500
346,106351,4428.9861,12797
346,129351,479.1792,12886
347,6689,1664.6182,8528
347,8014,4265.4296,14148
347,10338,2682.0365,11607
347,13985,2855.6868,9474
347,17616,2542.2370,8200
347,21426,3951.1133,8352
347,34985,1214.5890,9092
347,42426,4893.7269,12018
347,76985,1882.1488,12800
347,84426,2029.7445,14055
347,105426,3872.8031,9254
347,127426,4028.7222,11229
347,128426,3921.2747,11223
348,1091,1436.7076,7607
348,3145,2981.7388,11127
348,6712,4905.4669,9660
348,14835,556.4686,14422
348,15242,3307.9694,11538
348,17417,1729.5313,7486
348,22091,4325.3594,12219
348,27712,3008.8487,8826
348,36242,3780.8290,8310
348,43091,439.8355,10994
348,56835,1082.1343,8902
348,64091,3337.4507,12499
348,78242,766.9539,12364
348,106091,3165.0313,10426
348,129091,1324.6226,10985
349,986,699.8001,14159
349,3462,1689.7928,13435
349,7471,1286.4180,11824
349,10361,3825.4076,11885
349,14358,2411.4084,11079
349,21986,758.0073,13110
349,28471,2779.9401,9784
349,35358,3207.2655,14632
349,42986,2577.2264,10962
349,52361,3043.1882,14533
349,63986,1526.3455,7490
349,77358,2196.3221,7512
349,84986,2358.2712,8389
349,105986,4695.2840,8320
349,126986,2708.1811,12250
349,128986,1507.3543,7845
350,1203,1186.8203,7788
350,8443,4935.5325,10321
350,13315,3220.0984,7496
350,16426,1171.1565,14305
350,17535,1378.1719,8363
350,20956,3662.8718,8776
350,22203,3820.1745,11734
350,29443,3481.5325,13734
350,37426,4001.7027,11221
350,41956,337.6165,11877
350,43203,2175.6487,10899
350,55315,209.0235,11840
350,64203,1279.8269,11178
350,85203,1826.5134,12549
350,106203,500.2923,12805
350,125956,2496.8024,8735
350,129203,3814.9392,8203
351,3602,4758.3396,10794
351,7126,4896.6660,11956
351,11055,2613.7061,13535
351,17273,3187.2569,10079
351,19411,1232.5694,9249
351,21661,821.1452,12418
351,28126,4931.1143,13328
351,38273,1931.2697,11980
351,42661,4201.2329,12700
351,53055,1690.6304,9506
351,63661,4423.3333,7464
351,80273,2597.2172,11058
351,103411,2098.2487,11020
351,105661,2408.9412,11202
351,126661,4395.0572,10870
351,127661,588.5245,8701
351,128661,1496.4878,7570
352,5526,472.3284,10350
352,6922,3753.5998,11008
352,10426,4490.6261,12467
352,14093,524.3668,13242
352,17730,1266.4155,13294
352,21659,3798.6466,11136
352,27922,4141.4275,12812
352,52426,1974.3300,13464
352,63659,1338.8023,11883
352,77093,4468.2676,8715
352,84659,3298.5421,10537
352,101730,2713.0078,11469
352,105659,4696.0280,13041
352,126659,4401.8555,9814
352,127659,416.6163,10980
352,128659,2561.4986,10763
353,209,1421.7948,8186
353,5341,2748.9309,11755
353,8907,703.2008,11619
353,11930,3952.6964,12794
353,13848,369.1450,14060
353,18736,3881.1035,9866
353,21209,4485.4065,11120
353,34848,3207.0079,13899
353,42209,3130.9487,13532
353,53930,3495.4097,10656
353,63209,3177.5764,8724
353,76848,4410.6144,9156
353,102736,3093.9041,14278
353,105209,2241.3735,13882
353,126209,2753.4542,8767
353,127209,2505.6260,9885
353,128209,4034.2510,11034
354,626,1582.4716,10292
354,3671,3389.4637,12383
354,7359,1595.7766,9316
354,10860,3372.3754,11572
354,21626,1272.7210,12241
354,28359,4194.1436,10947
354,42626,3687.4629,7991
354,52860,702.7306,10516
354,63626,2469.2808,14692
354,77845,736.1008,14406
354,84626,1829.4823,11044
354,102361,4782.5508,14202
354,105626,2178.5588,8100
354,126626,2093.0203,14236
354,127626,4153.5205,12986
354,128626,1054.3892,11827
355,3274,4784.9551,12294
355,8959,2254.6018,8491
355,10340,591.6097,7803
355,15868,1647.4978,12594
355,17598,275.1835,11238
355,22006,236.3885,11377
355,36868,637.7288,12124
355,43006,1553.2076,10512
355,52340,3353.6752,11182
355,64006,1188.7855,8682
355,78868,2533.3370,8976
355,85006,1353.8434,9797
355,101598,2755.9116,9591
356,2065,4629.7407,12870
356,4888,889.1882,9218
356,7591,2355.6824,13253
356,15055,2844.1695,7872
356,18229,884.1893,14169
356,23065,2078.2595,13824
356,28591,576.9272,9729
356,36055,1622.0905,13488
356,44065,4787.3633,13199
356,53103,4571.7651,11010
356,65065,3731.7541,12179
356,78055,2077.8002,8956
356,86065,340.7389,14116
356,102229,2073.3846,14603
356,107065,1187.0318,7893
356,130065,2414.3388,10951
357,336,4081.8960,11268
357,7574,2418.6451,10633
357,13190,1811.2634,13766
357,14075,4641.4054,9746
357,19453,463.9189,13634
357,21336,3399.6394,10887
357,28574,1118.7079,9082
357,35075,1975.1125,14395
357,84336,1244.3234,12137
357,103453,2987.9236,12220
357,126336,3875.9199,10089
357,127336,2250.7234,12742
357,128336,1176.8107,12981
358,1546,3098.6218,11499
358,3410,3676.4949,8640
358,8586,1434.0595,14439
358,11613,2257.7859,11707
358,15992,676.3632,11785
358,18162,1541.6470,10515
358,29586,345.5672,11811
358,43546,987.3945,9723
358,78992,3661.2617,10617
358,102162,2492.7165,14066
