rentalNumber,rentalType,rentalDeposit,rentalStartingTime,rentalEndingTime,rentalBranchNumber,rentalRoomNumber,rentalBookingCustomerNum,rentalReservationNumber
926,M,3000,2018-06-17 21:04:46.400,2018-10-10 02:04:41.860,8,104,705,705
927,M,3000,2018-03-27 19:32:46.970,2018-08-13 08:52:53.900,10,205,959,959
928,M,3000,2018-05-14 12:54:44.500,2018-10-22 13:04:38.660,10,304,34,34
929,M,3000,2018-02-05 22:07:19.140,2018-07-14 09:50:14.000,4,305,388,388
930,M,3000,2018-04-16 11:00:07.840,2018-09-24 11:56:11.220,6,104,93,93
931,M,3000,2018-02-14 13:50:55.380,2018-06-30 11:26:51.820,4,101,281,281
932,M,3000,2018-06-21 11:08:08.550,2018-11-17 13:14:33.550,6,101,507,507
933,M,3000,2018-02-11 22:03:06.650,2018-08-06 18:56:58.410,6,201,532,532
934,M,3000,2018-02-16 20:46:56.370,2018-06-24 13:31:31.180,1,205,58,58
935,M,3000,2018-03-18 03:53:40.290,2018-08-06 19:16:32.820,4,101,131,131
936,M,3000,2018-03-02 15:35:58.040,2018-06-08 17:45:35.320,5,305,497,497
937,M,3000,2018-03-13 16:59:02.280,2018-05-23 17:32:52.580,9,204,847,847
938,M,3000,2018-06-09 03:06:26.390,2018-07-11 22:31:52.460,7,104,614,614
939,M,3000,2018-05-08 22:52:19.860,2018-07-18 05:23:32.470,1,305,105,105
940,M,3000,2018-02-25 22:44:05.300,2018-07-26 08:15:33.560,8,202,743,743
941,M,3000,2018-04-11 16:46:41.210,2018-06-26 03:22:10.690,5,101,402,402
942,M,3000,2018-06-12 05:53:42.620,2018-09-13 21:07:54.350,10,202,934,934
943,M,3000,2018-06-05 00:09:34.490,2018-07-13 18:34:25.230,2,103,131,131
944,M,3000,2018-05-25 19:31:14.790,2018-10-12 22:27:14.520,8,103,25,25
945,M,3000,2018-05-18 12:03:37.980,2018-09-24 14:21:36.700,7,104,616,616
946,M,3000,2018-02-06 08:46:03.100,2018-06-28 09:42:29.560,9,202,831,831
947,M,3000,2018-05-11 07:07:51.590,2018-09-04 18:38:29.720,8,101,686,686
948,M,3000,2018-04-06 11:10:33.410,2018-08-31 11:22:42.560,6,302,118,118
949,M,3000,2018-03-01 00:05:37.770,2018-08-15 13:01:05.850,2,301,173,173
950,M,3000,2018-03-09 13:14:55.340,2018-04-09 20:16:57.430,2,302,185,185
951,M,3000,2018-04-20 09:39:06.740,2018-09-17 22:42:46.550,7,103,113,113
952,M,3000,2018-02-03 04:47:06.580,2018-07-28 21:04:52.880,3,202,251,251
953,M,3000,2018-04-02 18:13:24.680,2018-08-10 16:23:37.370,10,305,998,998
954,M,3000,2018-03-28 15:43:41.000,2018-07-03 03:25:21.600,6,302,569,569
955,M,3000,2018-04-06 02:20:14.690,2018-08-15 04:43:35.530,1,206,64,64
956,M,3000,2018-06-11 09:10:34.770,2018-09-28 06:06:52.380,3,204,264,264
957,M,3000,2018-05-08 01:30:50.190,2018-07-26 06:57:24.360,9,203,843,843
958,M,3000,2018-03-02 01:08:33.530,2018-07-14 09:15:21.210,6,302,154,154
959,M,3000,2018-05-25 12:21:37.980,2018-07-19 18:43:41.580,7,204,646,646
960,M,3000,2018-05-19 23:37:47.750,2018-10-13 00:12:59.770,6,103,517,517
961,M,3000,2018-03-20 05:22:40.060,2018-08-07 16:21:25.590,10,301,971,971
962,M,3000,2018-03-30 19:52:30.770,2018-06-01 22:47:33.170,1,302,78,78
963,M,3000,2018-02-25 23:38:01.930,2018-08-10 17:31:05.420,6,102,513,513
964,M,3000,2018-03-12 23:43:51.540,2018-04-23 00:48:30.790,2,202,156,156
965,M,3000,2018-03-13 18:32:51.800,2018-06-06 00:21:23.470,9,105,814,814
966,M,3000,2018-03-20 18:00:23.680,2018-08-02 14:55:42.300,7,204,35,35
967,M,3000,2018-05-25 14:33:07.340,2018-06-26 09:28:41.390,6,303,576,576
968,M,3000,2018-05-04 09:59:22.090,2018-06-24 02:48:42.570,6,204,553,553
969,M,3000,2018-05-21 04:05:43.230,2018-07-04 15:59:48.980,7,304,673,673
970,M,3000,2018-02-18 08:31:17.810,2018-07-31 20:42:32.580,10,305,995,995
971,M,3000,2018-06-09 07:22:09.370,2018-08-08 17:42:32.170,4,104,302,302
972,M,3000,2018-04-17 08:06:51.200,2018-10-10 04:18:36.550,1,206,65,65
973,M,3000,2018-02-11 14:58:21.980,2018-06-15 12:25:17.250,5,301,466,466
974,M,3000,2018-05-25 10:17:44.160,2018-08-23 11:30:05.340,5,303,484,484
975,M,3000,2018-02-09 02:56:28.180,2018-05-08 03:33:31.720,3,102,217,217
976,M,3000,2018-06-25 12:35:01.950,2018-09-09 17:03:04.290,1,301,72,72
977,M,3000,2018-03-14 21:46:05.230,2018-06-15 12:20:22.530,3,104,231,231
978,M,3000,2018-04-28 20:05:24.170,2018-07-12 22:57:15.360,2,202,151,151
979,M,3000,2018-05-28 11:33:51.180,2018-07-03 14:18:15.320,5,204,447,447
980,M,3000,2018-05-06 00:22:37.470,2018-08-05 12:52:26.530,5,205,452,452
981,M,3000,2018-03-11 05:56:54.800,2018-09-07 23:26:12.140,1,103,20,20
982,M,3000,2018-06-20 19:22:13.570,2018-12-12 08:30:11.360,4,306,389,389
983,M,3000,2018-04-17 04:49:06.730,2018-10-10 16:03:32.820,9,105,21,21
984,M,3000,2018-05-29 19:52:23.810,2018-11-03 00:33:16.570,3,101,203,203
985,M,3000,2018-06-26 12:21:01.110,2018-08-06 00:13:24.680,10,103,914,914
986,M,3000,2018-02-13 01:03:48.800,2018-07-06 06:21:58.950,1,201,30,30
987,M,3000,2018-04-22 08:54:43.870,2018-06-10 12:50:56.180,6,102,510,510
988,M,3000,2018-05-16 17:19:25.660,2018-09-03 02:31:36.810,10,301,963,963
989,M,3000,2018-05-13 05:26:41.690,2018-11-08 19:47:55.670,10,305,994,994
990,M,3000,2018-04-06 05:43:05.520,2018-06-08 00:09:40.440,1,103,17,17
991,M,3000,2018-04-25 01:05:07.850,2018-06-12 21:48:10.960,7,301,654,654
992,M,3000,2018-02-13 07:50:28.750,2018-06-13 00:17:31.370,4,101,279,279
993,M,3000,2018-02-16 06:44:48.400,2018-07-26 19:48:10.880,10,301,968,968
994,M,3000,2018-06-19 10:14:32.120,2018-10-04 16:10:32.710,6,304,588,588
995,M,3000,2018-06-08 04:21:25.240,2018-07-18 02:54:07.960,8,206,773,773
996,M,3000,2018-02-13 12:54:10.430,2018-03-27 20:34:37.500,4,203,325,325
997,M,3000,2018-05-18 22:15:40.680,2018-09-06 19:36:48.930,5,201,421,421
998,M,3000,2018-04-26 16:25:42.940,2018-10-24 09:45:54.440,10,302,975,975
999,M,3000,2018-04-15 16:58:22.990,2018-07-10 14:05:51.040,9,304,886,886
1000,M,3000,2018-04-01 10:03:14.290,2018-09-25 15:25:54.400,10,302,973,973
1001,M,3000,2017-04-01 04:26:44.430,2017-07-07 05:18:19.250,8,107,727,727
1002,M,3000,2017-06-24 01:07:56.710,2017-10-15 05:46:45.370,9,105,818,818
1003,M,3000,2017-03-25 12:00:07.210,2017-08-16 16:33:23.060,8,205,769,769
1004,M,3000,2017-04-12 10:06:58.080,2017-09-26 11:06:24.610,6,204,559,559
1005,M,3000,2017-04-23 23:28:40.400,2017-07-31 17:51:41.280,3,101,207,207
1006,M,3000,2017-02-07 05:08:24.290,2017-07-07 07:57:04.710,6,204,1004,1004
1007,M,3000,2017-03-16 21:28:41.370,2017-05-14 10:49:41.190,10,102,907,907
1008,M,3000,2017-05-19 09:12:54.440,2017-10-06 15:14:25.280,5,204,443,443
1009,M,3000,2017-03-06 18:46:37.490,2017-06-16 16:36:30.980,10,302,978,978
1010,M,3000,2017-03-02 07:34:32.350,2017-08-21 14:42:22.830,3,205,274,274
1011,M,3000,2017-03-19 16:07:32.110,2017-08-16 10:01:42.920,4,103,292,292
1012,M,3000,2017-03-03 18:15:11.640,2017-07-28 14:30:04.050,5,301,468,468
1013,M,3000,2017-04-06 08:12:29.750,2017-09-06 04:16:48.080,7,202,633,633
1014,M,3000,2017-04-11 20:23:38.150,2017-07-28 04:30:14.880,5,301,470,470
1015,M,3000,2017-06-09 09:35:24.120,2017-08-17 22:28:43.460,10,303,983,983
1016,M,3000,2017-04-01 10:25:11.430,2017-08-07 23:12:45.390,1,202,31,31
1017,M,3000,2017-02-02 04:58:07.180,2017-07-11 09:25:16.080,9,301,863,863
1018,M,3000,2017-05-27 00:12:18.150,2017-06-27 07:18:02.060,10,305,996,996
1019,M,3000,2017-06-10 21:05:55.800,2017-11-29 00:42:43.870,7,304,678,678
1020,M,3000,2017-03-14 23:17:30.120,2017-04-21 22:15:11.340,4,202,315,315
1021,M,3000,2017-05-11 19:00:58.550,2017-10-31 09:07:13.500,9,105,817,817
1022,M,3000,2017-05-01 07:25:49.080,2017-06-13 12:47:03.320,9,204,849,849
1023,M,3000,2017-02-09 09:44:54.100,2017-05-10 01:55:23.210,10,304,992,992
1024,M,3000,2017-06-16 15:03:34.000,2017-10-17 07:19:35.830,1,202,33,33
1025,M,3000,2017-02-08 19:54:05.090,2017-04-17 04:25:07.480,8,103,700,700
1026,M,3000,2017-03-11 17:11:00.780,2017-07-02 15:43:51.820,6,104,527,527
1027,M,3000,2017-06-22 12:34:01.500,2017-11-01 10:51:43.090,10,202,935,935
1028,M,3000,2017-06-05 02:15:13.250,2017-07-15 14:41:26.900,8,102,688,688
1029,M,3000,2017-04-16 03:37:48.390,2017-05-23 05:38:59.650,6,203,547,547
1030,M,3000,2017-02-22 23:14:04.030,2017-07-18 07:29:21.070,1,302,82,82
1031,M,3000,2017-02-23 09:48:51.250,2017-08-07 17:37:42.550,2,303,188,188
1032,M,3000,2017-06-18 19:45:23.640,2017-09-25 11:04:29.570,5,205,454,454
1033,M,3000,2017-02-20 18:29:10.290,2017-08-12 11:08:18.030,4,103,298,298
1034,M,3000,2017-03-19 16:19:10.890,2017-06-12 15:59:31.020,10,304,989,989
1035,M,3000,2017-06-06 04:39:05.850,2017-09-26 02:12:00.980,7,204,643,643
1036,M,3000,2017-05-14 08:14:04.340,2017-10-09 03:45:41.710,8,205,763,763
1037,M,3000,2017-03-18 13:18:31.480,2017-09-11 04:29:05.080,1,202,1016,1016
1038,M,3000,2017-04-08 16:47:11.430,2017-09-09 03:19:24.520,4,305,382,382
1039,M,3000,2017-02-23 03:36:02.710,2017-06-07 15:27:30.470,4,205,344,344
1040,M,3000,2017-02-03 12:19:52.860,2017-03-28 03:51:44.460,10,205,958,958
1041,M,3000,2017-03-15 12:08:58.860,2017-08-17 10:39:32.950,6,101,506,506
1042,M,3000,2017-02-01 16:09:56.370,2017-05-27 16:40:27.360,8,105,716,716
1043,M,3000,2017-05-10 14:04:45.050,2017-10-10 08:28:18.950,2,101,119,119
1044,M,3000,2017-02-08 03:50:27.370,2017-04-20 11:09:57.620,3,205,1010,1010
1045,M,3000,2017-05-18 14:42:22.320,2017-10-12 21:20:59.220,10,102,908,908
1046,M,3000,2017-04-25 01:41:22.830,2017-07-12 06:44:05.350,9,102,795,795
1047,M,3000,2017-05-28 07:34:59.480,2017-09-05 08:15:17.170,4,205,338,338
1048,M,3000,2017-02-24 10:32:16.530,2017-04-23 15:35:02.870,5,206,458,458
1049,M,3000,2017-02-06 15:53:07.470,2017-04-12 16:37:27.060,2,201,147,147
1050,M,3000,2017-02-11 11:40:07.160,2017-05-03 00:39:16.860,3,103,222,222
1051,M,3000,2017-05-04 00:30:46.400,2017-10-10 12:15:31.510,5,102,411,411
1052,M,3000,2017-05-16 01:21:58.160,2017-09-14 06:51:28.450,8,106,719,719
1053,M,3000,2017-03-20 14:43:51.290,2017-08-15 06:38:12.810,7,201,620,620
1054,M,3000,2017-03-24 09:07:03.250,2017-08-15 20:49:47.270,5,304,488,488
1055,M,3000,2017-03-28 08:53:43.450,2017-08-22 21:24:38.130,2,304,195,195
1056,M,3000,2017-05-31 08:00:55.350,2017-08-23 03:31:15.920,9,303,879,879
1057,M,3000,2017-06-16 07:23:02.610,2017-08-08 19:51:22.150,9,201,826,826
1058,M,3000,2017-04-08 07:56:33.210,2017-05-29 20:13:47.220,8,201,736,736
1059,M,3000,2017-04-05 06:12:52.980,2017-08-12 22:41:17.110,9,301,859,859
1060,M,3000,2017-03-16 22:17:39.610,2017-09-01 18:07:49.460,8,101,680,680
1061,M,3000,2017-02-15 03:34:22.790,2017-04-04 08:05:21.610,7,201,625,625
1062,M,3000,2017-04-11 06:13:28.130,2017-05-29 07:08:14.300,3,103,219,219
1063,M,3000,2017-03-06 21:35:06.050,2017-07-18 01:35:25.620,9,305,896,896
1064,M,3000,2017-02-13 11:32:33.460,2017-07-03 01:07:09.910,10,101,897,897
1065,M,3000,2017-02-08 13:45:41.100,2017-03-17 13:04:40.280,1,303,87,87
1066,M,3000,2017-03-31 07:22:08.480,2017-06-20 09:57:13.360,9,203,839,839
1067,M,3000,2017-02-12 15:46:01.340,2017-07-19 19:21:46.020,2,204,171,171
1068,M,3000,2017-02-19 07:53:18.860,2017-05-28 04:17:17.050,7,204,645,645
1069,M,3000,2017-05-06 02:44:32.300,2017-10-31 13:18:13.900,9,201,827,827
1070,M,3000,2017-02-27 17:21:19.780,2017-06-12 10:43:01.750,3,103,220,220
1071,M,3000,2017-02-15 13:06:39.940,2017-06-30 10:43:40.300,10,305,1000,1000
1072,M,3000,2017-04-25 23:10:55.760,2017-05-31 17:05:51.570,5,303,482,482
1073,M,3000,2017-05-05 12:36:15.440,2017-08-23 07:50:31.590,7,301,653,653
1074,M,3000,2017-06-09 00:46:02.940,2017-11-04 12:50:59.400,8,106,720,720
1075,M,3000,2017-06-29 22:08:31.270,2017-09-03 22:35:38.400,9,104,810,810
1076,M,3000,2017-05-11 18:51:02.170,2017-08-07 08:26:46.120,1,305,101,101
1077,M,3000,2017-06-21 04:21:04.040,2017-09-02 15:18:44.390,8,107,730,730
1078,M,3000,2017-02-02 21:54:26.720,2017-03-23 06:45:25.570,8,106,1052,1052
1079,M,3000,2017-03-02 16:21:11.670,2017-08-08 01:58:36.610,2,102,126,126
1080,M,3000,2017-04-16 05:12:42.260,2017-10-05 08:41:02.130,10,102,906,906
1081,M,3000,2017-04-13 20:36:01.310,2017-05-26 18:28:34.650,2,303,190,190
1082,M,3000,2017-05-30 18:01:44.960,2017-09-11 11:16:40.210,5,302,477,477
1083,M,3000,2017-05-31 02:22:05.780,2017-11-05 14:03:59.840,6,202,541,541
1084,M,3000,2017-04-06 07:57:41.220,2017-08-23 20:59:42.790,4,203,326,326
1085,M,3000,2017-04-21 09:43:17.630,2017-10-07 06:13:49.560,7,303,672,672
1086,M,3000,2017-04-09 19:26:53.100,2017-06-22 21:46:14.110,5,301,469,469
1087,M,3000,2017-05-02 21:01:32.350,2017-09-13 20:26:16.760,9,202,834,834
1088,M,3000,2017-05-29 20:22:07.050,2017-07-27 01:18:30.760,9,104,1075,1075
1089,M,3000,2017-06-21 18:25:27.440,2017-10-20 05:34:52.900,9,102,794,794
1090,M,3000,2017-02-07 12:38:10.500,2017-04-06 14:40:45.060,8,205,765,765
1091,M,3000,2017-05-28 11:51:01.740,2017-09-29 18:54:19.570,10,202,938,938
1092,M,3000,2017-06-09 16:21:58.280,2017-11-11 19:15:17.860,4,103,295,295
1093,M,3000,2017-02-05 02:34:18.440,2017-03-30 20:38:07.390,6,104,523,523
1094,M,3000,2017-06-08 16:18:23.100,2017-10-05 08:19:41.020,7,302,664,664
1095,M,3000,2017-06-18 19:45:30.070,2017-07-23 06:46:22.850,4,204,333,333
1096,M,3000,2017-06-03 16:55:30.740,2017-10-18 14:31:18.650,4,102,287,287
1097,M,3000,2017-05-28 05:34:50.330,2017-11-09 02:05:01.760,9,105,821,821
1098,M,3000,2017-04-28 18:32:11.580,2017-06-10 23:21:09.030,3,103,223,223
1099,M,3000,2017-06-30 01:04:46.280,2017-09-02 09:05:17.350,2,303,187,187
1100,M,3000,2017-03-21 23:20:13.840,2017-06-26 03:23:45.860,1,301,69,69
1101,M,3000,2017-04-14 01:55:21.490,2017-07-27 03:22:19.330,7,201,1061,1061
1102,M,3000,2017-05-10 15:41:40.610,2017-06-11 19:58:00.100,8,102,694,694
1103,M,3000,2017-04-20 18:47:44.240,2017-06-22 13:16:48.980,7,202,631,631
1104,M,3000,2017-06-09 09:31:47.690,2017-10-30 16:54:25.310,10,201,928,928
1105,M,3000,2017-06-26 09:33:27.220,2017-11-02 00:55:36.560,3,103,1050,1050
1106,M,3000,2017-02-09 17:19:50.640,2017-07-13 11:09:39.940,10,201,929,929
1107,M,3000,2017-02-12 04:45:42.720,2017-03-25 15:00:56.860,1,206,67,67
1108,M,3000,2017-04-11 00:57:48.360,2017-10-10 04:47:13.430,10,101,901,901
1109,M,3000,2017-03-24 21:58:31.990,2017-07-11 09:14:08.870,7,304,679,679
1110,M,3000,2017-05-17 01:02:41.290,2017-08-14 23:57:52.010,1,304,94,94
1111,M,3000,2017-06-09 14:39:51.310,2017-07-19 23:12:31.530,2,201,150,150
1112,M,3000,2017-06-15 01:28:35.880,2017-07-20 05:05:56.570,1,306,107,107
1113,M,3000,2017-03-10 07:35:21.540,2017-05-25 10:15:10.620,7,103,610,610
1114,M,3000,2017-06-19 12:00:10.730,2017-11-07 01:00:15.000,10,204,954,954
1115,M,3000,2017-06-02 12:41:38.310,2017-11-05 10:39:14.810,5,304,491,491
1116,M,3000,2017-03-17 20:32:37.830,2017-07-23 07:48:41.400,2,201,149,149
1117,M,3000,2017-05-11 14:51:22.350,2017-07-23 04:04:14.470,7,304,1019,1019
1118,M,3000,2017-05-31 00:37:24.830,2017-11-23 15:35:42.840,6,302,570,570
1119,M,3000,2017-04-24 12:49:15.830,2017-09-25 05:53:20.350,3,104,226,226
1120,M,3000,2017-05-01 05:18:48.010,2017-09-24 02:18:26.180,7,104,619,619
1121,M,3000,2017-05-28 21:20:36.140,2017-10-06 00:30:56.610,1,101,6,6
1122,M,3000,2017-03-16 06:23:54.300,2017-07-23 05:03:15.260,4,302,361,361
1123,M,3000,2017-02-28 00:27:51.430,2017-08-07 09:42:24.170,9,204,851,851
1124,M,3000,2017-04-30 06:06:21.790,2017-09-27 14:37:28.830,1,206,63,63
1125,M,3000,2017-04-01 16:30:18.040,2017-09-12 02:48:42.190,4,101,282,282
1126,M,3000,2017-03-08 07:44:41.670,2017-08-18 02:28:22.460,8,104,705,705
1127,M,3000,2017-04-22 12:36:37.310,2017-10-04 12:27:44.180,10,205,959,959
1128,M,3000,2017-05-27 07:17:52.340,2017-11-17 10:30:50.580,10,304,1034,1034
1129,M,3000,2017-06-20 16:00:32.870,2017-11-11 17:04:36.540,4,305,388,388
1130,M,3000,2017-02-27 21:13:00.530,2017-06-20 00:04:19.750,6,104,1093,1093
1131,M,3000,2017-06-14 00:16:11.850,2017-09-27 17:21:44.380,4,101,281,281
1132,M,3000,2017-03-27 01:48:52.460,2017-05-26 07:57:35.360,6,101,507,507
1133,M,3000,2017-02-03 07:49:40.440,2017-07-20 08:40:08.220,6,201,532,532
1134,M,3000,2017-06-11 04:00:57.830,2017-09-11 09:34:50.750,1,205,58,58
1135,M,3000,2017-02-03 19:17:20.770,2017-05-12 21:18:42.790,4,101,1131,1131
1136,M,3000,2017-06-03 15:54:20.700,2017-07-14 09:30:34.550,5,305,497,497
1137,M,3000,2017-03-13 15:14:00.720,2017-05-23 13:59:51.230,9,204,847,847
1138,M,3000,2017-06-21 03:50:18.090,2017-08-05 08:09:34.520,7,104,614,614
1139,M,3000,2017-04-10 09:24:14.010,2017-05-21 07:04:06.230,1,305,105,105
1140,M,3000,2017-04-13 08:23:26.990,2017-05-28 11:04:09.620,8,202,743,743
1141,M,3000,2017-03-30 06:41:10.370,2017-05-31 22:45:17.240,5,101,402,402
1142,M,3000,2017-02-23 12:03:43.980,2017-07-08 07:39:03.330,10,202,934,934
1143,M,3000,2017-04-08 14:23:35.050,2017-08-19 08:04:21.880,2,103,131,131
1144,M,3000,2017-03-09 09:22:46.150,2017-05-08 21:37:00.880,8,103,1025,1025
1145,M,3000,2017-02-28 08:58:19.200,2017-04-17 02:28:13.530,7,104,616,616
1146,M,3000,2017-06-12 21:22:25.860,2017-10-10 00:48:22.990,9,202,831,831
1147,M,3000,2017-05-04 00:46:36.740,2017-08-21 01:00:07.240,8,101,686,686
1148,M,3000,2017-02-16 01:34:07.720,2017-05-23 06:37:52.410,6,302,1118,1118
1149,M,3000,2017-02-07 19:36:44.790,2017-07-03 13:40:26.210,2,301,173,173
1150,M,3000,2017-05-05 15:12:52.240,2017-08-03 14:57:41.450,2,302,185,185
1151,M,3000,2017-02-24 18:04:08.380,2017-05-30 02:27:04.170,7,103,1113,1113
1152,M,3000,2017-06-27 15:57:25.500,2017-12-15 21:29:18.920,3,202,251,251
1153,M,3000,2017-02-05 21:42:55.740,2017-04-19 09:27:48.670,10,305,998,998
1154,M,3000,2017-04-02 11:45:58.270,2017-07-12 22:46:51.170,6,302,569,569
1155,M,3000,2017-04-23 12:59:37.710,2017-09-19 13:52:49.260,1,206,64,64
1156,M,3000,2017-03-02 11:31:27.190,2017-08-07 14:19:04.080,3,204,264,264
1157,M,3000,2017-04-14 07:13:49.180,2017-06-08 02:15:35.930,9,203,843,843
1158,M,3000,2017-06-20 23:41:22.450,2017-09-24 09:39:20.150,6,302,1154,1154
1159,M,3000,2017-04-11 09:01:29.640,2017-09-21 06:05:43.120,7,204,646,646
1160,M,3000,2017-05-22 17:48:45.540,2017-10-18 14:27:14.090,6,103,517,517
1161,M,3000,2017-04-19 15:43:13.330,2017-10-08 09:41:55.770,10,301,971,971
1162,M,3000,2017-03-18 08:27:50.390,2017-05-07 15:30:06.290,1,302,78,78
1163,M,3000,2017-04-20 19:57:15.500,2017-06-27 22:42:36.890,6,102,513,513
1164,M,3000,2017-02-26 16:45:31.460,2017-08-25 01:09:49.130,2,202,156,156
1165,M,3000,2017-06-02 11:46:29.440,2017-11-16 17:36:07.640,9,105,814,814
1166,M,3000,2017-04-17 04:50:58.850,2017-09-27 07:14:56.180,7,204,1035,1035
1167,M,3000,2017-06-13 09:38:55.440,2017-08-03 12:25:48.350,6,303,576,576
1168,M,3000,2017-03-29 14:34:23.710,2017-09-12 11:40:19.870,6,204,553,553
1169,M,3000,2017-06-17 08:42:49.950,2017-08-28 19:41:32.190,7,304,673,673
1170,M,3000,2017-06-29 07:47:17.610,2017-11-21 12:08:40.260,10,305,995,995
1171,M,3000,2017-02-05 21:18:37.110,2017-05-03 09:48:50.170,4,104,302,302
1172,M,3000,2017-05-20 22:01:04.260,2017-07-17 06:54:39.940,1,206,65,65
1173,M,3000,2017-03-24 07:13:10.820,2017-09-06 00:31:36.600,5,301,466,466
1174,M,3000,2017-02-12 20:25:48.840,2017-07-01 10:49:10.730,5,303,484,484
1175,M,3000,2017-03-05 14:37:37.630,2017-06-26 19:33:08.930,3,102,217,217
1176,M,3000,2017-05-07 01:16:52.150,2017-11-01 08:51:53.280,1,301,72,72
1177,M,3000,2017-06-07 03:00:19.250,2017-12-03 07:58:53.380,3,104,231,231
1178,M,3000,2017-06-21 02:05:05.290,2017-10-28 23:05:23.300,2,202,151,151
1179,M,3000,2017-04-03 13:08:02.590,2017-08-14 04:09:15.300,5,204,447,447
1180,M,3000,2017-04-19 06:07:52.190,2017-07-02 13:00:19.200,5,205,452,452
1181,M,3000,2017-05-04 17:58:04.940,2017-07-27 12:28:15.230,1,103,20,20
1182,M,3000,2017-04-08 03:02:29.590,2017-07-15 21:49:51.770,4,306,389,389
1183,M,3000,2017-05-21 03:41:07.540,2017-07-18 12:50:24.350,9,105,1021,1021
1184,M,3000,2017-03-19 16:47:40.630,2017-06-11 18:06:55.080,3,101,203,203
1185,M,3000,2017-02-04 19:08:52.140,2017-03-24 13:37:15.570,10,103,914,914
1186,M,3000,2017-06-16 19:18:46.350,2017-10-12 06:52:25.470,1,201,30,30
1187,M,3000,2017-03-22 20:05:56.710,2017-09-09 14:29:46.680,6,102,510,510
1188,M,3000,2017-05-03 07:03:42.170,2017-08-06 20:53:17.040,10,301,963,963
1189,M,3000,2017-03-22 07:01:20.110,2017-07-26 11:42:01.480,10,305,994,994
1190,M,3000,2017-06-03 18:45:53.580,2017-10-04 17:59:38.720,1,103,17,17
1191,M,3000,2017-03-24 00:40:31.520,2017-09-08 23:14:58.620,7,301,654,654
1192,M,3000,2017-03-23 02:32:38.270,2017-08-28 15:20:31.080,4,101,279,279
1193,M,3000,2017-04-13 10:48:48.440,2017-06-17 18:03:51.390,10,301,968,968
1194,M,3000,2017-05-19 02:35:28.470,2017-08-02 03:36:52.150,6,304,588,588
1195,M,3000,2017-06-24 03:40:13.660,2017-08-19 12:22:13.850,8,206,773,773
1196,M,3000,2017-02-13 14:13:19.980,2017-03-27 23:15:10.940,4,203,325,325
1197,M,3000,2017-05-05 03:06:28.490,2017-08-09 19:56:26.440,5,201,421,421
1198,M,3000,2017-03-14 13:38:03.590,2017-07-28 22:54:32.760,10,302,975,975
1199,M,3000,2017-04-06 08:36:16.710,2017-06-21 15:00:53.240,9,304,886,886
1200,M,3000,2017-05-13 15:07:20.360,2017-07-20 06:13:17.370,10,302,973,973
1201,M,3000,2019-11-12 23:45:53.140,2019-11-28 16:27:54.920,8,107,727,727
1202,M,3000,2019-11-29 05:13:34.060,2019-12-16 06:52:33.100,9,105,818,818
1203,M,3000,2019-11-11 16:43:06.220,2019-12-01 09:34:33.450,8,205,769,769
1204,M,3000,2019-11-15 03:56:48.710,2019-12-06 19:24:12.930,6,204,559,559
1205,M,3000,2019-11-17 09:37:02.120,2019-12-03 05:50:45.330,3,101,207,207
1206,M,3000,2019-11-02 17:45:46.920,2019-11-22 22:42:28.000,6,204,1004,1004
1207,M,3000,2019-11-10 00:45:19.310,2019-11-22 10:59:15.760,10,102,907,907
1208,M,3000,2019-11-22 07:36:12.150,2019-12-11 16:25:44.580,5,204,443,443
1209,M,3000,2019-11-08 01:47:30.930,2019-11-24 04:25:52.340,10,302,978,978
1210,M,3000,2019-11-07 05:02:53.170,2019-11-29 07:13:21.380,3,205,274,274
1211,M,3000,2019-11-10 13:39:06.680,2019-11-30 17:50:22.900,4,103,292,292
1212,M,3000,2019-11-07 11:45:29.970,2019-11-27 10:01:39.920,5,301,468,468
1213,M,3000,2019-11-13 23:42:47.590,2019-12-04 10:12:10.720,7,202,633,633
1214,M,3000,2019-11-15 01:17:29.660,2019-12-01 15:00:01.020,5,301,470,470
1215,M,3000,2019-11-26 09:12:05.560,2019-12-09 17:49:33.870,10,303,983,983
1216,M,3000,2019-11-13 00:55:14.810,2019-12-01 09:51:03.190,1,202,31,31
1217,M,3000,2019-11-01 18:30:34.120,2019-11-22 17:56:47.820,9,301,863,863
1218,M,3000,2019-11-23 19:00:45.050,2019-12-03 21:39:16.620,10,305,996,996
1219,M,3000,2019-11-26 16:04:21.400,2019-12-18 15:54:32.550,7,304,678,678
1220,M,3000,2019-11-09 15:49:05.290,2019-11-20 08:02:37.020,4,202,315,315
1221,M,3000,2019-11-20 20:20:50.310,2019-12-12 23:06:51.580,9,105,817,817
1222,M,3000,2019-11-18 19:39:52.610,2019-11-29 22:37:45.580,9,204,849,849
1223,M,3000,2019-11-03 03:56:34.460,2019-11-18 05:37:51.440,10,304,992,992
1224,M,3000,2019-11-27 18:46:06.360,2019-12-15 15:45:30.440,1,202,33,33
1225,M,3000,2019-11-03 01:15:48.510,2019-11-16 05:26:17.340,8,103,700,700
1226,M,3000,2019-11-09 00:42:14.250,2019-11-26 01:50:07.610,6,104,527,527
1227,M,3000,2019-11-28 22:09:02.230,2019-12-17 14:00:20.670,10,202,935,935
1228,M,3000,2019-11-25 13:12:20.260,2019-12-06 10:39:16.320,8,102,688,688
