recordInventoryEntryNumber,recordEmployeeNum,entryRecordTimestamp
40789,25,2018-04-05 05:59:26.150
40790,12,2017-06-03 15:53:51.800
40791,31,2017-08-06 10:19:18.640
40792,7,2018-08-15 05:53:53.700
40793,12,2017-10-24 15:17:39.730
40794,45,2019-02-16 01:06:12.600
40795,10,2017-08-21 07:08:32.920
40796,23,2018-01-24 14:28:04.310
40797,15,2018-12-30 23:46:32.010
40798,18,2019-01-05 15:25:17.180
40799,32,2017-11-06 11:14:19.870
40800,33,2018-08-06 15:20:08.380
40801,46,2019-10-28 06:00:13.840
40802,6,2018-12-24 10:43:14.440
40803,48,2019-10-05 18:08:38.400
40804,34,2018-10-23 02:20:39.620
40805,17,2018-04-08 22:07:30.900
40806,43,2018-07-13 19:49:06.850
40807,9,2017-12-25 05:39:25.410
40808,19,2018-01-27 18:56:58.370
40809,2,2017-01-29 16:05:13.470
40810,1,2019-09-03 01:51:31.570
40811,1,2018-03-14 03:20:20.250
40812,40,2019-05-20 02:27:07.830
40813,30,2017-06-25 07:25:02.030
40814,19,2018-05-06 17:37:18.740
40815,14,2019-07-23 09:01:05.330
40816,13,2017-10-30 12:19:11.890
40817,45,2018-01-06 10:14:12.760
40818,34,2017-02-12 02:07:18.810
40819,21,2019-02-16 16:43:39.240
40820,44,2017-09-29 18:42:27.790
40821,24,2018-08-11 20:46:36.420
40822,27,2018-02-28 22:41:16.470
40823,37,2017-03-28 18:42:01.700
40824,25,2019-12-16 12:19:37.130
40825,21,2018-01-27 11:24:38.580
40826,8,2019-11-26 03:30:29.990
40827,6,2018-03-10 04:12:05.490
40828,13,2019-11-15 10:00:24.060
40829,17,2017-10-18 02:59:44.630
40830,49,2019-09-27 07:02:29.610
40831,4,2017-09-10 07:04:46.900
40832,17,2018-08-22 22:46:55.180
40833,25,2018-04-16 23:16:17.150
40834,1,2017-02-06 05:23:01.530
40835,43,2017-02-11 13:28:36.380
40836,17,2019-09-25 09:22:41.840
40837,40,2019-02-20 11:09:13.900
40838,23,2017-11-10 19:30:56.370
40839,45,2019-03-05 03:10:11.670
40840,41,2018-08-22 05:09:47.690
40841,43,2018-08-24 06:02:33.070
40842,50,2019-10-20 19:45:42.450
40843,31,2019-03-17 23:30:11.480
40844,24,2018-09-27 12:51:30.560
40845,12,2018-06-23 09:35:26.310
40846,41,2019-09-01 18:45:57.080
40847,27,2017-07-08 08:00:24.900
40848,43,2018-02-14 20:05:25.110
40849,32,2017-03-22 13:32:09.850
40850,48,2017-04-03 03:40:47.120
40851,29,2018-03-02 18:02:17.220
40852,31,2017-03-09 00:45:09.800
40853,47,2017-11-19 23:27:04.680
40854,38,2019-10-11 00:48:40.740
40855,9,2019-03-08 07:19:13.580
40856,19,2018-10-17 14:02:27.530
40857,20,2017-06-12 10:09:57.720
40858,24,2019-05-30 14:14:19.460
40859,14,2018-02-24 09:16:20.010
40860,9,2018-01-11 05:21:48.380
40861,38,2018-07-04 01:12:37.260
40862,46,2017-02-22 20:23:29.050
40863,2,2018-05-08 13:31:56.220
40864,3,2018-06-21 10:04:58.400
40865,47,2019-10-27 03:55:08.730
40866,34,2018-11-24 09:52:49.910
40867,16,2017-12-06 00:05:16.690
40868,30,2017-03-24 12:21:45.310
40869,27,2017-07-19 12:28:21.660
40870,48,2018-11-30 05:48:23.460
40871,23,2019-08-08 10:52:47.600
40872,22,2019-10-31 05:34:22.750
40873,40,2019-09-12 11:57:27.510
40874,30,2017-03-14 01:07:00.610
40875,2,2018-05-12 12:15:05.270
40876,25,2017-10-01 18:04:34.380
40877,46,2017-04-04 19:47:36.300
40878,13,2019-10-21 16:54:45.900
40879,13,2018-03-25 08:35:07.070
40880,30,2019-04-26 05:57:25.670
40881,32,2017-10-21 05:15:17.910
40882,13,2018-06-29 15:46:33.820
40883,32,2017-03-13 06:01:44.890
40884,20,2019-08-24 13:08:42.890
40885,21,2018-04-21 06:48:04.890
40886,24,2018-01-11 10:34:00.740
40887,21,2018-06-04 21:16:34.660
40888,38,2019-02-07 07:00:48.380
40889,42,2019-09-16 18:46:57.590
40890,24,2019-07-07 09:04:53.030
40891,47,2017-11-04 19:54:37.640
40892,17,2019-06-30 13:13:10.060
40893,10,2017-12-23 09:39:42.880
40894,37,2019-02-08 12:46:22.840
40895,4,2019-12-12 15:58:08.110
40896,47,2019-10-16 16:27:52.100
40897,49,2019-08-13 16:02:00.230
40898,28,2019-02-02 10:31:00.550
40899,27,2018-10-28 17:59:05.220
40900,29,2019-03-05 18:52:55.640
40901,26,2017-04-26 16:06:12.300
40902,47,2017-05-10 00:59:01.990
40903,17,2019-07-27 03:31:31.130
40904,35,2019-04-30 13:47:22.980
40905,25,2019-09-30 02:27:43.820
40906,7,2019-08-28 20:59:36.930
40907,41,2018-07-11 05:42:45.290
40908,18,2018-03-09 04:44:02.730
40909,36,2018-05-23 13:26:17.890
40910,35,2017-04-12 20:30:39.510
40911,23,2017-04-28 10:41:45.020
40912,7,2019-08-20 13:44:58.350
40913,11,2017-10-10 05:53:41.700
40914,34,2018-06-27 04:48:20.200
40915,27,2018-05-05 21:52:29.660
40916,25,2018-11-12 20:05:18.050
40917,15,2019-06-21 00:31:38.410
40918,32,2018-01-23 04:55:28.410
40919,33,2018-03-24 12:48:12.970
40920,24,2018-06-22 12:04:50.560
40921,14,2018-09-01 14:49:19.570
40922,28,2018-04-26 12:31:36.310
40923,38,2017-01-20 07:09:22.720
40924,3,2018-09-01 22:27:59.680
40925,1,2018-06-27 16:25:47.630
40926,6,2019-08-22 07:11:26.600
40927,13,2019-04-22 13:41:14.910
40928,4,2019-04-07 04:56:01.380
40929,27,2018-03-07 03:38:09.400
40930,5,2019-03-11 15:46:04.590
40931,27,2017-10-18 01:38:59.510
40932,19,2017-01-27 17:58:37.990
40933,36,2019-08-23 05:23:47.670
40934,35,2017-01-12 01:28:47.000
40935,5,2019-01-27 17:45:33.130
40936,35,2017-08-14 02:54:52.170
40937,47,2017-01-15 07:55:36.500
40938,48,2017-03-24 18:22:52.880
40939,45,2019-04-14 10:58:30.490
40940,15,2018-02-19 08:27:27.590
40941,33,2019-11-07 20:34:56.880
40942,3,2018-03-19 10:40:31.450
40943,2,2019-07-28 19:11:44.990
40944,8,2019-07-19 15:14:51.840
40945,2,2018-08-21 23:53:22.970
40946,41,2018-08-16 11:33:44.380
40947,7,2017-09-25 20:10:03.230
40948,26,2017-03-18 11:28:27.320
40949,10,2017-12-01 11:13:48.530
40950,29,2018-10-15 22:47:22.590
40951,33,2018-02-06 09:01:10.690
40952,17,2019-11-20 02:27:32.740
40953,46,2018-11-11 15:44:31.260
40954,4,2018-05-22 10:40:52.080
40955,15,2019-07-14 23:17:37.560
40956,48,2018-08-09 17:50:47.830
40957,10,2018-07-06 11:53:32.960
40958,14,2019-07-14 06:03:53.220
40959,34,2017-04-11 03:13:52.820
40960,20,2018-04-30 02:05:09.490
40961,44,2018-05-10 01:14:33.610
40962,38,2019-03-04 07:00:30.600
40963,42,2018-06-22 15:59:23.740
40964,32,2017-04-13 19:11:26.150
40965,9,2018-08-20 23:33:54.610
40966,5,2018-05-03 02:08:07.960
40967,21,2018-06-12 15:15:36.500
40968,26,2019-12-24 23:07:09.920
40969,29,2017-04-30 08:30:12.450
40970,42,2017-10-15 10:39:09.210
40971,29,2017-03-18 01:10:01.840
40972,17,2019-04-14 14:27:12.570
40973,38,2019-02-27 02:22:36.590
40974,19,2018-05-06 08:06:08.420
40975,41,2019-04-06 10:22:48.630
40976,11,2017-07-12 15:35:35.880
40977,27,2019-08-23 07:56:23.520
40978,31,2017-09-09 12:44:30.260
40979,2,2019-05-03 15:13:11.120
40980,10,2019-03-14 07:43:03.840
40981,50,2018-11-11 18:02:29.760
40982,37,2018-07-25 06:01:15.740
40983,44,2017-01-11 08:23:58.240
40984,48,2019-02-13 23:41:20.040
40985,22,2018-08-17 20:04:45.840
40986,11,2018-09-04 06:50:41.670
40987,23,2017-08-18 17:50:03.190
40988,33,2019-10-18 02:55:30.430
40989,20,2017-08-05 09:02:25.760
40990,8,2018-09-04 00:05:24.890
40991,26,2018-10-05 17:27:34.260
40992,33,2019-10-11 04:55:41.300
40993,14,2017-08-12 22:13:20.810
40994,26,2019-07-18 14:39:20.370
40995,21,2019-11-11 14:45:24.440
40996,46,2018-04-25 00:55:40.930
40997,12,2019-07-26 05:56:47.000
40998,21,2017-09-04 05:29:56.710
40999,49,2019-12-06 17:09:15.240
41000,47,2018-07-27 06:55:03.760
41001,21,2019-11-28 10:01:35.510
41002,31,2017-05-19 19:16:29.580
41003,48,2017-09-06 04:51:32.510
41004,19,2017-12-21 20:27:53.440
41005,50,2017-10-26 09:28:46.130
41006,17,2017-12-27 20:47:53.960
41007,29,2018-12-22 09:56:32.640
41008,28,2018-08-11 02:50:50.050
41009,13,2018-01-04 10:41:13.810
41010,5,2019-08-05 10:10:14.220
41011,22,2017-03-01 20:20:49.190
41012,30,2017-12-15 08:19:15.190
41013,12,2017-05-17 11:21:29.830
41014,25,2018-01-24 10:13:30.290
41015,20,2018-06-17 03:27:24.800
41016,8,2019-09-05 15:21:58.450
41017,44,2018-05-17 17:26:17.360
41018,44,2019-10-26 00:29:43.760
41019,10,2018-04-26 17:20:26.930
41020,49,2019-01-29 21:16:41.000
41021,32,2018-11-10 20:00:42.490
41022,38,2018-08-18 01:05:02.850
41023,7,2019-12-12 16:14:18.850
41024,22,2018-04-29 02:28:37.690
41025,16,2017-12-28 10:04:11.180
41026,46,2017-04-01 09:03:44.430
41027,4,2017-04-09 00:43:15.380
41028,12,2018-12-15 16:22:18.030
41029,48,2017-10-03 13:13:59.830
41030,46,2018-01-31 10:18:29.850
41031,50,2019-03-15 06:16:05.700
41032,6,2017-01-20 21:10:44.110
41033,32,2019-03-02 07:11:42.760
41034,5,2018-05-25 20:56:52.110
41035,40,2019-01-01 07:17:47.650
41036,19,2018-03-18 18:07:17.200
41037,40,2017-06-22 18:26:51.770
41038,26,2019-02-04 06:36:33.360
41039,48,2017-07-25 08:04:30.870
41040,6,2019-05-30 20:54:22.450
41041,32,2018-08-15 13:57:00.710
41042,46,2019-12-16 15:18:16.250
41043,21,2017-10-27 02:59:39.000
41044,16,2017-10-04 13:53:32.400
41045,36,2017-10-07 21:24:02.190
41046,47,2018-04-29 01:59:27.200
41047,21,2018-03-14 06:06:25.250
41048,40,2018-02-11 15:16:10.480
41049,6,2017-07-03 06:27:56.660
41050,14,2017-10-31 07:21:14.590
41051,3,2018-10-27 21:36:04.670
41052,18,2019-07-07 02:45:38.860
41053,11,2017-08-05 23:11:37.540
41054,1,2017-10-02 06:04:56.530
41055,15,2019-11-10 08:50:57.600
41056,33,2019-07-07 19:14:58.200
41057,25,2018-09-03 01:23:22.620
41058,26,2018-04-11 05:12:35.330
41059,3,2019-02-19 19:48:09.450
41060,4,2018-03-19 08:33:12.140
41061,14,2019-08-21 02:35:37.890
41062,17,2017-04-15 22:57:44.150
41063,30,2019-08-02 19:14:40.590
41064,18,2019-12-28 13:05:23.500
41065,6,2017-06-12 02:00:06.700
41066,16,2018-07-13 19:41:07.510
41067,48,2018-12-27 01:11:11.110
41068,8,2019-01-11 02:54:12.720
41069,35,2017-10-16 16:47:19.050
41070,1,2017-06-15 18:18:23.750
41071,18,2019-04-25 18:22:39.800
41072,18,2018-07-30 05:10:28.400
41073,47,2019-04-24 06:11:28.730
41074,4,2018-12-01 02:47:55.060
41075,18,2017-02-07 10:23:57.090
41076,37,2019-10-03 16:53:44.450
41077,18,2018-03-31 17:03:20.530
41078,42,2018-10-16 10:34:50.170
41079,37,2019-04-30 12:15:41.650
41080,20,2019-06-12 09:08:37.290
41081,26,2017-05-14 00:59:37.310
41082,15,2017-01-28 23:29:12.860
41083,7,2019-12-02 14:54:42.540
41084,35,2018-08-26 00:42:41.230
41085,44,2019-10-01 14:31:00.730
41086,32,2018-07-04 20:04:21.290
41087,45,2019-01-21 13:54:29.850
41088,31,2017-03-14 19:38:28.030
41089,40,2017-07-22 03:05:59.260
41090,8,2019-05-05 23:26:22.780
41091,45,2017-09-28 14:40:55.360
41092,14,2018-05-14 03:51:37.730
41093,24,2017-07-19 00:24:05.960
41094,44,2019-03-11 02:25:37.890
41095,43,2018-03-01 14:05:51.690
41096,15,2018-07-31 10:33:41.570
41097,16,2019-08-30 02:20:27.790
41098,3,2018-07-29 18:53:39.250
41099,10,2018-08-31 06:49:35.940
41100,20,2019-09-09 15:59:42.030
41101,49,2017-09-27 15:25:05.670
41102,14,2018-04-07 11:33:38.160
41103,5,2018-05-13 17:22:17.960
41104,5,2018-11-27 22:40:27.810
41105,46,2019-06-09 10:49:44.460
41106,35,2019-05-13 01:27:21.270
41107,22,2019-08-06 06:42:00.390
41108,7,2017-06-20 11:43:16.170
41109,34,2019-12-18 01:24:47.950
41110,28,2017-01-08 10:54:39.090
41111,15,2018-05-19 13:12:31.360
41112,34,2019-06-15 08:19:44.420
41113,40,2018-11-30 13:34:25.850
41114,33,2017-08-04 04:13:32.430
41115,29,2017-11-26 18:02:06.880
41116,50,2018-09-25 16:46:35.080
41117,11,2018-08-22 13:30:34.930
41118,45,2019-09-23 10:59:50.710
41119,24,2019-02-14 21:24:34.080
41120,24,2018-01-22 04:31:48.330
41121,21,2018-08-04 02:52:38.890
41122,17,2018-07-29 22:52:15.640
41123,18,2017-10-29 20:04:56.920
41124,28,2019-02-25 17:54:11.510
41125,7,2017-11-23 17:06:41.780
41126,4,2018-11-21 06:56:10.490
41127,44,2018-09-30 23:15:35.990
41128,3,2019-12-18 20:53:58.660
41129,12,2017-05-31 09:26:29.050
41130,3,2018-11-25 09:55:18.880
41131,22,2017-08-04 20:56:06.920
41132,16,2017-03-30 09:31:24.790
41133,32,2019-04-20 09:09:47.610
41134,17,2019-07-20 12:06:58.050
41135,22,2017-04-18 10:27:32.660
41136,12,2018-12-31 23:36:51.940
41137,10,2017-08-17 17:29:47.760
41138,2,2017-07-10 10:21:47.510
41139,40,2017-01-23 01:21:11.620
41140,9,2019-12-24 00:26:36.840
41141,11,2019-10-22 08:06:32.700
41142,39,2018-04-04 08:20:32.680
41143,48,2019-11-09 01:26:18.740
41144,12,2017-11-11 08:10:20.000
41145,44,2019-05-14 18:58:41.850
41146,12,2019-10-24 10:31:56.930
41147,25,2019-03-24 13:44:53.230
41148,42,2018-10-18 06:42:24.010
41149,16,2019-02-03 02:44:23.410
41150,44,2018-10-26 10:55:08.520
41151,4,2018-03-09 22:17:03.770
41152,21,2018-12-16 17:23:18.810
41153,29,2018-08-05 07:42:09.720
41154,36,2019-10-26 07:46:05.520
41155,49,2018-05-11 00:17:02.500
41156,32,2018-08-22 09:50:28.790
41157,47,2018-08-09 03:08:11.650
41158,27,2018-03-01 02:38:05.820
41159,49,2018-11-07 23:26:15.120
41160,42,2017-11-07 00:35:49.210
41161,41,2018-03-08 00:39:32.730
41162,20,2018-09-16 01:10:13.260
41163,46,2019-11-22 04:52:35.300
41164,31,2017-08-30 03:05:54.490
41165,7,2017-04-15 07:14:13.710
41166,50,2018-01-20 17:56:06.970
41167,2,2017-01-07 00:11:27.170
41168,23,2018-03-11 10:59:21.630
41169,12,2019-12-21 10:37:21.120
41170,18,2019-05-16 00:04:22.990
41171,40,2019-03-05 21:46:53.310
41172,10,2018-03-23 04:58:46.250
41173,6,2018-05-05 01:52:51.070
41174,16,2019-03-15 02:43:28.760
41175,14,2017-04-27 14:49:32.130
41176,33,2018-10-02 03:55:48.130
41177,20,2018-04-12 06:03:53.860
41178,6,2017-09-10 21:27:07.550
41179,35,2019-05-15 09:29:34.350
41180,45,2018-12-22 04:52:11.160
41181,30,2017-08-10 07:41:46.560
41182,3,2019-10-12 11:05:02.250
41183,37,2018-09-05 06:39:19.470
41184,18,2018-07-18 05:40:56.930
41185,49,2018-10-25 04:17:02.440
41186,1,2018-03-17 15:50:26.610
41187,37,2018-03-06 07:22:56.310
41188,46,2017-11-01 17:44:39.590
41189,18,2018-03-17 21:54:02.940
41190,40,2018-08-07 01:31:11.680
41191,15,2017-07-24 23:27:24.990
41192,33,2019-08-31 20:06:49.710
41193,3,2019-12-11 08:23:41.860
41194,48,2017-04-15 11:59:19.330
41195,18,2018-11-08 00:48:05.560
41196,42,2018-06-16 05:42:14.110
41197,43,2017-03-25 05:09:54.500
41198,17,2019-07-09 06:19:11.140
41199,6,2017-02-05 10:40:49.390
41200,45,2018-04-09 03:59:04.690
41201,10,2017-08-08 15:46:46.800
41202,2,2018-08-28 19:13:24.200
41203,30,2017-09-11 02:49:09.140
41204,48,2019-05-22 09:25:08.460
41205,5,2019-01-05 09:28:06.090
41206,45,2019-07-04 15:56:35.740
41207,16,2018-11-19 09:10:53.530
41208,14,2019-07-18 00:55:10.260
41209,23,2018-11-29 05:47:01.570
41210,17,2018-11-29 21:34:15.240
41211,13,2018-05-27 15:49:01.410
41212,42,2019-02-12 23:33:05.350
41213,43,2017-12-18 00:48:01.180
41214,4,2019-11-27 09:27:51.510
41215,13,2017-08-07 17:07:16.500
41216,39,2019-04-16 11:04:25.940
41217,33,2017-07-02 06:28:53.220
41218,28,2019-11-25 21:59:16.820
41219,33,2019-07-21 23:08:08.860
41220,7,2018-04-27 04:28:35.710
41221,13,2017-05-24 22:53:58.680
41222,7,2017-02-22 07:46:17.960
41223,5,2018-02-07 08:58:43.850
41224,22,2019-10-16 07:02:10.430
41225,3,2019-04-09 11:25:35.300
41226,7,2017-03-16 17:13:41.360
41227,7,2019-11-30 23:07:40.590
41228,9,2017-12-14 06:01:55.470
41229,48,2019-06-08 09:04:21.710
41230,23,2019-12-09 08:33:47.600
41231,40,2019-10-25 02:30:55.950
41232,3,2019-06-26 12:40:39.210
41233,1,2019-12-26 11:22:05.990
41234,41,2017-09-18 01:43:09.820
41235,36,2018-03-30 03:40:43.380
41236,28,2017-06-08 22:51:30.870
41237,23,2017-05-31 03:21:15.380
41238,39,2018-06-29 00:48:15.450
41239,14,2018-09-07 11:53:07.400
41240,4,2018-11-10 22:48:49.210
41241,35,2017-07-07 19:52:47.460
41242,23,2017-11-05 14:53:02.360
41243,24,2018-03-23 15:11:03.680
41244,2,2017-04-28 13:44:15.410
41245,28,2017-07-11 11:25:41.390
41246,24,2019-09-08 20:25:44.460
41247,41,2017-06-28 13:31:56.400
41248,50,2017-08-20 03:14:08.520
41249,35,2017-04-30 09:29:13.610
41250,30,2017-06-02 15:11:23.760
41251,9,2018-03-28 23:43:41.800
41252,16,2019-05-09 08:43:20.080
41253,35,2018-05-20 23:29:40.160
41254,49,2018-09-24 23:30:52.210
41255,32,2017-04-26 20:06:26.910
41256,4,2018-01-21 01:12:16.100
41257,47,2018-08-07 11:02:24.240
41258,9,2018-10-01 23:44:20.200
41259,46,2019-05-11 18:02:47.980
41260,48,2018-07-08 01:26:07.850
41261,39,2017-05-22 21:02:45.830
41262,8,2018-07-22 05:39:02.980
41263,16,2017-08-23 13:14:32.510
41264,50,2018-08-31 04:49:52.100
41265,27,2018-01-16 20:45:18.560
41266,10,2018-07-29 03:52:59.850
41267,42,2017-08-14 10:08:45.180
41268,3,2019-01-04 08:13:50.300
41269,19,2019-02-04 17:01:57.770
41270,36,2018-11-30 02:11:44.770
41271,16,2017-10-03 15:34:15.510
41272,44,2017-06-05 11:06:35.090
41273,14,2019-02-06 07:51:18.010
41274,29,2017-06-28 23:30:18.510
41275,22,2018-09-06 02:01:45.560
41276,41,2019-11-24 10:33:57.250
41277,34,2019-04-07 13:32:39.090
41278,4,2017-12-08 23:18:22.960
41279,45,2018-09-03 04:01:15.860
41280,30,2018-06-18 22:07:18.090
41281,17,2018-07-22 23:16:30.780
41282,8,2018-01-09 17:59:13.140
41283,24,2018-12-01 09:46:03.340
41284,19,2019-04-23 01:24:10.730
41285,14,2019-09-25 03:48:33.630
41286,25,2019-12-24 16:56:37.380
41287,18,2019-06-18 01:21:00.630
41288,2,2018-10-02 18:54:55.320
41289,9,2017-12-31 19:37:18.260
41290,33,2019-05-14 02:04:40.130
41291,31,2018-07-04 08:09:29.380
41292,15,2017-03-01 00:40:16.690
41293,44,2017-05-20 11:36:24.830
41294,16,2019-01-25 16:29:47.330
41295,16,2019-10-21 12:34:14.810
41296,28,2018-08-25 12:47:46.860
41297,8,2018-04-16 20:18:20.720
41298,24,2018-07-27 15:30:00.230
41299,26,2018-08-07 06:36:30.320
41300,18,2018-01-14 21:31:31.220
41301,33,2018-12-09 08:41:09.070
41302,38,2018-02-20 19:46:06.170
41303,31,2019-01-26 04:38:16.320
41304,50,2018-04-13 02:14:16.860
41305,15,2019-03-20 11:34:49.760
41306,16,2019-06-05 09:47:21.310
41307,2,2017-02-18 05:35:22.190
41308,7,2017-07-21 07:22:43.520
41309,27,2018-03-09 00:38:14.070
41310,42,2017-05-07 00:38:36.260
41311,20,2018-10-22 17:46:44.080
41312,44,2017-04-11 18:58:54.060
41313,14,2017-05-30 04:11:15.180
41314,16,2019-02-06 00:30:48.130
41315,32,2019-02-10 06:00:00.030
41316,32,2018-03-04 05:28:25.960
41317,34,2019-12-01 16:31:17.630
41318,48,2017-04-13 23:31:33.380
41319,36,2018-01-13 02:21:20.420
41320,2,2017-03-13 11:06:25.590
41321,43,2017-09-18 08:23:15.760
41322,40,2017-08-28 17:45:21.220
41323,44,2017-09-16 14:36:21.680
41324,37,2018-02-03 11:49:09.010
41325,6,2018-03-24 23:32:51.620
41326,1,2017-05-30 22:58:21.190
41327,50,2017-06-19 12:17:45.490
41328,49,2018-09-05 22:22:45.390
41329,14,2017-04-23 22:20:25.530
41330,44,2018-12-10 13:47:06.880
41331,33,2017-06-18 05:36:33.810
41332,11,2018-10-30 18:17:01.060
41333,28,2017-03-31 22:00:35.000
41334,27,2018-04-15 18:21:50.960
41335,48,2018-12-05 07:55:39.840
41336,29,2018-05-03 17:44:29.630
41337,27,2017-10-10 20:40:08.270
41338,25,2017-07-20 20:13:49.650
41339,5,2019-03-26 00:24:45.340
41340,49,2017-02-14 05:34:45.680
41341,23,2019-09-21 07:41:50.080
41342,12,2018-12-08 09:09:55.620
41343,26,2018-09-08 23:29:40.740
41344,18,2017-07-31 14:27:48.120
41345,13,2017-05-20 16:21:56.290
41346,37,2019-01-30 07:16:48.650
41347,2,2019-04-06 22:55:47.800
41348,28,2017-09-10 21:10:00.040
41349,34,2017-08-08 21:15:07.930
41350,34,2017-12-23 18:09:16.490
41351,45,2018-05-19 03:42:16.970
41352,10,2019-06-28 17:43:33.070
41353,38,2018-06-22 00:13:21.660
41354,24,2019-07-14 01:49:06.570
41355,26,2017-07-17 04:26:04.680
41356,43,2018-03-01 16:50:29.960
41357,44,2017-06-11 13:09:44.490
41358,44,2018-07-20 14:36:24.790
41359,45,2019-03-31 20:43:38.480
41360,15,2018-11-28 05:22:48.070
41361,16,2017-02-23 21:39:46.620
41362,4,2019-07-02 12:45:33.170
41363,44,2017-09-28 23:37:04.080
41364,33,2017-01-31 11:00:20.210
41365,9,2019-10-05 23:50:40.200
41366,10,2019-06-01 05:31:15.430
41367,17,2019-11-27 15:50:25.590
41368,38,2018-07-19 21:42:52.640
41369,19,2019-03-22 13:55:38.850
41370,4,2018-07-14 15:11:21.660
41371,5,2017-02-07 20:36:43.080
41372,9,2017-08-30 13:01:31.400
41373,44,2017-02-22 20:21:36.670
41374,38,2018-10-13 16:25:23.140
41375,30,2017-09-10 19:11:19.900
41376,31,2017-10-18 11:18:44.400
41377,15,2019-08-20 21:25:12.480
41378,27,2017-10-12 17:36:41.890
41379,25,2017-03-09 08:18:18.410
41380,19,2018-10-14 16:34:02.440
41381,50,2018-12-15 05:05:18.460
41382,23,2017-10-19 11:03:17.560
41383,15,2017-09-12 06:33:35.670
41384,30,2019-08-28 09:33:58.310
41385,50,2018-05-17 17:13:28.670
41386,23,2017-08-27 02:20:22.010
41387,23,2018-04-15 00:45:07.950
41388,4,2018-08-21 07:53:59.950
41389,2,2017-12-30 09:59:18.260
41390,5,2017-04-28 08:37:39.210
41391,35,2017-06-29 21:24:01.260
41392,34,2017-03-01 20:41:54.330
41393,31,2019-05-20 23:39:04.830
41394,40,2019-07-16 20:30:40.490
41395,34,2019-03-31 07:49:40.410
41396,20,2018-11-04 07:00:59.740
41397,19,2017-03-09 17:51:00.810
41398,43,2019-11-05 04:36:44.510
41399,10,2018-08-28 12:31:16.310
41400,3,2019-02-17 19:10:28.540
41401,21,2017-11-14 12:52:32.440
41402,14,2019-02-19 12:39:30.140
41403,10,2017-06-26 01:52:16.770
41404,31,2019-07-05 12:40:50.550
41405,30,2017-02-17 12:19:57.040
41406,36,2017-03-18 17:49:20.500
41407,17,2018-01-31 14:12:47.900
41408,1,2019-04-02 19:40:31.950
41409,45,2017-08-02 09:48:04.260
41410,45,2018-03-12 10:19:46.240
41411,29,2017-08-21 16:35:29.690
41412,18,2019-06-25 15:03:35.360
41413,20,2018-04-06 20:38:50.620
41414,26,2018-09-05 19:25:54.360
41415,15,2019-02-24 01:10:16.400
41416,44,2017-11-11 03:37:34.420
41417,39,2017-12-13 19:13:01.860
41418,15,2017-02-28 15:54:06.460
41419,34,2017-03-17 18:14:30.520
41420,36,2018-08-06 15:42:07.080
41421,37,2017-04-18 10:57:59.880
41422,13,2019-12-04 21:43:55.320
41423,36,2017-08-08 22:44:31.750
41424,15,2019-10-18 07:45:55.930
41425,19,2018-07-23 22:13:06.970
41426,21,2018-06-20 07:58:30.940
41427,29,2019-10-28 12:07:21.660
41428,4,2017-08-04 06:00:56.000
41429,4,2017-06-09 12:33:25.520
41430,10,2017-01-19 21:09:47.220
41431,13,2019-02-11 15:51:36.310
41432,22,2018-09-10 18:50:35.560
41433,18,2018-05-27 07:48:52.070
41434,22,2018-10-29 01:38:42.020
41435,49,2018-06-15 09:29:21.170
41436,36,2019-04-29 11:05:13.530
41437,14,2018-07-15 16:23:43.660
41438,35,2017-09-18 22:22:02.470
41439,50,2018-11-08 16:03:02.140
41440,14,2017-08-17 09:32:08.800
41441,7,2018-03-01 10:15:13.640
41442,23,2018-10-09 12:54:16.030
41443,10,2017-08-23 12:19:42.580
41444,7,2019-03-25 14:24:18.960
41445,27,2017-07-28 07:49:58.680
41446,18,2018-12-07 20:45:03.290
41447,15,2018-06-22 23:02:25.930
41448,6,2018-09-06 17:08:04.310
41449,26,2017-02-16 10:32:41.770
41450,41,2017-12-13 20:01:53.650
41451,31,2019-02-05 03:42:56.090
41452,4,2019-03-07 08:58:13.340
41453,10,2017-09-12 20:36:49.800
41454,24,2019-09-07 08:26:17.640
41455,17,2017-10-16 12:19:09.270
41456,8,2018-12-21 05:44:43.000
41457,29,2019-08-04 09:46:35.160
41458,45,2017-06-10 10:53:54.530
41459,12,2017-09-30 23:46:53.650
41460,9,2018-04-27 20:35:48.760
41461,8,2017-11-28 21:10:08.580
41462,14,2017-04-30 07:16:44.290
41463,47,2017-06-19 10:10:55.750
41464,36,2018-03-24 05:50:23.420
41465,32,2018-02-04 14:09:11.130
41466,8,2017-03-22 14:18:58.300
41467,1,2019-02-04 10:12:06.080
41468,48,2018-07-29 10:13:57.820
41469,28,2018-11-09 13:56:24.620
41470,30,2018-05-06 01:41:02.780
41471,31,2017-09-29 01:42:26.840
41472,5,2019-12-03 03:37:37.870
41473,15,2018-05-07 09:28:07.330
41474,20,2018-03-23 00:37:56.810
41475,30,2018-02-09 12:39:41.040
41476,15,2018-03-29 18:19:32.730
41477,4,2019-04-21 05:22:46.820
41478,30,2019-09-11 20:18:59.940
41479,39,2018-03-14 07:13:08.110
41480,2,2017-02-01 16:55:59.390
41481,7,2018-12-26 01:39:43.260
41482,24,2018-06-20 19:45:07.680
41483,29,2018-01-05 15:22:07.920
41484,14,2018-11-19 20:49:23.740
41485,30,2017-07-09 01:26:52.410
41486,9,2019-04-25 10:01:16.330
