rentalPeriodRentalNumber,rentalPeriodStartingTime,rentalPeriodEndingTime,periodCategory,rentalFee,rentalPeriodBillingNumber,rentalPeriodLineNumber
1323,2019-03-10 17:57:06.780,2019-08-20 06:00:13.720,M,6000.0000,479,132635
1323,2019-06-24 06:47:31.860,2019-11-23 05:23:34.310,M,6000.0000,583,22358
1324,2017-04-04 14:10:24.140,2017-09-03 09:34:15.730,M,6000.0000,375,10462
1324,2017-06-04 12:03:33.080,2017-09-29 03:44:00.120,M,6000.0000,270,103566
1324,2017-12-16 14:47:42.800,2018-01-21 12:53:38.350,M,6000.0000,168,1757
1324,2018-04-16 06:41:03.400,2018-08-09 02:53:23.460,M,6000.0000,583,29485
1324,2018-05-10 12:38:05.630,2018-08-22 16:07:09.800,M,6000.0000,69,62782
1324,2018-08-06 19:38:28.580,2018-10-22 14:20:14.250,M,8000.0000,480,4512
1324,2018-10-19 03:13:04.250,2018-12-19 19:19:49.200,M,6000.0000,687,17762
1325,2017-02-01 00:02:14.540,2017-06-27 01:57:14.120,M,8000.0000,375,16328
1325,2017-03-27 03:47:46.950,2017-09-10 22:19:40.650,M,6000.0000,583,35653
1325,2017-08-11 04:31:35.630,2017-11-09 17:11:58.400,M,6000.0000,480,5385
1325,2017-10-08 01:53:02.570,2017-11-29 00:01:16.540,M,6000.0000,687,22523
1325,2018-05-28 04:30:59.640,2018-09-20 21:37:29.390,M,6000.0000,168,3309
1325,2018-07-15 23:29:52.190,2018-10-26 13:00:10.780,M,6000.0000,69,63100
1325,2019-06-17 05:04:19.490,2019-09-03 22:07:43.490,M,8000.0000,270,107116
1326,2018-01-29 05:26:01.550,2018-05-08 20:07:30.140,M,6000.0000,375,17496
1326,2018-05-04 17:21:51.450,2018-06-28 10:24:15.880,M,6000.0000,480,7613
1326,2018-05-21 08:25:55.380,2018-08-13 08:51:28.980,M,6000.0000,270,130116
1326,2018-08-11 08:08:31.890,2019-01-02 15:59:25.650,M,6000.0000,168,6754
1326,2019-03-01 03:14:16.610,2019-07-19 03:25:10.520,M,6000.0000,583,43358
1326,2019-03-20 10:27:56.280,2019-07-22 21:44:51.440,M,6000.0000,687,29156
1326,2019-06-16 01:04:26.040,2019-11-27 13:02:46.480,M,6000.0000,69,79562
1327,2017-06-28 04:23:49.600,2017-08-02 09:37:55.230,M,6000.0000,375,21419
1327,2017-07-17 22:23:34.620,2017-12-28 20:19:02.250,M,6000.0000,168,10038
1327,2017-10-27 15:56:36.010,2017-12-21 11:44:12.920,M,8000.0000,69,84100
1327,2018-02-14 09:06:28.970,2018-04-21 08:25:39.910,M,6000.0000,583,52447
1327,2018-07-01 07:09:09.630,2018-09-28 16:39:31.440,M,6000.0000,480,11908
1327,2019-05-10 13:29:17.940,2019-07-23 22:54:55.280,M,6000.0000,271,356
1328,2017-03-24 17:19:53.260,2017-08-23 03:33:26.300,M,6000.0000,583,64358
1328,2017-03-26 21:57:15.960,2017-07-29 06:29:32.360,M,6000.0000,69,101387
1328,2017-09-27 17:25:32.130,2018-02-06 03:24:23.540,M,6000.0000,271,3877
1328,2018-04-15 17:55:38.050,2018-08-24 14:18:14.920,M,6000.0000,375,28578
1328,2018-04-27 21:23:13.910,2018-10-15 19:35:50.880,M,6000.0000,480,15595
1328,2018-09-10 10:37:22.700,2019-02-14 17:31:44.090,M,8000.0000,687,43523
1328,2018-11-05 09:56:06.000,2018-12-11 10:03:23.450,M,6000.0000,168,14132
1329,2017-12-15 10:50:58.320,2018-01-30 08:20:01.090,M,6000.0000,69,105100
1329,2017-12-28 21:57:02.770,2018-05-09 01:48:56.360,M,6000.0000,168,17325
1329,2018-03-24 18:59:31.560,2018-07-13 23:06:17.800,M,6000.0000,480,18076
1329,2018-12-06 12:52:17.490,2019-04-23 10:15:46.870,M,8000.0000,375,37328
1329,2018-12-26 16:46:46.890,2019-02-27 01:01:17.530,M,6000.0000,271,7596
1329,2019-03-22 20:13:22.990,2019-07-02 06:46:20.940,M,8000.0000,583,77653
1329,2019-07-12 02:59:17.780,2019-12-25 08:23:51.170,M,6000.0000,687,52900
1330,2017-06-17 20:23:41.720,2017-10-06 07:11:19.070,M,6000.0000,271,10553
1330,2017-09-01 08:18:13.040,2017-10-06 22:54:18.180,M,6000.0000,583,85358
1330,2018-10-18 08:01:24.110,2019-02-02 03:07:00.170,M,8000.0000,480,25512
1330,2018-12-31 18:36:12.650,2019-02-26 04:22:45.210,M,6000.0000,69,125782
1330,2019-03-10 11:48:08.900,2019-06-04 06:51:29.540,M,8000.0000,687,64523
1330,2019-04-10 23:19:22.820,2019-09-05 20:11:43.630,M,6000.0000,375,42419
1330,2019-04-21 15:58:27.120,2019-06-13 06:42:03.280,M,6000.0000,168,22757
1331,2017-01-18 06:44:26.420,2017-03-30 06:37:29.990,M,6000.0000,69,126100
1331,2017-03-22 12:49:44.590,2017-06-30 21:37:11.990,M,6000.0000,687,77420
1331,2017-05-30 21:20:19.640,2017-09-24 11:44:41.100,M,6000.0000,168,27754
1331,2019-01-09 05:20:23.080,2019-05-02 03:45:04.040,M,8000.0000,375,52462
1331,2019-02-08 10:59:46.340,2019-04-26 03:48:10.460,M,8000.0000,583,101592
1331,2019-03-14 22:30:00.430,2019-06-11 12:41:32.950,M,6000.0000,480,28613
1331,2019-05-02 19:48:41.080,2019-06-30 19:07:59.060,M,6000.0000,271,13851
1332,2017-01-16 14:04:12.430,2017-04-17 00:05:37.630,M,6000.0000,69,127100
1332,2017-05-03 10:31:26.990,2017-08-08 00:07:50.730,M,8000.0000,375,63419
1332,2017-11-03 01:49:39.370,2017-12-26 01:23:31.110,M,6000.0000,583,106358
1332,2018-08-19 07:47:53.920,2018-10-05 04:05:46.400,M,6000.0000,480,36595
1332,2018-12-23 05:41:09.710,2019-03-25 19:52:59.600,M,6000.0000,168,35132
1332,2019-03-26 11:37:25.310,2019-07-02 02:46:41.380,M,6000.0000,271,19071
1333,2017-01-17 07:13:27.040,2017-02-26 08:37:39.630,M,6000.0000,69,128100
1333,2017-10-04 10:48:04.720,2017-11-04 22:11:24.640,M,6000.0000,271,21356
1333,2018-03-11 06:53:04.570,2018-05-13 16:45:43.150,M,6000.0000,480,46512
1333,2018-08-23 16:47:46.070,2019-02-05 04:42:06.970,M,6000.0000,375,79328
1333,2019-02-03 16:57:58.740,2019-04-24 07:38:23.770,M,6000.0000,168,43757
1333,2019-02-13 16:06:43.620,2019-05-01 13:07:05.130,M,6000.0000,583,129358
1333,2019-08-24 12:15:15.870,2020-01-19 15:48:24.900,M,6000.0000,687,101762
1334,2017-06-27 14:43:10.550,2017-12-18 12:16:12.570,M,8000.0000,168,52038
1334,2017-07-14 18:37:45.170,2017-12-01 20:09:17.780,M,6000.0000,271,28596
1334,2018-03-17 17:00:33.770,2018-05-20 23:26:07.640,M,6000.0000,70,816
1334,2018-03-23 15:43:47.300,2018-06-09 23:06:54.580,M,8000.0000,687,106523
1334,2019-01-30 04:57:14.060,2019-07-12 10:48:06.110,M,6000.0000,480,53908
1334,2019-03-12 15:16:32.160,2019-04-18 18:22:03.050,M,6000.0000,584,1039
1334,2019-03-20 16:09:50.650,2019-05-23 19:17:46.010,M,6000.0000,375,84419
1335,2018-10-17 14:16:52.860,2019-03-23 18:41:16.810,M,8000.0000,375,101496
1335,2019-04-09 14:45:36.460,2019-07-24 01:27:57.710,M,6000.0000,480,67512
1335,2019-05-18 15:31:39.860,2019-09-04 10:06:26.520,M,6000.0000,584,4590
1335,2019-06-06 07:34:40.730,2019-09-04 20:09:38.020,M,8000.0000,271,34851
1335,2019-06-15 14:48:15.440,2019-10-02 18:00:45.880,M,6000.0000,70,5449
1335,2019-08-04 22:26:39.290,2019-11-01 17:23:51.960,M,6000.0000,168,64757
1336,2017-04-07 15:30:53.950,2017-07-08 23:09:13.940,M,6000.0000,271,42356
1336,2018-05-01 03:05:18.680,2018-08-24 18:35:54.320,M,6000.0000,480,78595
1336,2018-08-30 16:02:21.290,2018-10-24 20:44:50.360,M,6000.0000,584,10475
1336,2018-10-06 17:06:30.880,2018-11-19 23:25:25.890,M,6000.0000,70,6791
1336,2019-06-17 07:21:19.730,2019-09-16 16:18:28.750,M,8000.0000,375,105419
1336,2019-07-06 20:55:07.320,2019-12-20 03:56:23.840,M,8000.0000,168,77132
1337,2017-12-10 12:01:46.250,2018-02-02 14:25:04.340,M,6000.0000,480,88512
1337,2018-01-20 19:07:31.990,2018-07-11 07:54:10.370,M,6000.0000,271,52553
1337,2018-05-09 23:05:10.520,2018-08-25 04:57:57.930,M,6000.0000,168,85757
1337,2018-06-24 07:19:18.340,2018-09-15 23:08:32.570,M,6000.0000,688,4610
1337,2018-10-30 17:17:28.500,2019-01-07 18:01:13.410,M,6000.0000,584,11250
1337,2019-02-14 06:49:14.360,2019-06-10 18:50:28.220,M,6000.0000,375,126419
1337,2019-04-27 12:59:05.480,2019-09-13 14:48:06.220,M,6000.0000,70,10003
1338,2017-07-01 22:38:11.250,2017-11-12 03:14:32.130,M,6000.0000,168,101325
1338,2017-12-21 00:43:03.770,2018-02-17 02:09:29.860,M,6000.0000,271,63356
1338,2018-04-21 05:31:49.260,2018-09-20 04:31:57.660,M,8000.0000,584,15279
1338,2018-05-15 22:12:59.200,2018-06-23 00:37:41.570,M,8000.0000,375,127419
1338,2018-10-13 04:15:31.450,2018-12-13 23:32:10.710,M,6000.0000,70,13939
1338,2019-04-16 18:17:16.720,2019-09-23 15:39:05.660,M,6000.0000,480,102076
1338,2019-07-18 21:34:25.160,2020-01-10 23:38:19.150,M,6000.0000,688,7336
1339,2017-07-02 09:54:09.260,2017-12-05 20:23:35.690,M,6000.0000,480,109512
1339,2017-10-28 00:37:24.500,2018-01-17 14:46:56.490,M,8000.0000,688,10561
1339,2017-10-28 11:47:17.840,2017-12-05 09:05:21.070,M,6000.0000,584,17620
1339,2018-01-02 09:01:51.940,2018-03-17 17:58:24.730,M,6000.0000,375,128419
1339,2018-06-25 16:08:52.160,2018-08-09 05:33:26.520,M,6000.0000,168,106757
1339,2018-12-17 12:09:39.520,2019-01-25 14:56:18.000,M,6000.0000,271,76851
1339,2019-08-25 18:41:32.690,2020-02-10 00:39:36.230,M,6000.0000,70,17391
1340,2017-01-25 07:05:05.040,2017-03-06 01:03:30.320,M,6000.0000,584,22039
1340,2017-11-02 20:28:25.620,2018-01-20 21:55:40.660,M,6000.0000,168,129757
1340,2017-12-06 02:35:59.640,2018-04-06 03:25:12.020,M,6000.0000,688,15438
1340,2018-01-04 00:10:34.290,2018-05-26 13:02:42.180,M,6000.0000,376,562
1340,2018-11-07 01:12:02.880,2018-12-24 08:59:10.780,M,6000.0000,70,21816
1340,2018-11-20 15:55:01.380,2019-02-14 18:36:43.480,M,6000.0000,271,84356
1340,2019-06-28 18:33:01.350,2019-10-29 07:54:32.370,M,8000.0000,480,132512
1341,2017-01-10 13:15:18.550,2017-07-05 04:48:02.170,M,8000.0000,481,382
1341,2017-07-31 18:37:14.490,2017-09-26 05:16:18.820,M,8000.0000,584,32250
1341,2018-01-24 07:45:05.790,2018-04-23 17:47:18.160,M,6000.0000,70,27791
1341,2018-02-05 05:55:15.440,2018-03-10 07:55:29.360,M,6000.0000,376,5392
1341,2018-04-27 09:00:43.660,2018-09-28 05:24:54.270,M,6000.0000,169,531
1341,2018-12-10 13:56:54.730,2019-02-05 16:10:13.370,M,6000.0000,271,103071
1341,2019-08-27 20:04:31.630,2019-10-15 19:00:04.470,M,6000.0000,688,19521
1342,2017-06-07 05:55:58.900,2017-08-19 08:56:16.570,M,6000.0000,271,105356
1342,2017-07-25 13:57:50.160,2017-08-28 00:00:58.670,M,8000.0000,481,4196
1342,2017-09-19 12:11:27.220,2017-12-04 22:25:18.240,M,8000.0000,169,3735
1342,2018-08-21 22:32:19.010,2019-01-06 20:55:13.780,M,8000.0000,376,7157
1342,2018-09-08 04:32:07.840,2018-10-11 00:55:49.690,M,6000.0000,70,34939
1343,2017-03-01 13:38:16.470,2017-08-15 23:14:39.280,M,6000.0000,481,8522
1343,2017-07-30 17:21:12.290,2017-12-05 11:22:00.010,M,6000.0000,169,9633
1343,2017-08-20 11:54:22.210,2018-01-02 18:14:34.790,M,6000.0000,376,11542
1343,2017-10-16 12:42:06.460,2018-03-12 11:31:46.650,M,6000.0000,70,42816
1343,2017-12-10 06:50:06.980,2018-02-24 13:25:25.360,M,6000.0000,584,43039
1343,2018-02-20 17:19:37.140,2018-05-05 19:16:18.550,M,6000.0000,271,126356
1344,2017-04-23 01:44:39.840,2017-06-05 00:06:20.550,M,6000.0000,688,36438
1344,2017-06-17 13:43:55.430,2017-12-14 12:30:24.810,M,6000.0000,584,52475
1344,2017-08-14 03:07:02.650,2017-10-19 22:36:39.480,M,6000.0000,481,12276
1344,2017-09-16 12:22:32.180,2017-12-09 22:37:38.380,M,6000.0000,376,13819
1344,2019-04-05 12:31:03.670,2019-05-07 02:16:35.310,M,6000.0000,271,127356
1344,2019-04-09 07:23:46.670,2019-06-10 15:22:43.540,M,6000.0000,70,52003
1344,2019-04-13 04:58:04.840,2019-09-05 19:01:14.090,M,8000.0000,169,10115
1345,2017-01-12 03:23:18.210,2017-05-18 15:06:00.280,M,8000.0000,584,64039
1345,2017-04-10 22:09:28.430,2017-07-19 19:48:22.690,M,6000.0000,169,15783
1345,2017-06-24 11:35:05.250,2017-10-29 01:09:16.970,M,6000.0000,70,63816
1345,2018-06-03 07:11:43.620,2018-08-15 02:20:33.450,M,6000.0000,481,17268
1345,2018-12-30 03:55:02.000,2019-02-02 04:26:05.810,M,6000.0000,376,17601
1345,2019-04-10 21:21:48.870,2019-05-21 22:29:49.150,M,6000.0000,271,128356
1346,2017-07-30 07:14:18.180,2017-10-12 22:55:09.840,M,6000.0000,584,78279
1346,2017-08-28 07:10:58.870,2018-02-09 11:01:08.520,M,6000.0000,169,17521
1346,2017-10-24 21:23:26.180,2018-01-03 05:36:23.660,M,6000.0000,481,17985
1346,2018-06-25 20:47:12.670,2018-09-22 21:15:42.650,M,6000.0000,688,52561
1346,2018-08-11 09:29:14.340,2018-10-30 12:27:12.950,M,6000.0000,376,21562
1346,2018-11-14 13:15:41.130,2019-01-13 05:10:13.980,M,6000.0000,70,76939
1346,2019-03-27 22:15:53.880,2019-07-20 20:20:22.630,M,6000.0000,272,1211
1347,2017-02-10 01:17:17.370,2017-04-15 05:40:19.140,M,6000.0000,169,21531
1347,2017-04-08 23:09:15.590,2017-10-05 08:48:43.970,M,6000.0000,272,3849
1347,2017-12-16 02:55:36.970,2018-02-10 11:15:52.810,M,6000.0000,481,21382
1347,2018-02-06 00:13:54.440,2018-05-30 05:55:17.420,M,6000.0000,584,85039
1347,2018-07-29 01:40:50.400,2018-09-05 23:18:54.420,M,6000.0000,70,84816
1347,2018-08-26 21:53:40.380,2019-01-23 08:43:13.000,M,6000.0000,376,28157
1347,2018-11-23 02:32:51.460,2019-02-05 09:55:17.900,M,6000.0000,688,63028
1348,2017-05-16 18:01:17.560,2017-09-06 20:22:02.440,M,8000.0000,481,29522
1348,2017-07-26 18:59:32.570,2017-10-01 14:18:01.890,M,6000.0000,584,101620
1348,2017-11-24 22:17:36.010,2018-01-23 19:31:19.020,M,8000.0000,169,30633
1348,2017-12-10 16:24:56.520,2018-04-07 10:19:03.090,M,6000.0000,688,78438
1348,2018-01-31 01:40:07.100,2018-07-01 20:44:05.980,M,6000.0000,272,7630
1348,2018-07-13 17:48:48.620,2018-12-16 11:38:02.880,M,6000.0000,70,101391
1348,2019-01-06 10:25:04.030,2019-04-14 21:17:44.890,M,6000.0000,376,34819
1349,2017-01-15 06:03:21.720,2017-05-18 07:36:31.380,M,6000.0000,376,42562
1349,2017-06-20 13:38:48.370,2017-10-28 21:30:00.890,M,6000.0000,70,105816
1349,2017-08-02 19:33:44.120,2017-12-02 01:02:06.210,M,8000.0000,169,36783
1349,2018-06-24 05:17:06.420,2018-09-06 23:06:33.930,M,6000.0000,584,106039
1349,2018-08-24 11:31:31.400,2018-12-14 11:41:58.150,M,6000.0000,481,38268
1349,2019-01-07 09:23:53.540,2019-03-18 20:35:53.390,M,6000.0000,272,10344
1349,2019-05-17 22:30:19.860,2019-10-26 14:18:51.830,M,6000.0000,688,84028
1350,2017-05-07 02:29:47.230,2017-08-09 03:57:05.830,M,6000.0000,169,42531
1350,2017-05-17 10:38:59.920,2017-07-01 15:16:39.980,M,6000.0000,481,42382
1350,2017-06-29 18:06:40.670,2017-10-05 09:51:07.150,M,6000.0000,688,103521
1350,2017-08-05 17:15:15.750,2018-01-22 08:25:35.350,M,8000.0000,376,53542
1350,2019-02-06 09:25:26.720,2019-03-11 04:51:43.340,M,6000.0000,70,126816
1350,2019-08-01 00:49:39.640,2020-01-22 04:06:25.160,M,6000.0000,584,129039
1350,2019-08-10 07:49:16.250,2019-10-09 19:45:02.780,M,6000.0000,272,13902
1351,2017-05-20 14:49:21.500,2017-10-17 05:04:49.490,M,6000.0000,272,18368
1351,2017-06-13 07:40:07.560,2017-09-29 09:05:28.980,M,6000.0000,585,440
1351,2017-11-05 09:47:26.540,2018-04-15 00:41:49.470,M,6000.0000,70,127816
1351,2018-01-05 00:49:27.580,2018-06-12 19:32:06.800,M,6000.0000,376,63562
1351,2019-07-13 14:48:50.190,2020-01-01 03:18:30.290,M,6000.0000,481,54276
1351,2019-08-25 23:34:35.870,2019-10-18 20:04:23.170,M,6000.0000,169,52115
1352,2017-01-21 08:23:17.740,2017-06-27 05:46:27.040,M,6000.0000,688,126028
1352,2018-02-26 04:10:59.050,2018-04-25 02:29:33.710,M,8000.0000,272,22211
1352,2018-05-02 03:05:43.480,2018-09-03 23:46:12.320,M,6000.0000,70,128816
1352,2018-12-24 21:04:08.070,2019-06-10 04:26:40.340,M,6000.0000,481,63382
1352,2019-03-03 00:11:06.720,2019-04-04 20:31:37.710,M,6000.0000,169,63531
1352,2019-04-14 15:44:35.130,2019-08-02 01:53:11.790,M,6000.0000,376,76819
1352,2019-08-31 04:50:47.390,2019-12-10 01:53:55.030,M,6000.0000,585,4715
1353,2017-01-18 04:31:27.030,2017-07-12 13:14:43.520,M,6000.0000,169,78783
1353,2017-01-18 13:07:38.740,2017-04-07 15:14:23.210,M,6000.0000,481,80268
1353,2017-06-02 16:33:46.190,2017-09-12 11:16:47.770,M,6000.0000,376,84562
1353,2017-09-20 02:27:12.660,2017-12-06 13:44:50.920,M,6000.0000,71,1116
1353,2018-10-06 20:49:53.800,2019-01-23 08:34:25.240,M,8000.0000,688,127028
1353,2019-01-30 09:08:33.720,2019-05-19 13:10:12.290,M,6000.0000,585,7045
1353,2019-03-31 16:01:45.770,2019-06-01 11:22:25.850,M,8000.0000,272,28630
1354,2017-02-03 04:42:06.900,2017-04-23 01:56:49.760,M,6000.0000,169,84531
1354,2017-10-05 11:58:44.160,2017-11-19 00:16:45.770,M,6000.0000,585,12076
1354,2018-04-25 10:28:29.920,2018-06-11 10:47:33.050,M,6000.0000,272,34902
1354,2018-04-29 01:23:08.770,2018-09-12 10:25:29.560,M,6000.0000,376,101601
1354,2018-09-16 06:00:00.450,2019-01-28 11:28:57.160,M,6000.0000,688,128028
1354,2019-04-20 19:57:53.700,2019-06-28 11:53:17.800,M,6000.0000,71,3169
1354,2019-05-24 23:46:23.090,2019-11-05 20:39:34.850,M,6000.0000,481,84382
1355,2017-01-13 07:21:02.850,2017-05-30 19:26:54.240,M,6000.0000,689,458
1355,2017-08-14 18:07:53.240,2017-12-14 06:24:43.730,M,6000.0000,272,43211
1355,2017-11-30 13:12:11.140,2018-02-22 21:59:47.210,M,6000.0000,585,15079
1355,2018-05-12 00:49:23.250,2018-09-18 18:55:19.540,M,8000.0000,169,101521
1355,2018-06-20 08:23:22.640,2018-08-03 21:35:42.740,M,6000.0000,481,101985
1355,2018-09-04 03:04:00.560,2018-10-12 11:52:04.910,M,6000.0000,376,105562
1355,2019-05-03 15:01:08.160,2019-09-02 11:17:38.290,M,8000.0000,71,6451
1356,2017-03-03 00:43:37.800,2017-07-03 21:02:09.710,M,6000.0000,272,52344
1356,2018-01-29 08:01:21.800,2018-06-02 14:02:44.920,M,6000.0000,169,105531
1356,2018-06-12 20:44:13.750,2018-12-02 08:56:38.270,M,6000.0000,689,3968
1356,2018-06-25 07:56:50.970,2018-08-15 12:02:48.920,M,6000.0000,376,126562
1356,2019-02-05 20:05:59.430,2019-08-03 18:54:59.770,M,6000.0000,585,18003
1356,2019-04-18 02:10:22.030,2019-09-30 06:34:51.790,M,6000.0000,481,105382
1356,2019-04-28 03:29:29.320,2019-08-08 11:29:22.430,M,6000.0000,71,12335
1357,2017-05-18 04:37:01.160,2017-09-04 20:22:01.600,M,6000.0000,71,13935
1357,2018-06-12 23:46:29.740,2018-11-21 06:14:48.800,M,6000.0000,481,126382
1357,2018-11-01 00:13:19.820,2019-04-12 12:17:55.350,M,6000.0000,376,127562
1357,2019-03-23 00:12:01.200,2019-05-06 02:41:29.580,M,6000.0000,585,21440
1357,2019-03-24 16:16:21.990,2019-09-07 16:06:51.950,M,6000.0000,272,64211
1357,2019-05-21 11:00:25.200,2019-09-13 20:18:38.360,M,6000.0000,169,126531
1358,2017-06-09 20:10:43.440,2017-07-28 22:28:49.230,M,6000.0000,272,76902
1358,2018-03-18 10:07:33.350,2018-09-16 10:14:32.270,M,8000.0000,71,17722
1358,2018-04-25 08:05:01.080,2018-08-25 23:40:06.040,M,6000.0000,169,127531
1358,2018-09-06 18:33:57.310,2018-12-16 16:07:27.790,M,8000.0000,481,127382
1358,2019-04-21 06:03:00.210,2019-08-21 15:59:58.370,M,6000.0000,585,28045
1358,2019-08-07 15:00:36.220,2020-01-17 00:12:56.930,M,6000.0000,376,128562
1359,2017-04-08 09:55:02.550,2017-10-02 21:52:31.840,M,6000.0000,169,128531
1359,2017-05-22 13:35:57.160,2017-09-13 21:01:53.370,M,6000.0000,377,876
1359,2017-07-15 17:10:23.450,2017-09-18 05:50:42.850,M,6000.0000,71,22116
1359,2017-09-07 12:44:07.270,2018-03-07 07:25:33.420,M,8000.0000,481,128382
1359,2018-09-21 07:22:27.150,2018-12-30 11:26:13.670,M,8000.0000,689,15758
1359,2018-12-31 14:46:16.650,2019-02-24 05:19:09.760,M,6000.0000,272,85211
1359,2019-03-05 10:14:14.500,2019-05-29 02:21:52.140,M,6000.0000,585,36079
1360,2017-02-14 08:53:28.830,2017-05-21 17:11:10.590,M,6000.0000,689,18653
1360,2017-06-05 21:59:27.930,2017-08-10 00:21:17.570,M,6000.0000,71,27451
1360,2017-07-14 16:59:05.850,2017-09-06 05:09:55.000,M,6000.0000,377,3698
1360,2017-07-18 04:37:36.790,2018-01-04 11:00:42.990,M,6000.0000,482,72
1360,2017-10-08 04:22:19.240,2018-02-07 18:49:40.230,M,6000.0000,170,1394
1360,2019-04-06 06:25:30.440,2019-09-27 04:04:43.220,M,6000.0000,272,102368
1361,2017-01-10 03:57:10.580,2017-03-22 09:17:42.970,M,6000.0000,585,54076
1361,2017-01-24 08:39:31.540,2017-04-05 00:45:13.300,M,6000.0000,482,6508
1361,2017-02-28 02:12:52.800,2017-04-06 06:01:51.710,M,6000.0000,689,21458
1361,2017-05-08 07:00:25.490,2017-09-15 03:17:08.590,M,6000.0000,377,8489
1361,2017-05-31 12:31:07.360,2017-07-10 08:58:59.460,M,6000.0000,71,34935
1361,2018-09-24 11:05:09.440,2018-11-01 20:19:52.800,M,6000.0000,170,5651
1361,2019-07-03 12:01:55.760,2019-10-20 07:43:33.110,M,6000.0000,272,106211
1362,2017-06-08 19:18:45.630,2017-09-17 08:30:48.090,M,6000.0000,377,11870
1362,2017-07-02 06:42:10.030,2017-10-08 21:44:00.890,M,6000.0000,482,6700
1362,2019-02-22 02:56:46.300,2019-07-31 03:53:30.780,M,6000.0000,71,43116
1362,2019-05-27 07:30:32.120,2019-10-05 07:14:38.840,M,6000.0000,170,8824
1362,2019-08-18 15:44:41.830,2019-10-17 09:26:05.500,M,6000.0000,272,129211
1363,2017-02-11 03:16:57.510,2017-08-09 18:29:20.860,M,8000.0000,71,54335
1363,2017-06-08 17:45:45.860,2017-08-23 20:07:48.240,M,6000.0000,689,36758
1363,2017-12-12 07:59:38.510,2018-03-14 19:16:25.840,M,6000.0000,377,15151
1363,2017-12-23 11:51:57.810,2018-05-13 21:37:16.970,M,6000.0000,170,12371
1363,2019-04-28 20:11:20.250,2019-06-08 09:05:22.000,M,6000.0000,585,78079
1363,2019-07-29 05:49:05.500,2020-01-15 10:46:02.690,M,6000.0000,273,4001
1363,2019-08-03 10:13:43.880,2019-11-27 11:18:03.760,M,6000.0000,482,11269
1364,2017-03-07 21:29:42.420,2017-05-26 05:34:06.220,M,8000.0000,377,17963
1364,2017-03-16 07:55:39.050,2017-05-15 08:17:42.340,M,6000.0000,585,84440
1364,2017-10-28 11:34:44.770,2018-03-07 11:20:37.720,M,6000.0000,273,5007
1364,2018-11-08 00:49:51.310,2019-02-04 04:35:15.870,M,6000.0000,482,14640
1364,2019-03-07 15:00:17.160,2019-07-06 13:08:47.000,M,8000.0000,170,13980
1364,2019-06-23 02:57:22.400,2019-08-02 13:24:27.070,M,6000.0000,71,64116
1365,2017-03-25 21:49:46.360,2017-07-24 22:17:36.330,M,6000.0000,273,6654
1365,2017-04-01 17:52:49.490,2017-08-18 20:29:12.060,M,8000.0000,689,52919
1365,2017-04-02 12:45:48.620,2017-08-27 12:28:02.530,M,6000.0000,585,102003
1365,2017-06-25 12:09:53.430,2017-12-08 15:54:38.290,M,8000.0000,71,76935
1365,2017-11-15 08:17:06.730,2018-01-19 06:29:30.690,M,8000.0000,170,18095
1365,2017-12-27 18:05:29.420,2018-05-27 05:21:44.030,M,6000.0000,377,21876
1365,2018-06-26 18:38:16.680,2018-10-29 13:48:35.300,M,6000.0000,482,18496
1366,2017-03-06 17:10:06.490,2017-05-01 12:07:37.870,M,6000.0000,71,85116
1366,2017-07-25 06:02:47.140,2017-10-07 14:34:16.320,M,6000.0000,377,29489
1366,2017-07-31 18:00:07.380,2017-10-15 16:51:54.020,M,6000.0000,482,21072
1366,2017-10-11 07:59:39.870,2018-01-17 16:08:39.740,M,6000.0000,273,10705
1366,2018-06-18 17:50:38.100,2018-09-11 00:29:18.970,M,6000.0000,689,63458
1366,2019-06-11 22:10:40.390,2019-08-15 13:19:29.890,M,6000.0000,585,105440
1366,2019-08-09 05:32:30.140,2019-10-23 01:10:56.200,M,6000.0000,170,22394
1367,2017-01-14 03:01:35.220,2017-03-28 06:01:27.410,M,6000.0000,585,126440
1367,2017-06-19 03:30:34.660,2017-09-14 17:35:46.420,M,6000.0000,482,27700
1367,2017-11-17 06:05:16.130,2018-04-03 02:19:40.430,M,8000.0000,170,29824
1367,2018-07-25 14:08:39.450,2018-09-30 13:44:31.510,M,6000.0000,689,78758
1367,2019-01-12 18:39:58.380,2019-06-23 00:52:22.260,M,6000.0000,377,36151
1367,2019-02-05 14:24:39.470,2019-05-21 06:33:14.810,M,6000.0000,71,101722
1367,2019-05-04 23:41:17.240,2019-08-07 08:07:07.820,M,6000.0000,273,14212
1368,2017-03-22 15:16:22.660,2017-06-14 22:36:41.670,M,8000.0000,585,127440
1368,2017-03-29 04:27:27.060,2017-06-23 06:33:12.360,M,6000.0000,689,84458
1368,2017-08-27 18:25:35.490,2018-01-18 03:23:48.190,M,6000.0000,377,42876
1368,2018-01-12 11:36:09.460,2018-03-24 14:35:50.240,M,6000.0000,170,34980
1368,2018-02-05 10:29:09.740,2018-07-10 10:44:11.590,M,6000.0000,71,106116
1368,2018-06-13 15:19:52.180,2018-09-07 23:57:07.920,M,8000.0000,482,35640
1368,2018-07-05 00:24:28.070,2018-12-28 09:45:44.050,M,8000.0000,273,18619
