workAttendanceTime,workGetOffTime,workHourEmployeeNum
2019-08-02 06:22:05.140,2019-08-10 06:22:06.140,40
2019-08-02 07:04:34.450,2019-08-10 07:04:35.450,26
2019-08-02 07:11:33.030,2019-08-10 07:11:34.030,49
2019-08-02 07:57:31.130,2019-08-10 07:57:32.130,17
2019-08-02 08:00:18.800,2019-08-10 08:00:19.800,33
2019-08-02 08:06:35.790,2019-08-10 08:06:36.790,32
2019-08-02 09:49:33.030,2019-08-10 09:49:34.030,49
2019-08-02 10:06:04.980,2019-08-10 10:06:05.980,24
2019-08-02 10:38:01.770,2019-08-10 10:38:02.770,37
2019-08-02 10:42:51.900,2019-08-10 10:42:52.900,10
2019-08-02 11:04:16.920,2019-08-10 11:04:17.920,40
2019-08-02 11:12:31.920,2019-08-10 11:12:32.920,29
2019-08-02 11:27:03.830,2019-08-10 11:27:04.830,33
2019-08-02 11:44:29.060,2019-08-10 11:44:30.060,20
2019-08-02 13:23:35.100,2019-08-10 13:23:36.100,44
2019-08-02 13:30:24.250,2019-08-10 13:30:25.250,8
2019-08-02 14:01:28.520,2019-08-10 14:01:29.520,42
2019-08-02 14:29:15.120,2019-08-10 14:29:16.120,22
2019-08-02 14:42:04.870,2019-08-10 14:42:05.870,45
2019-08-02 14:45:35.340,2019-08-10 14:45:36.340,17
2019-08-02 15:27:40.270,2019-08-10 15:27:41.270,25
2019-08-02 15:58:07.310,2019-08-10 15:58:08.310,18
2019-08-02 16:03:07.670,2019-08-10 16:03:08.670,24
2019-08-02 16:08:58.260,2019-08-10 16:08:59.260,4
2019-08-02 16:14:55.150,2019-08-10 16:14:56.150,35
2019-08-02 16:16:39.610,2019-08-10 16:16:40.610,14
2019-08-02 17:53:45.210,2019-08-10 17:53:46.210,35
2019-08-02 18:01:57.030,2019-08-10 18:01:58.030,49
2019-08-02 18:59:10.490,2019-08-10 18:59:11.490,34
2019-08-02 19:36:13.040,2019-08-10 19:36:14.040,48
2019-08-02 20:38:07.370,2019-08-10 20:38:08.370,34
2019-08-02 21:27:10.980,2019-08-10 21:27:11.980,44
2019-08-02 23:01:43.240,2019-08-10 23:01:44.240,38
2019-08-02 23:42:04.040,2019-08-10 23:42:05.040,1
2019-08-02 23:42:42.070,2019-08-10 23:42:43.070,42
2019-08-03 00:12:38.380,2019-08-11 00:12:39.380,31
2019-08-03 00:24:46.940,2019-08-11 00:24:47.940,45
2019-08-03 00:53:07.670,2019-08-11 00:53:08.670,22
2019-08-03 01:02:53.110,2019-08-11 01:02:54.110,35
2019-08-03 01:03:58.630,2019-08-11 01:03:59.630,18
2019-08-03 01:28:35.630,2019-08-11 01:28:36.630,46
2019-08-03 01:52:42.770,2019-08-11 01:52:43.770,37
2019-08-03 02:34:07.330,2019-08-11 02:34:08.330,7
2019-08-03 02:41:35.020,2019-08-11 02:41:36.020,43
2019-08-03 03:18:41.610,2019-08-11 03:18:42.610,27
2019-08-03 04:00:56.660,2019-08-11 04:00:57.660,35
2019-08-03 04:01:58.160,2019-08-11 04:01:59.160,49
2019-08-03 05:01:34.960,2019-08-11 05:01:35.960,29
2019-08-03 05:11:33.660,2019-08-11 05:11:34.660,37
2019-08-03 05:42:10.620,2019-08-11 05:42:11.620,25
2019-08-03 06:47:00.830,2019-08-11 06:47:01.830,2
2019-08-03 08:15:03.090,2019-08-11 08:15:04.090,39
2019-08-03 08:32:01.560,2019-08-11 08:32:02.560,23
2019-08-03 09:21:09.230,2019-08-11 09:21:10.230,9
2019-08-03 10:09:56.170,2019-08-11 10:09:57.170,14
2019-08-03 10:23:05.580,2019-08-11 10:23:06.580,8
2019-08-03 11:46:59.530,2019-08-11 11:47:00.530,47
2019-08-03 12:54:08.610,2019-08-11 12:54:09.610,27
2019-08-03 13:23:23.100,2019-08-11 13:23:24.100,35
2019-08-03 13:35:59.820,2019-08-11 13:36:00.820,47
2019-08-03 14:12:00.310,2019-08-11 14:12:01.310,45
2019-08-03 14:17:30.630,2019-08-11 14:17:31.630,27
2019-08-03 15:26:16.210,2019-08-11 15:26:17.210,40
2019-08-03 15:52:15.170,2019-08-11 15:52:16.170,31
2019-08-03 16:34:50.590,2019-08-11 16:34:51.590,23
2019-08-03 16:48:19.940,2019-08-11 16:48:20.940,9
2019-08-03 16:58:19.210,2019-08-11 16:58:20.210,9
2019-08-03 17:17:49.060,2019-08-11 17:17:50.060,29
2019-08-03 17:37:21.850,2019-08-11 17:37:22.850,7
2019-08-03 17:54:56.220,2019-08-11 17:54:57.220,15
2019-08-03 18:04:55.850,2019-08-11 18:04:56.850,22
2019-08-03 18:15:17.430,2019-08-11 18:15:18.430,2
2019-08-03 18:45:03.290,2019-08-11 18:45:04.290,21
2019-08-03 18:55:28.240,2019-08-11 18:55:29.240,13
2019-08-03 19:08:48.340,2019-08-11 19:08:49.340,13
2019-08-03 20:03:56.000,2019-08-11 20:03:57.000,12
2019-08-03 20:07:43.630,2019-08-11 20:07:44.630,46
2019-08-03 20:40:58.210,2019-08-11 20:40:59.210,50
2019-08-03 20:43:49.600,2019-08-11 20:43:50.600,50
2019-08-03 20:49:55.380,2019-08-11 20:49:56.380,4
2019-08-03 21:47:33.090,2019-08-11 21:47:34.090,18
2019-08-03 22:26:34.080,2019-08-11 22:26:35.080,4
2019-08-03 22:32:47.670,2019-08-11 22:32:48.670,35
2019-08-03 22:41:40.790,2019-08-11 22:41:41.790,43
2019-08-03 22:53:45.210,2019-08-11 22:53:46.210,10
2019-08-03 22:56:01.990,2019-08-11 22:56:02.990,41
2019-08-03 22:59:46.220,2019-08-11 22:59:47.220,38
2019-08-03 23:10:22.600,2019-08-11 23:10:23.600,42
2019-08-03 23:11:13.510,2019-08-11 23:11:14.510,8
2019-08-04 00:30:53.510,2019-08-12 00:30:54.510,27
2019-08-04 00:56:07.490,2019-08-12 00:56:08.490,33
2019-08-04 01:25:46.670,2019-08-12 01:25:47.670,8
2019-08-04 02:58:43.370,2019-08-12 02:58:44.370,42
2019-08-04 03:13:38.510,2019-08-12 03:13:39.510,16
2019-08-04 03:41:45.020,2019-08-12 03:41:46.020,11
2019-08-04 05:06:12.900,2019-08-12 05:06:13.900,29
2019-08-04 05:32:24.970,2019-08-12 05:32:25.970,9
2019-08-04 05:44:15.320,2019-08-12 05:44:16.320,11
2019-08-04 06:27:22.580,2019-08-12 06:27:23.580,7
2019-08-04 06:53:59.770,2019-08-12 06:54:00.770,40
2019-08-04 07:01:10.870,2019-08-12 07:01:11.870,20
2019-08-04 07:04:13.950,2019-08-12 07:04:14.950,10
2019-08-04 08:20:13.020,2019-08-12 08:20:14.020,13
2019-08-04 08:23:51.440,2019-08-12 08:23:52.440,41
2019-08-04 08:24:58.090,2019-08-12 08:24:59.090,23
2019-08-04 08:25:13.050,2019-08-12 08:25:14.050,48
2019-08-04 08:26:11.700,2019-08-12 08:26:12.700,35
2019-08-04 09:10:04.800,2019-08-12 09:10:05.800,31
2019-08-04 09:58:27.230,2019-08-12 09:58:28.230,21
2019-08-04 10:25:27.300,2019-08-12 10:25:28.300,50
2019-08-04 10:27:53.300,2019-08-12 10:27:54.300,24
2019-08-04 11:08:50.200,2019-08-12 11:08:51.200,41
2019-08-04 12:23:52.190,2019-08-12 12:23:53.190,34
2019-08-04 13:02:38.830,2019-08-12 13:02:39.830,39
2019-08-04 13:21:21.850,2019-08-12 13:21:22.850,31
2019-08-04 13:23:03.270,2019-08-12 13:23:04.270,49
2019-08-04 14:23:44.230,2019-08-12 14:23:45.230,35
2019-08-04 14:24:33.480,2019-08-12 14:24:34.480,26
2019-08-04 14:36:15.960,2019-08-12 14:36:16.960,21
2019-08-04 15:17:22.840,2019-08-12 15:17:23.840,24
2019-08-04 15:33:59.110,2019-08-12 15:34:00.110,33
2019-08-04 16:58:09.190,2019-08-12 16:58:10.190,31
2019-08-04 17:04:32.490,2019-08-12 17:04:33.490,23
2019-08-04 17:20:29.560,2019-08-12 17:20:30.560,23
2019-08-04 17:51:48.190,2019-08-12 17:51:49.190,6
2019-08-04 17:57:39.880,2019-08-12 17:57:40.880,31
2019-08-04 18:06:57.170,2019-08-12 18:06:58.170,1
2019-08-04 18:14:48.380,2019-08-12 18:14:49.380,15
2019-08-04 19:41:04.540,2019-08-12 19:41:05.540,41
2019-08-04 19:45:36.170,2019-08-12 19:45:37.170,28
2019-08-04 19:57:36.080,2019-08-12 19:57:37.080,8
2019-08-04 20:25:19.860,2019-08-12 20:25:20.860,21
2019-08-04 20:28:06.280,2019-08-12 20:28:07.280,48
2019-08-04 20:53:47.510,2019-08-12 20:53:48.510,10
2019-08-04 21:03:45.470,2019-08-12 21:03:46.470,30
2019-08-04 21:12:39.090,2019-08-12 21:12:40.090,3
2019-08-04 21:27:58.930,2019-08-12 21:27:59.930,39
2019-08-04 22:04:48.850,2019-08-12 22:04:49.850,19
2019-08-04 22:55:38.820,2019-08-12 22:55:39.820,16
2019-08-04 23:07:44.610,2019-08-12 23:07:45.610,3
2019-08-04 23:37:04.120,2019-08-12 23:37:05.120,21
2019-08-04 23:48:47.090,2019-08-12 23:48:48.090,35
2019-08-04 23:59:07.270,2019-08-12 23:59:08.270,42
2019-08-05 01:06:28.130,2019-08-13 01:06:29.130,42
2019-08-05 02:33:16.170,2019-08-13 02:33:17.170,2
2019-08-05 05:29:05.730,2019-08-13 05:29:06.730,33
2019-08-05 05:49:05.070,2019-08-13 05:49:06.070,20
2019-08-05 06:11:23.510,2019-08-13 06:11:24.510,47
2019-08-05 06:23:59.990,2019-08-13 06:24:00.990,24
2019-08-05 06:28:48.970,2019-08-13 06:28:49.970,44
2019-08-05 07:28:15.560,2019-08-13 07:28:16.560,4
2019-08-05 08:05:28.600,2019-08-13 08:05:29.600,33
2019-08-05 08:30:58.930,2019-08-13 08:30:59.930,36
2019-08-05 08:32:49.820,2019-08-13 08:32:50.820,43
2019-08-05 08:43:30.310,2019-08-13 08:43:31.310,34
2019-08-05 09:11:40.970,2019-08-13 09:11:41.970,25
2019-08-05 09:58:29.850,2019-08-13 09:58:30.850,26
2019-08-05 10:16:02.040,2019-08-13 10:16:03.040,20
2019-08-05 10:17:44.400,2019-08-13 10:17:45.400,1
2019-08-05 11:08:01.060,2019-08-13 11:08:02.060,20
2019-08-05 11:21:02.550,2019-08-13 11:21:03.550,44
2019-08-05 11:38:51.970,2019-08-13 11:38:52.970,24
2019-08-05 12:51:38.110,2019-08-13 12:51:39.110,17
2019-08-05 12:53:03.870,2019-08-13 12:53:04.870,13
2019-08-05 13:25:28.100,2019-08-13 13:25:29.100,23
2019-08-05 13:38:18.150,2019-08-13 13:38:19.150,16
2019-08-05 14:14:03.620,2019-08-13 14:14:04.620,11
2019-08-05 14:37:40.990,2019-08-13 14:37:41.990,26
2019-08-05 15:52:03.720,2019-08-13 15:52:04.720,39
2019-08-05 16:15:11.200,2019-08-13 16:15:12.200,14
2019-08-05 16:48:53.730,2019-08-13 16:48:54.730,49
2019-08-05 17:09:49.320,2019-08-13 17:09:50.320,19
2019-08-05 19:07:42.040,2019-08-13 19:07:43.040,17
2019-08-05 19:42:09.080,2019-08-13 19:42:10.080,40
2019-08-05 19:50:43.960,2019-08-13 19:50:44.960,20
2019-08-05 19:58:04.200,2019-08-13 19:58:05.200,13
2019-08-05 20:01:02.390,2019-08-13 20:01:03.390,6
2019-08-05 21:15:12.600,2019-08-13 21:15:13.600,45
2019-08-05 21:24:43.470,2019-08-13 21:24:44.470,25
2019-08-05 22:16:57.600,2019-08-13 22:16:58.600,42
2019-08-05 22:46:28.600,2019-08-13 22:46:29.600,16
2019-08-05 22:57:39.960,2019-08-13 22:57:40.960,14
2019-08-05 23:17:38.910,2019-08-13 23:17:39.910,44
2019-08-05 23:41:44.980,2019-08-13 23:41:45.980,44
2019-08-05 23:46:36.810,2019-08-13 23:46:37.810,45
2019-08-06 00:01:22.000,2019-08-14 00:01:23.000,23
2019-08-06 00:18:30.080,2019-08-14 00:18:31.080,36
2019-08-06 00:33:21.030,2019-08-14 00:33:22.030,26
2019-08-06 01:08:42.970,2019-08-14 01:08:43.970,31
2019-08-06 01:24:29.000,2019-08-14 01:24:30.000,7
2019-08-06 01:28:20.350,2019-08-14 01:28:21.350,36
2019-08-06 01:36:43.650,2019-08-14 01:36:44.650,36
2019-08-06 02:25:30.180,2019-08-14 02:25:31.180,1
2019-08-06 02:27:50.650,2019-08-14 02:27:51.650,46
2019-08-06 03:25:17.460,2019-08-14 03:25:18.460,38
2019-08-06 04:00:01.470,2019-08-14 04:00:02.470,1
2019-08-06 04:28:09.480,2019-08-14 04:28:10.480,9
2019-08-06 04:55:47.400,2019-08-14 04:55:48.400,37
2019-08-06 05:21:53.470,2019-08-14 05:21:54.470,19
2019-08-06 05:45:41.550,2019-08-14 05:45:42.550,46
2019-08-06 05:50:08.630,2019-08-14 05:50:09.630,32
2019-08-06 06:24:51.580,2019-08-14 06:24:52.580,5
2019-08-06 06:31:46.950,2019-08-14 06:31:47.950,39
2019-08-06 07:24:03.370,2019-08-14 07:24:04.370,23
2019-08-06 08:06:47.130,2019-08-14 08:06:48.130,16
2019-08-06 09:49:39.170,2019-08-14 09:49:40.170,15
2019-08-06 09:58:13.090,2019-08-14 09:58:14.090,14
2019-08-06 10:42:17.050,2019-08-14 10:42:18.050,17
2019-08-06 10:53:58.830,2019-08-14 10:53:59.830,11
2019-08-06 10:55:34.420,2019-08-14 10:55:35.420,49
2019-08-06 10:57:02.390,2019-08-14 10:57:03.390,31
2019-08-06 11:17:36.760,2019-08-14 11:17:37.760,34
2019-08-06 11:27:40.160,2019-08-14 11:27:41.160,23
2019-08-06 11:43:27.660,2019-08-14 11:43:28.660,2
2019-08-06 11:46:33.370,2019-08-14 11:46:34.370,29
2019-08-06 12:31:40.500,2019-08-14 12:31:41.500,16
2019-08-06 14:24:43.280,2019-08-14 14:24:44.280,21
2019-08-06 14:26:35.340,2019-08-14 14:26:36.340,8
2019-08-06 15:02:07.900,2019-08-14 15:02:08.900,7
2019-08-06 15:39:44.580,2019-08-14 15:39:45.580,10
2019-08-06 15:54:04.910,2019-08-14 15:54:05.910,43
2019-08-06 16:06:02.850,2019-08-14 16:06:03.850,27
2019-08-06 16:36:36.300,2019-08-14 16:36:37.300,41
2019-08-06 17:32:30.780,2019-08-14 17:32:31.780,13
2019-08-06 18:10:49.540,2019-08-14 18:10:50.540,29
2019-08-06 18:19:55.060,2019-08-14 18:19:56.060,5
2019-08-06 19:45:23.560,2019-08-14 19:45:24.560,11
2019-08-06 20:10:15.270,2019-08-14 20:10:16.270,11
2019-08-06 20:42:39.120,2019-08-14 20:42:40.120,21
2019-08-06 20:51:26.820,2019-08-14 20:51:27.820,46
2019-08-06 21:28:32.840,2019-08-14 21:28:33.840,17
2019-08-06 21:47:23.290,2019-08-14 21:47:24.290,4
2019-08-06 22:37:30.900,2019-08-14 22:37:31.900,22
2019-08-06 22:49:49.420,2019-08-14 22:49:50.420,22
2019-08-06 23:18:03.940,2019-08-14 23:18:04.940,50
2019-08-06 23:26:35.880,2019-08-14 23:26:36.880,9
2019-08-07 00:54:56.420,2019-08-15 00:54:57.420,33
2019-08-07 01:16:42.050,2019-08-15 01:16:43.050,15
2019-08-07 01:35:43.910,2019-08-15 01:35:44.910,28
2019-08-07 01:50:10.950,2019-08-15 01:50:11.950,41
2019-08-07 02:20:02.180,2019-08-15 02:20:03.180,23
2019-08-07 03:04:16.490,2019-08-15 03:04:17.490,26
2019-08-07 04:09:37.120,2019-08-15 04:09:38.120,13
2019-08-07 04:34:04.930,2019-08-15 04:34:05.930,50
2019-08-07 05:31:33.590,2019-08-15 05:31:34.590,38
2019-08-07 06:05:38.900,2019-08-15 06:05:39.900,44
2019-08-07 06:06:11.690,2019-08-15 06:06:12.690,15
2019-08-07 06:41:37.120,2019-08-15 06:41:38.120,25
2019-08-07 07:20:15.340,2019-08-15 07:20:16.340,43
2019-08-07 07:40:47.590,2019-08-15 07:40:48.590,39
2019-08-07 07:52:00.760,2019-08-15 07:52:01.760,30
2019-08-07 08:11:41.800,2019-08-15 08:11:42.800,43
2019-08-07 08:14:50.010,2019-08-15 08:14:51.010,3
2019-08-07 09:17:08.700,2019-08-15 09:17:09.700,17
2019-08-07 09:38:51.790,2019-08-15 09:38:52.790,45
2019-08-07 09:49:27.590,2019-08-15 09:49:28.590,21
2019-08-07 09:51:47.840,2019-08-15 09:51:48.840,24
2019-08-07 10:47:39.820,2019-08-15 10:47:40.820,27
2019-08-07 11:07:01.900,2019-08-15 11:07:02.900,39
2019-08-07 11:07:53.680,2019-08-15 11:07:54.680,21
2019-08-07 12:28:15.210,2019-08-15 12:28:16.210,2
2019-08-07 12:55:41.300,2019-08-15 12:55:42.300,48
2019-08-07 12:57:59.130,2019-08-15 12:58:00.130,39
2019-08-07 12:59:28.190,2019-08-15 12:59:29.190,39
2019-08-07 14:52:35.740,2019-08-15 14:52:36.740,39
2019-08-07 14:53:53.330,2019-08-15 14:53:54.330,27
2019-08-07 15:01:20.450,2019-08-15 15:01:21.450,39
2019-08-07 15:38:28.830,2019-08-15 15:38:29.830,49
2019-08-07 15:52:08.160,2019-08-15 15:52:09.160,29
2019-08-07 15:54:32.390,2019-08-15 15:54:33.390,23
2019-08-07 15:57:29.420,2019-08-15 15:57:30.420,6
2019-08-07 16:02:47.820,2019-08-15 16:02:48.820,2
2019-08-07 16:54:57.520,2019-08-15 16:54:58.520,19
2019-08-07 17:12:27.500,2019-08-15 17:12:28.500,15
2019-08-07 17:14:34.950,2019-08-15 17:14:35.950,34
2019-08-07 17:35:51.120,2019-08-15 17:35:52.120,20
2019-08-07 18:17:19.400,2019-08-15 18:17:20.400,44
2019-08-07 18:29:56.140,2019-08-15 18:29:57.140,1
2019-08-07 18:37:13.210,2019-08-15 18:37:14.210,8
2019-08-07 19:26:14.030,2019-08-15 19:26:15.030,12
2019-08-07 19:28:07.920,2019-08-15 19:28:08.920,33
2019-08-07 20:00:43.860,2019-08-15 20:00:44.860,47
2019-08-07 20:41:11.970,2019-08-15 20:41:12.970,31
2019-08-07 21:01:20.840,2019-08-15 21:01:21.840,28
2019-08-07 22:44:13.850,2019-08-15 22:44:14.850,38
2019-08-07 22:51:20.160,2019-08-15 22:51:21.160,19
2019-08-07 23:15:50.710,2019-08-15 23:15:51.710,50
2019-08-08 00:30:09.740,2019-08-16 00:30:10.740,34
2019-08-08 01:21:40.770,2019-08-16 01:21:41.770,37
2019-08-08 01:59:58.770,2019-08-16 01:59:59.770,5
2019-08-08 02:31:28.780,2019-08-16 02:31:29.780,34
2019-08-08 02:58:04.600,2019-08-16 02:58:05.600,41
2019-08-08 03:01:43.520,2019-08-16 03:01:44.520,33
2019-08-08 03:26:16.510,2019-08-16 03:26:17.510,22
2019-08-08 04:27:05.580,2019-08-16 04:27:06.580,36
2019-08-08 04:47:46.150,2019-08-16 04:47:47.150,21
2019-08-08 05:29:55.910,2019-08-16 05:29:56.910,46
2019-08-08 05:47:46.630,2019-08-16 05:47:47.630,4
2019-08-08 06:19:24.400,2019-08-16 06:19:25.400,50
2019-08-08 08:00:14.300,2019-08-16 08:00:15.300,2
2019-08-08 08:10:35.900,2019-08-16 08:10:36.900,50
2019-08-08 08:56:33.540,2019-08-16 08:56:34.540,23
2019-08-08 09:29:22.260,2019-08-16 09:29:23.260,14
2019-08-08 10:03:38.080,2019-08-16 10:03:39.080,19
2019-08-08 10:13:24.840,2019-08-16 10:13:25.840,16
2019-08-08 11:01:43.080,2019-08-16 11:01:44.080,27
2019-08-08 11:30:27.550,2019-08-16 11:30:28.550,8
2019-08-08 12:02:03.150,2019-08-16 12:02:04.150,45
2019-08-08 12:19:30.340,2019-08-16 12:19:31.340,2
2019-08-08 12:58:22.100,2019-08-16 12:58:23.100,23
2019-08-08 12:59:37.180,2019-08-16 12:59:38.180,39
2019-08-08 13:07:23.570,2019-08-16 13:07:24.570,48
2019-08-08 13:27:36.280,2019-08-16 13:27:37.280,49
2019-08-08 13:39:38.760,2019-08-16 13:39:39.760,25
2019-08-08 14:24:48.530,2019-08-16 14:24:49.530,30
2019-08-08 14:51:08.790,2019-08-16 14:51:09.790,47
2019-08-08 15:02:40.220,2019-08-16 15:02:41.220,43
2019-08-08 15:03:25.850,2019-08-16 15:03:26.850,29
2019-08-08 15:20:20.840,2019-08-16 15:20:21.840,26
2019-08-08 16:08:40.920,2019-08-16 16:08:41.920,7
2019-08-08 16:35:04.280,2019-08-16 16:35:05.280,47
2019-08-08 17:21:56.080,2019-08-16 17:21:57.080,37
2019-08-08 17:37:57.520,2019-08-16 17:37:58.520,44
2019-08-08 17:40:25.210,2019-08-16 17:40:26.210,42
2019-08-08 17:54:09.880,2019-08-16 17:54:10.880,18
2019-08-08 18:32:01.510,2019-08-16 18:32:02.510,40
2019-08-08 18:40:30.820,2019-08-16 18:40:31.820,24
2019-08-08 18:53:49.410,2019-08-16 18:53:50.410,14
2019-08-08 19:08:47.580,2019-08-16 19:08:48.580,40
2019-08-08 19:29:57.970,2019-08-16 19:29:58.970,14
2019-08-08 19:36:04.370,2019-08-16 19:36:05.370,14
2019-08-08 20:31:11.360,2019-08-16 20:31:12.360,32
2019-08-08 21:06:34.990,2019-08-16 21:06:35.990,31
2019-08-08 21:21:30.000,2019-08-16 21:21:31.000,31
2019-08-08 21:43:52.270,2019-08-16 21:43:53.270,42
2019-08-08 22:07:36.650,2019-08-16 22:07:37.650,1
2019-08-08 22:20:20.110,2019-08-16 22:20:21.110,43
2019-08-08 22:29:55.280,2019-08-16 22:29:56.280,23
2019-08-08 22:41:37.120,2019-08-16 22:41:38.120,23
2019-08-08 22:48:41.480,2019-08-16 22:48:42.480,40
2019-08-08 22:52:17.940,2019-08-16 22:52:18.940,37
2019-08-08 22:53:52.460,2019-08-16 22:53:53.460,2
2019-08-08 23:14:04.500,2019-08-16 23:14:05.500,24
2019-08-08 23:15:26.590,2019-08-16 23:15:27.590,27
2019-08-09 00:11:24.340,2019-08-17 00:11:25.340,6
2019-08-09 00:34:50.020,2019-08-17 00:34:51.020,34
2019-08-09 00:40:26.240,2019-08-17 00:40:27.240,13
2019-08-09 00:42:51.060,2019-08-17 00:42:52.060,33
2019-08-09 00:47:31.810,2019-08-17 00:47:32.810,1
2019-08-09 00:51:33.630,2019-08-17 00:51:34.630,22
2019-08-09 00:59:19.270,2019-08-17 00:59:20.270,43
2019-08-09 01:16:51.800,2019-08-17 01:16:52.800,28
2019-08-09 01:24:58.310,2019-08-17 01:24:59.310,24
2019-08-09 01:41:58.050,2019-08-17 01:41:59.050,9
2019-08-09 02:38:46.940,2019-08-17 02:38:47.940,44
2019-08-09 03:08:57.840,2019-08-17 03:08:58.840,35
2019-08-09 03:25:46.780,2019-08-17 03:25:47.780,16
2019-08-09 03:30:15.790,2019-08-17 03:30:16.790,4
2019-08-09 03:46:44.260,2019-08-17 03:46:45.260,35
2019-08-09 04:02:21.680,2019-08-17 04:02:22.680,23
2019-08-09 05:12:58.170,2019-08-17 05:12:59.170,21
2019-08-09 05:28:45.170,2019-08-17 05:28:46.170,41
2019-08-09 05:41:57.070,2019-08-17 05:41:58.070,25
2019-08-09 05:42:41.860,2019-08-17 05:42:42.860,32
2019-08-09 05:54:58.380,2019-08-17 05:54:59.380,5
2019-08-09 05:55:58.830,2019-08-17 05:55:59.830,7
2019-08-09 07:03:20.780,2019-08-17 07:03:21.780,16
2019-08-09 07:09:32.900,2019-08-17 07:09:33.900,19
2019-08-09 07:52:34.360,2019-08-17 07:52:35.360,24
2019-08-09 08:03:34.700,2019-08-17 08:03:35.700,12
2019-08-09 08:04:12.560,2019-08-17 08:04:13.560,29
2019-08-09 08:12:53.790,2019-08-17 08:12:54.790,17
2019-08-09 08:31:43.870,2019-08-17 08:31:44.870,34
2019-08-09 08:50:34.880,2019-08-17 08:50:35.880,36
2019-08-09 09:33:25.170,2019-08-17 09:33:26.170,16
2019-08-09 09:39:50.400,2019-08-17 09:39:51.400,20
2019-08-09 10:03:46.840,2019-08-17 10:03:47.840,49
2019-08-09 10:11:04.990,2019-08-17 10:11:05.990,3
2019-08-09 10:20:10.720,2019-08-17 10:20:11.720,40
2019-08-09 10:32:40.420,2019-08-17 10:32:41.420,6
2019-08-09 10:57:09.880,2019-08-17 10:57:10.880,7
2019-08-09 10:59:39.330,2019-08-17 10:59:40.330,14
2019-08-09 11:03:18.560,2019-08-17 11:03:19.560,44
2019-08-09 11:15:23.890,2019-08-17 11:15:24.890,6
2019-08-09 11:20:19.810,2019-08-17 11:20:20.810,41
2019-08-09 11:38:15.920,2019-08-17 11:38:16.920,49
2019-08-09 11:40:22.140,2019-08-17 11:40:23.140,18
2019-08-09 11:58:01.940,2019-08-17 11:58:02.940,42
2019-08-09 12:03:04.170,2019-08-17 12:03:05.170,40
2019-08-09 12:16:18.680,2019-08-17 12:16:19.680,31
2019-08-09 12:24:30.500,2019-08-17 12:24:31.500,15
2019-08-09 12:34:46.220,2019-08-17 12:34:47.220,47
2019-08-09 12:42:47.260,2019-08-17 12:42:48.260,47
2019-08-09 12:47:39.090,2019-08-17 12:47:40.090,19
2019-08-09 13:47:55.170,2019-08-17 13:47:56.170,40
2019-08-09 14:32:40.330,2019-08-17 14:32:41.330,50
2019-08-09 15:02:57.110,2019-08-17 15:02:58.110,43
2019-08-09 15:23:01.710,2019-08-17 15:23:02.710,13
2019-08-09 15:42:20.950,2019-08-17 15:42:21.950,30
2019-08-09 16:26:04.830,2019-08-17 16:26:05.830,44
2019-08-09 17:19:02.450,2019-08-17 17:19:03.450,49
2019-08-09 17:37:22.270,2019-08-17 17:37:23.270,1
2019-08-09 17:44:46.740,2019-08-17 17:44:47.740,8
2019-08-09 17:50:47.170,2019-08-17 17:50:48.170,12
2019-08-09 18:03:17.550,2019-08-17 18:03:18.550,24
2019-08-09 18:41:04.360,2019-08-17 18:41:05.360,23
2019-08-09 19:10:21.090,2019-08-17 19:10:22.090,40
2019-08-09 19:11:58.660,2019-08-17 19:11:59.660,15
2019-08-09 19:14:45.480,2019-08-17 19:14:46.480,8
2019-08-09 19:24:26.340,2019-08-17 19:24:27.340,31
2019-08-09 19:39:01.220,2019-08-17 19:39:02.220,42
2019-08-09 20:30:38.500,2019-08-17 20:30:39.500,16
2019-08-09 20:34:27.940,2019-08-17 20:34:28.940,32
2019-08-09 21:02:33.400,2019-08-17 21:02:34.400,16
2019-08-09 21:07:52.130,2019-08-17 21:07:53.130,22
2019-08-09 21:14:41.710,2019-08-17 21:14:42.710,25
2019-08-09 21:38:07.900,2019-08-17 21:38:08.900,48
2019-08-09 23:10:07.990,2019-08-17 23:10:08.990,39
2019-08-09 23:43:06.510,2019-08-17 23:43:07.510,28
2019-08-10 00:01:23.880,2019-08-18 00:01:24.880,1
2019-08-10 01:04:36.180,2019-08-18 01:04:37.180,43
2019-08-10 01:16:35.220,2019-08-18 01:16:36.220,27
2019-08-10 01:36:02.480,2019-08-18 01:36:03.480,3
2019-08-10 01:37:11.110,2019-08-18 01:37:12.110,4
2019-08-10 02:25:06.920,2019-08-18 02:25:07.920,4
2019-08-10 02:27:39.680,2019-08-18 02:27:40.680,46
2019-08-10 02:55:23.760,2019-08-18 02:55:24.760,20
2019-08-10 02:55:44.070,2019-08-18 02:55:45.070,34
2019-08-10 03:35:53.200,2019-08-18 03:35:54.200,9
2019-08-10 03:40:06.970,2019-08-18 03:40:07.970,2
2019-08-10 04:02:17.950,2019-08-18 04:02:18.950,48
2019-08-10 04:02:59.680,2019-08-18 04:03:00.680,8
2019-08-10 04:05:19.090,2019-08-18 04:05:20.090,41
2019-08-10 04:08:14.370,2019-08-18 04:08:15.370,18
2019-08-10 04:27:05.970,2019-08-18 04:27:06.970,6
2019-08-10 04:39:28.490,2019-08-18 04:39:29.490,1
