utilityCostNumber,electricityUnitRate,waterUnitRate,utilityTimeCreated,utilityRentalNumber,utilityStartingTime,utilityBillingNumber,utilityLineNumber
11744,7.0000,1.0000,2018-07-21 02:10:27.510,1671,2017-10-06 13:31:11.060,631,38213
11745,7.0000,1.0000,2018-01-14 11:20:20.320,1811,2019-05-14 07:23:37.500,681,102564
11746,7.0000,1.0000,2019-06-25 09:28:26.180,1758,2019-03-03 16:18:54.530,662,126299
11747,7.0000,1.0000,2018-03-08 06:25:01.970,1682,2019-03-11 14:11:43.250,635,52742
11748,7.0000,1.0000,2019-02-06 02:22:23.010,1674,2019-07-29 09:36:51.050,632,52719
11749,7.0000,1.0000,2019-10-19 07:02:58.880,1577,2019-01-20 11:22:12.010,597,65940
11750,7.0000,1.0000,2018-11-12 17:27:49.090,1805,2017-02-20 09:55:51.610,679,54101
11751,7.0000,1.0000,2018-04-26 11:34:55.550,1688,2017-08-26 11:14:15.110,637,63651
11752,7.0000,1.0000,2019-02-10 14:47:29.330,1796,2018-08-22 00:19:24.030,676,22029
11753,7.0000,1.0000,2019-09-01 12:50:54.650,1826,2019-07-04 17:25:30.680,687,1523
11754,7.0000,1.0000,2017-03-24 07:04:14.460,1750,2018-02-16 18:37:44.230,660,617
11755,7.0000,1.0000,2017-05-29 15:07:34.080,1770,2018-01-09 04:23:03.080,666,102738
11756,7.0000,1.0000,2017-02-08 22:10:09.080,1493,2018-07-08 08:34:51.300,566,64287
11757,7.0000,1.0000,2019-02-04 14:14:20.230,1743,2018-05-24 00:28:22.670,657,28420
11758,7.0000,1.0000,2017-09-19 02:20:05.740,1786,2017-11-26 14:26:12.350,672,63085
11759,7.0000,1.0000,2019-10-26 06:20:45.190,1826,2017-12-13 11:12:06.000,686,105147
11760,7.0000,1.0000,2019-04-11 11:15:04.140,1244,2018-04-29 13:17:49.650,475,54886
11761,7.0000,1.0000,2018-10-13 18:09:15.260,1622,2017-11-19 18:37:25.870,614,138
11762,7.0000,1.0000,2018-07-30 23:42:01.700,1811,2017-02-08 14:42:23.400,681,35895
11763,7.0000,1.0000,2018-04-28 05:19:56.710,1582,2019-03-29 10:48:41.850,599,35811
11764,7.0000,1.0000,2017-06-01 02:38:51.850,1382,2017-04-21 08:26:44.850,526,5265
11765,7.0000,1.0000,2017-04-18 00:29:42.840,1660,2019-04-18 20:12:24.500,627,78853
11766,7.0000,1.0000,2017-05-02 11:35:05.960,1814,2017-05-16 06:42:11.340,682,54793
11767,7.0000,1.0000,2017-04-25 03:04:04.400,1030,2018-02-02 22:42:35.770,395,22844
11768,7.0000,1.0000,2018-08-15 12:27:32.130,1704,2017-01-23 09:19:29.300,643,9274
11769,7.0000,1.0000,2017-06-03 08:44:15.040,1207,2019-04-18 00:32:51.980,461,128264
11770,7.0000,1.0000,2018-01-28 17:06:00.810,1824,2018-07-22 03:27:13.260,686,13472
11771,7.0000,1.0000,2018-06-26 18:28:00.700,1772,2019-03-10 12:27:30.800,667,84455
11772,7.0000,1.0000,2017-11-07 18:42:36.850,1813,2018-12-18 21:36:28.330,682,29104
11773,7.0000,1.0000,2019-09-09 10:37:33.770,1630,2019-04-27 14:11:20.520,616,126145
11774,7.0000,1.0000,2017-04-15 19:33:25.140,1766,2018-08-30 14:12:06.320,665,42804
11775,7.0000,1.0000,2017-01-24 03:15:48.510,1822,2017-09-29 22:11:58.220,685,38225
11776,7.0000,1.0000,2019-12-16 03:21:07.570,1691,2019-03-09 23:51:25.850,638,105238
11777,7.0000,1.0000,2017-10-03 10:34:17.480,1360,2017-02-14 08:53:28.830,518,21389
11778,7.0000,1.0000,2019-05-12 09:23:30.250,1823,2019-08-26 07:25:14.050,685,128708
11779,7.0000,1.0000,2019-09-08 14:50:38.870,1699,2017-12-04 05:40:43.160,641,35081
11780,7.0000,1.0000,2018-04-01 15:42:30.680,1294,2017-05-08 02:24:51.830,493,126884
11781,7.0000,1.0000,2017-05-03 14:47:19.680,1780,2018-12-26 08:59:47.220,670,43846
11782,7.0000,1.0000,2019-07-12 05:23:00.630,1754,2018-04-01 11:25:08.220,661,40013
11783,7.0000,1.0000,2017-08-08 03:57:29.470,1643,2018-10-12 21:23:37.950,621,77179
11784,7.0000,1.0000,2018-10-27 15:09:50.490,1757,2017-09-09 04:08:59.130,662,16897
11785,7.0000,1.0000,2017-08-01 22:44:52.930,1827,2017-11-10 05:54:29.620,687,8156
11786,7.0000,1.0000,2018-12-15 21:41:43.320,1723,2019-04-17 22:25:03.680,650,18663
11787,7.0000,1.0000,2018-03-28 13:42:35.900,1809,2018-09-24 20:47:19.340,680,128060
11788,7.0000,1.0000,2019-08-17 17:12:47.280,1501,2019-07-15 15:53:54.890,569,54628
11789,7.0000,1.0000,2018-11-14 09:26:33.820,1779,2017-06-05 19:31:33.010,669,127731
11790,7.0000,1.0000,2019-03-16 05:44:07.930,1765,2018-10-15 01:36:29.630,665,13603
11791,7.0000,1.0000,2018-07-21 15:14:02.170,1665,2019-03-24 23:24:40.920,629,35041
11792,7.0000,1.0000,2018-04-26 20:56:22.140,1357,2019-03-23 00:12:01.200,517,42160
11793,7.0000,1.0000,2017-04-04 17:11:56.490,1425,2019-02-25 14:10:41.390,542,286
11794,7.0000,1.0000,2019-08-07 16:03:39.340,1795,2017-04-02 14:27:48.770,675,126635
11795,7.0000,1.0000,2019-05-05 21:17:37.620,1797,2019-05-22 13:25:17.620,676,77700
11796,7.0000,1.0000,2018-02-03 10:48:53.230,1478,2018-03-24 14:16:29.130,561,4424
11797,7.0000,1.0000,2018-10-24 06:07:28.790,1803,2018-12-28 21:40:59.620,679,109
11798,7.0000,1.0000,2017-07-27 22:58:15.400,1676,2017-01-07 03:18:52.560,633,7187
11799,7.0000,1.0000,2018-04-14 01:40:44.660,1624,2019-08-14 00:49:01.390,614,127138
11800,7.0000,1.0000,2017-09-23 23:45:14.350,1609,2018-08-24 21:13:48.970,609,35357
11801,7.0000,1.0000,2019-03-12 06:24:21.780,1702,2017-11-22 23:19:17.880,642,42499
11802,7.0000,1.0000,2019-07-15 17:57:29.850,1765,2019-07-07 01:37:59.220,665,14366
11803,7.0000,1.0000,2018-09-14 17:38:07.960,1725,2017-02-24 05:21:46.210,650,102663
11804,7.0000,1.0000,2018-09-30 13:56:58.060,1825,2019-08-10 19:57:57.980,686,80121
11805,7.0000,1.0000,2017-05-28 22:59:48.390,1811,2018-05-08 10:33:13.480,681,77895
11806,7.0000,1.0000,2017-06-28 16:52:18.690,1802,2019-04-07 02:32:14.540,678,84019
11807,7.0000,1.0000,2019-05-26 04:09:55.570,1724,2019-07-19 03:28:57.590,650,77226
11808,7.0000,1.0000,2019-05-28 17:17:29.500,1830,2017-11-03 23:01:30.060,688,15438
11809,7.0000,1.0000,2017-03-10 03:48:25.950,1735,2019-06-09 15:07:40.180,654,54873
11810,7.0000,1.0000,2017-06-05 11:46:26.520,1791,2018-07-20 11:42:35.550,674,24758
11811,7.0000,1.0000,2019-04-30 11:35:51.600,1813,2017-11-26 10:17:43.950,682,12793
11812,7.0000,1.0000,2019-09-17 04:50:49.980,1337,2019-04-27 12:59:05.480,510,15163
11813,7.0000,1.0000,2018-01-02 11:29:26.880,1788,2018-10-18 10:40:07.040,673,17824
11814,7.0000,1.0000,2018-08-05 14:38:14.510,1559,2017-03-04 00:20:53.690,590,35067
11815,7.0000,1.0000,2018-12-18 20:27:44.460,1786,2019-05-02 05:03:11.570,672,103739
11816,7.0000,1.0000,2019-03-26 12:46:14.630,1093,2018-02-28 23:22:36.230,419,7370
11817,7.0000,1.0000,2018-01-01 19:44:32.220,1810,2018-10-10 17:47:59.970,681,14895
11818,7.0000,1.0000,2019-06-23 14:10:06.220,1538,2018-05-14 16:36:54.490,583,1358
11819,7.0000,1.0000,2019-10-22 03:53:58.930,1770,2018-04-03 05:25:40.810,666,129200
11820,7.0000,1.0000,2018-04-25 02:47:59.530,1777,2017-05-29 11:44:25.670,669,19129
11821,7.0000,1.0000,2019-01-26 21:52:30.070,1802,2017-08-15 11:45:19.350,678,42019
11822,7.0000,1.0000,2017-08-30 09:51:17.120,1842,2018-04-13 03:29:55.810,692,54292
11823,7.0000,1.0000,2019-09-23 03:00:58.320,1657,2017-04-10 19:35:35.370,626,28249
11824,7.0000,1.0000,2018-03-12 03:00:07.120,1591,2017-08-22 15:59:38.050,602,84559
11825,7.0000,1.0000,2019-07-02 01:51:58.650,1801,2019-06-21 14:30:47.260,678,29741
11826,7.0000,1.0000,2017-03-11 21:31:38.550,1614,2017-02-05 05:17:30.060,611,243
11827,7.0000,1.0000,2017-08-15 01:30:40.360,1718,2019-08-01 07:14:44.370,648,42268
11828,7.0000,1.0000,2017-02-11 18:33:54.420,1351,2019-08-25 23:34:35.870,515,21208
11829,7.0000,1.0000,2017-12-02 22:15:47.530,1448,2019-02-27 19:48:04.190,550,63443
11830,7.0000,1.0000,2018-12-12 16:26:55.280,1671,2018-05-31 23:14:22.180,631,42103
11831,7.0000,1.0000,2018-03-03 21:13:38.780,1831,2017-07-27 12:08:49.860,688,78438
11832,7.0000,1.0000,2017-03-18 11:36:02.080,1763,2017-05-07 20:59:40.660,664,36058
11833,7.0000,1.0000,2018-02-07 07:42:45.590,1526,2017-01-09 14:59:35.080,578,28997
11834,7.0000,1.0000,2018-12-25 15:05:24.510,1553,2018-08-30 10:10:33.880,588,63194
11835,7.0000,1.0000,2019-01-12 09:18:08.900,1668,2017-04-22 14:25:09.260,630,17923
11836,7.0000,1.0000,2017-10-10 20:49:49.840,1547,2019-01-04 02:49:04.170,586,28796
11837,7.0000,1.0000,2017-11-06 11:44:52.660,1836,2017-08-15 18:01:00.330,690,20794
11838,7.0000,1.0000,2018-10-30 14:00:31.420,1637,2018-07-04 01:55:45.800,619,42120
11839,7.0000,1.0000,2018-06-10 16:10:02.100,1467,2019-02-27 02:15:11.090,557,27867
11840,7.0000,1.0000,2017-02-13 05:52:34.230,1487,2018-05-05 14:38:20.830,564,22925
11841,7.0000,1.0000,2019-07-14 17:31:47.760,1282,2017-02-12 08:53:57.200,489,28052
11842,7.0000,1.0000,2018-10-22 20:25:06.400,1763,2017-04-24 02:28:34.970,664,21094
11843,7.0000,1.0000,2019-06-19 13:24:21.330,1398,2017-10-29 00:04:53.670,532,20138
11844,7.0000,1.0000,2018-06-20 21:40:07.290,1825,2018-09-19 14:24:01.940,686,55472
11845,7.0000,1.0000,2019-11-07 18:08:16.330,1805,2017-04-17 20:11:38.950,679,77575
11846,7.0000,1.0000,2018-10-26 10:23:12.190,1779,2018-06-26 21:28:30.460,670,3732
11847,7.0000,1.0000,2017-05-04 09:26:55.260,1775,2018-05-25 17:30:15.050,668,84810
11848,7.0000,1.0000,2018-08-22 02:33:41.990,1843,2019-06-27 12:49:46.100,693,8264
11849,7.0000,1.0000,2017-08-29 19:35:54.870,1831,2019-07-14 23:40:30.810,688,126028
11850,7.0000,1.0000,2017-02-19 08:31:22.980,1841,2019-08-14 13:59:55.100,692,29170
11851,7.0000,1.0000,2017-02-11 15:04:21.000,1689,2019-05-17 20:00:30.740,638,7863
11852,7.0000,1.0000,2019-04-24 15:57:22.570,1752,2017-12-27 00:31:14.170,660,63617
11853,7.0000,1.0000,2017-09-27 19:04:16.480,1829,2018-12-10 08:06:14.780,688,4610
11854,7.0000,1.0000,2019-12-11 22:52:45.140,1775,2017-09-21 02:09:28.970,668,42810
11855,7.0000,1.0000,2018-08-20 01:52:44.290,1846,2018-12-11 02:47:40.480,694,10613
11856,7.0000,1.0000,2018-07-22 20:33:04.650,1369,2017-04-04 04:13:05.220,521,53826
11857,7.0000,1.0000,2019-10-14 14:56:31.530,1844,2019-01-30 22:09:16.130,693,29264
11858,7.0000,1.0000,2017-07-15 14:38:00.840,1830,2017-01-07 06:53:10.910,688,10561
11859,7.0000,1.0000,2019-03-23 12:04:59.410,1663,2017-04-01 23:52:04.060,628,53233
11860,7.0000,1.0000,2017-03-29 01:28:09.830,1826,2019-03-21 04:57:06.180,686,128147
11861,7.0000,1.0000,2019-11-05 15:21:38.340,1348,2018-07-13 17:48:48.620,514,6772
11862,7.0000,1.0000,2019-04-23 09:36:01.140,1763,2017-11-27 10:11:11.120,664,42094
11863,7.0000,1.0000,2018-07-05 19:01:41.970,1699,2019-01-25 07:53:59.070,641,63311
11864,7.0000,1.0000,2018-03-20 11:21:30.670,1633,2017-02-15 20:42:18.520,617,84724
11865,7.0000,1.0000,2019-03-26 14:32:47.740,1589,2019-07-18 15:29:39.780,602,18441
11866,7.0000,1.0000,2019-02-21 23:59:49.520,1624,2017-12-21 20:55:37.840,614,101771
11867,7.0000,1.0000,2018-08-19 21:08:04.390,1837,2018-11-20 17:01:15.340,690,104794
11868,7.0000,1.0000,2018-12-30 20:24:02.370,1776,2018-10-21 05:15:54.320,668,128810
11869,7.0000,1.0000,2019-07-16 05:20:05.610,1832,2017-04-21 12:08:43.330,688,127028
11870,7.0000,1.0000,2018-03-19 23:37:54.620,1592,2018-03-24 06:19:33.900,603,6811
11871,7.0000,1.0000,2018-05-30 01:01:21.970,1816,2017-02-19 11:54:37.840,683,7411
11872,7.0000,1.0000,2019-02-24 05:44:00.810,1827,2019-06-16 08:32:10.700,687,22523
11873,7.0000,1.0000,2018-01-22 22:00:04.120,1665,2017-03-16 21:51:37.790,629,14041
11874,7.0000,1.0000,2019-09-17 22:01:24.700,1721,2019-07-03 23:52:39.090,649,53163
11875,7.0000,1.0000,2018-10-03 09:16:11.770,1783,2018-08-03 09:22:28.170,671,43196
11876,7.0000,1.0000,2017-04-16 01:27:23.660,1819,2019-02-16 21:43:58.430,684,18025
11877,7.0000,1.0000,2018-03-04 20:26:55.800,1740,2017-06-22 13:05:51.010,656,10967
11878,7.0000,1.0000,2018-04-14 05:20:51.020,1579,2017-04-04 14:31:23.070,598,7836
11879,7.0000,1.0000,2018-04-26 08:51:50.790,1628,2018-09-06 05:50:32.350,616,14073
11880,7.0000,1.0000,2017-09-15 15:28:46.450,1774,2018-07-12 03:47:25.220,668,18035
11881,7.0000,1.0000,2019-10-30 12:04:43.300,1831,2018-08-05 20:14:01.040,688,84028
11882,7.0000,1.0000,2018-12-15 22:56:58.380,1755,2018-12-10 02:24:29.660,661,105808
11883,7.0000,1.0000,2019-06-06 22:57:59.560,1668,2018-09-24 07:41:00.930,630,53773
11884,7.0000,1.0000,2017-10-23 13:44:24.540,1458,2018-04-30 20:48:14.860,553,128168
11885,7.0000,1.0000,2018-11-10 01:22:34.280,1816,2018-01-02 16:00:23.600,683,10724
11886,7.0000,1.0000,2018-11-01 05:16:16.210,1614,2019-08-31 23:07:22.440,611,21243
11887,7.0000,1.0000,2019-06-12 16:31:45.600,1771,2018-09-03 08:37:10.080,667,12272
11888,7.0000,1.0000,2018-02-18 08:50:00.450,1750,2018-10-25 01:12:26.910,660,7439
11889,7.0000,1.0000,2017-05-17 13:12:40.210,1669,2017-05-08 19:39:30.550,630,77379
11890,7.0000,1.0000,2017-07-02 12:45:04.250,1824,2018-09-25 18:39:45.510,686,18020
11891,7.0000,1.0000,2017-12-19 05:53:18.310,1799,2017-10-23 20:43:51.910,677,18480
11892,7.0000,1.0000,2017-05-03 21:06:51.810,1795,2017-03-13 17:09:33.770,675,102785
11893,7.0000,1.0000,2019-08-01 01:55:32.010,1618,2017-12-31 21:02:00.560,612,54931
11894,7.0000,1.0000,2018-03-24 14:41:52.260,1821,2019-06-20 23:09:52.700,685,17225
11895,7.0000,1.0000,2017-04-01 14:30:55.890,1743,2019-06-17 11:39:40.330,657,42524
11896,7.0000,1.0000,2017-04-02 07:55:46.620,1773,2019-08-11 15:55:24.010,668,6907
11897,7.0000,1.0000,2017-04-29 01:23:24.430,1843,2018-12-16 15:43:15.190,693,2822
11898,7.0000,1.0000,2018-04-11 02:02:50.660,1666,2018-10-20 19:50:55.870,629,77041
11899,7.0000,1.0000,2019-03-19 07:07:19.560,1807,2017-12-07 16:01:32.130,680,12426
11900,7.0000,1.0000,2017-09-25 18:08:26.810,1640,2018-08-09 22:12:31.720,620,35097
11901,7.0000,1.0000,2017-03-18 13:15:07.790,1183,2017-08-23 01:08:32.530,452,53144
11902,7.0000,1.0000,2018-04-26 13:02:52.890,1786,2017-02-18 09:26:25.570,672,42085
11903,7.0000,1.0000,2019-01-28 21:13:36.380,1843,2019-04-15 12:50:08.480,693,6567
11904,7.0000,1.0000,2019-06-03 19:58:00.260,1692,2018-12-17 21:32:41.820,639,5808
11905,7.0000,1.0000,2018-09-14 07:30:01.020,1773,2017-08-31 10:09:34.650,667,127455
11906,7.0000,1.0000,2017-12-10 09:20:20.200,1764,2018-12-02 13:59:12.210,664,102215
11907,7.0000,1.0000,2018-04-11 17:57:18.450,1335,2018-10-17 14:16:52.860,509,12583
11908,7.0000,1.0000,2018-01-01 21:02:51.780,1607,2019-08-17 18:38:34.670,608,126411
11909,7.0000,1.0000,2018-03-20 13:36:33.360,1785,2017-05-13 02:54:35.330,672,8837
11910,7.0000,1.0000,2018-05-16 00:25:20.630,1749,2017-06-16 01:23:25.120,659,44601
11911,7.0000,1.0000,2017-05-30 00:06:08.850,1627,2019-05-20 18:39:07.960,615,105513
11912,7.0000,1.0000,2018-07-12 09:35:40.510,1768,2018-12-25 10:17:41.980,666,16157
11913,7.0000,1.0000,2019-03-13 05:46:10.060,1823,2018-08-21 07:05:10.430,685,126708
11914,7.0000,1.0000,2018-07-17 20:36:12.950,1708,2019-07-04 18:16:56.210,644,106189
11915,7.0000,1.0000,2017-05-21 13:23:26.530,1758,2018-05-27 06:12:47.240,662,102314
11916,7.0000,1.0000,2017-11-30 16:24:39.960,1814,2018-09-16 02:37:02.640,682,77112
11917,7.0000,1.0000,2019-11-08 10:38:01.590,1599,2017-01-06 22:19:55.240,605,64000
11918,7.0000,1.0000,2017-09-22 05:17:17.430,1780,2017-05-10 20:25:48.560,670,18313
11919,7.0000,1.0000,2019-05-02 09:58:56.390,1461,2019-03-21 21:31:09.550,555,18493
11920,7.0000,1.0000,2017-06-04 09:16:31.530,1658,2017-11-25 04:19:09.220,626,106903
11921,7.0000,1.0000,2019-09-03 07:28:03.920,1820,2019-05-31 07:39:40.780,684,110050
11922,7.0000,1.0000,2017-07-11 12:18:03.930,1828,2019-05-22 04:35:13.200,687,64523
11923,7.0000,1.0000,2018-08-25 07:11:22.160,1479,2018-09-19 09:29:54.940,561,35676
11924,7.0000,1.0000,2019-01-23 16:35:01.360,1750,2018-11-21 02:56:36.400,660,10877
11925,7.0000,1.0000,2017-04-10 17:44:36.300,1849,2019-04-17 09:24:29.650,695,17832
11926,7.0000,1.0000,2018-02-05 03:54:30.150,1693,2019-02-28 14:47:15.080,639,45306
11927,7.0000,1.0000,2019-07-18 03:48:28.800,1638,2018-12-11 07:25:19.270,619,105120
11928,7.0000,1.0000,2019-10-23 07:18:11.860,1618,2018-08-05 11:00:59.620,612,77620
11929,7.0000,1.0000,2019-06-28 07:30:28.800,1739,2019-08-22 06:14:11.280,656,224
11930,7.0000,1.0000,2018-07-13 01:20:25.150,1588,2019-06-08 14:20:00.720,601,126343
11931,7.0000,1.0000,2019-12-10 00:03:59.230,1821,2018-10-09 11:53:34.800,685,708
11932,7.0000,1.0000,2019-11-15 18:24:05.140,1835,2019-02-22 15:58:54.680,690,10018
11933,7.0000,1.0000,2019-01-17 22:13:31.470,1565,2019-01-18 16:48:05.920,592,132690
11934,7.0000,1.0000,2017-08-10 14:43:23.970,1648,2019-01-27 04:04:14.070,623,28104
11935,7.0000,1.0000,2017-07-10 02:13:38.650,1828,2017-02-09 02:02:54.140,687,29156
11936,7.0000,1.0000,2018-07-15 23:01:50.410,1626,2018-09-18 01:41:50.350,615,42513
11937,7.0000,1.0000,2019-11-09 01:43:22.000,1724,2019-08-17 11:11:01.000,650,84726
11938,7.0000,1.0000,2017-01-13 02:59:59.290,1793,2017-08-05 08:14:55.930,675,6119
11939,7.0000,1.0000,2019-01-31 06:14:23.520,1614,2017-06-28 06:14:07.280,611,3703
11940,7.0000,1.0000,2017-12-10 16:02:14.080,1842,2019-06-24 13:25:07.550,692,102038
11941,7.0000,1.0000,2017-08-01 11:18:57.750,1713,2017-06-02 20:24:20.090,646,31298
11942,7.0000,1.0000,2018-06-20 19:28:53.820,1813,2018-11-03 06:07:33.900,682,17799
11943,7.0000,1.0000,2019-11-22 19:13:27.100,1626,2017-01-12 13:30:34.160,615,18644
11944,7.0000,1.0000,2018-12-24 12:47:19.580,1366,2017-10-11 07:59:39.870,520,42284
11945,7.0000,1.0000,2017-02-12 12:38:55.400,1619,2017-09-04 13:46:06.750,612,107108
11946,7.0000,1.0000,2019-05-31 20:17:37.810,1860,2018-01-23 18:53:11.170,699,17840
11947,7.0000,1.0000,2018-02-12 15:20:41.760,1591,2019-03-18 11:42:56.390,602,128559
11948,7.0000,1.0000,2018-01-24 05:19:19.060,1758,2018-09-21 13:06:46.830,662,105299
11949,7.0000,1.0000,2017-11-13 01:18:25.730,1725,2018-04-16 21:35:48.880,650,126726
11950,7.0000,1.0000,2019-04-23 22:06:15.940,1833,2017-02-02 18:59:57.830,689,18653
11951,7.0000,1.0000,2017-05-16 21:17:45.030,1804,2019-05-09 00:34:48.730,679,35575
11952,7.0000,1.0000,2019-07-29 20:06:07.010,1567,2019-01-16 04:28:01.470,593,84376
11953,7.0000,1.0000,2018-12-01 16:03:54.270,1855,2019-05-30 02:13:15.510,697,43041
11954,7.0000,1.0000,2018-10-24 21:50:48.030,1612,2018-12-17 21:48:12.090,610,42113
11955,7.0000,1.0000,2018-01-14 10:40:22.900,1765,2017-03-17 19:03:02.810,664,127094
11956,7.0000,1.0000,2019-08-30 00:57:03.870,1779,2019-05-08 11:17:37.810,670,7247
11957,7.0000,1.0000,2019-08-24 05:51:30.740,1538,2017-09-05 20:13:11.020,582,128216
11958,7.0000,1.0000,2017-01-15 04:38:35.020,1758,2019-07-28 01:38:41.100,662,127299
11959,7.0000,1.0000,2019-03-05 02:13:23.950,1645,2018-10-05 19:54:39.110,622,28889
11960,7.0000,1.0000,2017-08-19 03:35:30.870,1782,2018-03-17 11:40:15.860,671,4676
11961,7.0000,1.0000,2018-05-17 05:31:51.400,1740,2017-04-06 20:05:00.470,656,7177
11962,7.0000,1.0000,2018-06-11 10:39:06.600,1842,2018-09-04 13:45:27.400,692,77599
11963,7.0000,1.0000,2018-06-28 13:32:22.980,1502,2018-02-13 07:48:12.690,569,102968
11964,7.0000,1.0000,2019-08-30 12:16:08.220,1785,2019-03-30 08:05:41.070,672,38128
11965,7.0000,1.0000,2018-05-29 00:21:21.400,1573,2019-04-12 21:31:13.140,596,10474
11966,7.0000,1.0000,2017-07-06 05:42:03.710,1782,2017-08-20 18:12:46.090,671,1196
11967,7.0000,1.0000,2019-06-16 11:22:09.040,1864,2019-02-09 09:04:03.670,700,102706
11968,7.0000,1.0000,2018-08-12 15:02:46.090,1458,2017-04-02 16:22:17.040,553,127168
11969,7.0000,1.0000,2018-01-17 18:22:34.290,1802,2017-03-28 07:32:34.200,678,36172
11970,7.0000,1.0000,2018-10-28 14:21:36.130,1656,2017-08-28 03:09:53.090,626,1903
11971,7.0000,1.0000,2018-01-13 14:41:17.960,1798,2018-05-30 04:27:44.530,677,1100
11972,7.0000,1.0000,2019-11-05 07:38:02.290,1691,2018-11-30 13:25:14.370,638,103230
11973,7.0000,1.0000,2018-08-13 23:02:53.910,1864,2017-08-19 09:35:07.380,700,77216
11974,7.0000,1.0000,2018-06-01 17:56:42.310,1812,2017-12-16 07:39:49.190,681,127347
11975,7.0000,1.0000,2019-10-25 21:57:33.780,1686,2017-07-02 17:09:20.730,636,102103
11976,7.0000,1.0000,2018-03-25 11:59:10.090,1843,2018-08-27 01:52:43.300,692,127212
11977,7.0000,1.0000,2017-08-10 17:04:36.840,1767,2018-01-05 02:50:53.500,665,126804
11978,7.0000,1.0000,2019-08-23 18:24:02.580,1764,2018-08-25 17:37:00.790,664,84094
11979,7.0000,1.0000,2018-12-21 03:56:05.960,1371,2017-10-23 00:39:05.570,522,11939
11980,7.0000,1.0000,2017-11-01 21:26:58.500,1757,2018-01-16 03:14:56.750,662,21299
11981,7.0000,1.0000,2019-12-15 12:33:48.400,1799,2018-12-27 06:42:29.690,677,54507
11982,7.0000,1.0000,2018-07-03 22:29:09.740,1814,2017-03-31 10:54:08.250,682,42639
11983,7.0000,1.0000,2018-12-20 05:59:46.120,1586,2018-12-18 22:50:22.030,601,3816
11984,7.0000,1.0000,2017-03-16 09:24:12.860,1722,2018-10-13 11:04:11.490,649,106033
11985,7.0000,1.0000,2018-03-08 04:02:40.110,1832,2019-03-11 15:40:23.350,689,15758
11986,7.0000,1.0000,2017-05-23 03:57:52.220,1664,2019-03-12 05:04:11.320,629,698
11987,7.0000,1.0000,2017-12-25 02:20:10.870,1854,2017-02-26 02:20:24.800,696,129168
11988,7.0000,1.0000,2017-04-05 00:22:43.440,1857,2017-09-04 22:58:46.670,698,7423
11989,7.0000,1.0000,2019-07-19 04:03:01.070,1762,2018-11-14 20:32:06.660,664,11208
11990,7.0000,1.0000,2017-11-02 01:16:34.790,1867,2019-03-09 14:58:07.120,701,126461
11991,7.0000,1.0000,2018-11-13 17:10:19.680,1843,2018-12-05 23:50:23.200,692,128212
11992,7.0000,1.0000,2019-11-03 21:04:46.980,1740,2017-10-27 21:59:47.160,656,17818
11993,7.0000,1.0000,2017-11-02 00:46:35.340,1785,2018-03-16 06:43:25.940,672,19739
11994,7.0000,1.0000,2018-06-24 02:38:52.650,1610,2017-08-30 23:14:51.330,609,103989
11995,7.0000,1.0000,2019-07-18 10:30:22.680,1784,2019-06-15 03:53:36.870,672,3501
11996,7.0000,1.0000,2019-02-12 00:39:51.160,1790,2018-01-26 03:29:20.650,674,3758
11997,7.0000,1.0000,2019-12-15 05:56:30.840,1671,2017-07-05 14:18:45.130,631,28099
11998,7.0000,1.0000,2017-04-04 06:57:18.870,1181,2018-02-12 05:36:31.230,451,101506
11999,7.0000,1.0000,2017-08-07 12:25:58.180,1776,2019-06-14 06:49:35.940,669,731
12000,7.0000,1.0000,2019-08-01 06:56:51.690,1548,2019-08-17 13:56:00.300,586,84423
12001,7.0000,1.0000,2019-12-07 08:55:28.770,1758,2018-04-14 23:17:09.430,662,84299
12002,7.0000,1.0000,2019-06-25 00:17:55.670,1817,2018-01-31 12:46:16.190,683,44839
12003,7.0000,1.0000,2017-01-16 10:56:44.760,1215,2018-09-16 03:30:07.780,464,129183
12004,7.0000,1.0000,2019-01-07 10:56:49.600,1866,2018-05-16 21:20:59.020,701,14375
12005,7.0000,1.0000,2018-04-20 07:24:57.980,1460,2018-11-19 22:58:31.620,554,126290
12006,7.0000,1.0000,2017-07-03 13:39:42.740,1801,2017-05-21 01:42:12.860,678,3334
12007,7.0000,1.0000,2017-12-25 21:03:13.090,1235,2019-05-01 20:20:57.320,472,4546
12008,7.0000,1.0000,2017-07-11 22:07:11.960,1848,2018-11-16 04:39:19.650,694,126102
12009,7.0000,1.0000,2018-12-21 23:53:14.250,1789,2018-08-30 17:42:23.910,673,84169
12010,7.0000,1.0000,2019-10-13 22:41:12.810,1472,2019-07-11 23:41:51.090,559,4
12011,7.0000,1.0000,2019-01-29 07:52:27.020,1844,2017-04-27 08:39:13.080,693,10525
12012,7.0000,1.0000,2017-01-10 11:27:28.160,1793,2017-07-19 09:06:02.970,675,635
12013,7.0000,1.0000,2018-01-17 00:42:29.070,1745,2018-08-17 08:24:54.340,658,3382
12014,7.0000,1.0000,2018-05-13 04:46:25.450,1652,2019-04-19 15:37:51.390,624,105272
12015,7.0000,1.0000,2017-08-26 15:01:42.480,1712,2017-02-02 13:34:59.950,646,3919
12016,7.0000,1.0000,2019-11-05 07:02:41.670,1781,2017-04-06 01:40:24.090,670,53076
